song,artist,popularity
Safaera,"Bad Bunny, Jowell & Randy & Nengo Flow",79.0
@ MEH,Playboi Carti,69.0
BOP,DaBaby,76.0
BLAME IT ON BABY,DaBaby,52.0
Tusa,Karol G & Nicki Minaj,0.0
TALK ABOUT IT,DaBaby,44.0
CHAMPION,DaBaby,46.0
I Dare You,Kelly Clarkson,0.0
Broke In A Minute,Tory Lanez,78.0
Stupid Again,Tory Lanez,64.0
Boyfriend,Selena Gomez,58.0
What She Wants Tonight,Luke Bryan,55.0
DND,Polo G,59.0
Ridin' Roads,Dustin Lynch,68.0
The Man,Taylor Swift,87.0
Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",63.0
P2,Lil Uzi Vert,67.0
Yummy,Justin Bieber,71.0
B.I.T.C.H.,Megan Thee Stallion,56.0
Boss Bitch,Doja Cat,80.0
Homesick,Kane Brown,67.0
Fuck The World,Rod Wave,62.0
Pray 4 Love,Rod Wave,53.0
Thief In The Night,Rod Wave,56.0
Tycoon,Future,49.0
I Remember,Rod Wave,52.0
The Greatest,Rod Wave,68.0
Ribbon In The Sky,Rod Wave,62.0
After Hours,The Weeknd,87.0
Thug Life,Rod Wave,51.0
What A Man Gotta Do,Jonas Brothers,75.0
No Weakness,Rod Wave,52.0
Woah,Lil Baby,66.0
Physical,Dua Lipa,0.0
Make No Sense,YoungBoy Never Broke Again,76.0
La Dificil,Bad Bunny,78.0
Si Veo A Tu Mama,Bad Bunny,80.0
Vete,Bad Bunny,76.0
Baby Pluto,Lil Uzi Vert,65.0
Alone Again,The Weeknd,70.0
Scared To Live,The Weeknd,67.0
Hardest To Love,The Weeknd,69.0
Too Late,The Weeknd,70.0
Snowchild,The Weeknd,68.0
Escape From LA,The Weeknd,70.0
Faith,The Weeknd,72.0
Lose You To Love Me,Selena Gomez,82.0
homecoming queen?,Kelsea Ballerini,60.0
Repeat After Me (Interlude),The Weeknd,66.0
Until I Bleed Out,The Weeknd,66.0
To Die For,Sam Smith,0.0
Lo Mein,Lil Uzi Vert,65.0
Good As Hell,Lizzo,77.0
Lotus,Lil Uzi Vert,55.0
Silly Watch,Lil Uzi Vert,72.0
Moon Relate,Lil Uzi Vert,54.0
I Can Show You,Lil Uzi Vert,58.0
We Back,Jason Aldean,60.0
Trap This Way (This Way),Lil Uzi Vert,57.0
I Wish Grandpas Never Died,Riley Green,71.0
Homecoming,Lil Uzi Vert,70.0
Come This Way,Lil Uzi Vert,55.0
Cardigan,Don Toliver,76.0
Futsal Shuffle 2020,Lil Uzi Vert,64.0
Prices,Lil Uzi Vert,63.0
POP,Lil Uzi Vert,57.0
Bigger Than Life,Lil Uzi Vert,61.0
Celebration Station,Lil Uzi Vert,58.0
You Better Move,Lil Uzi Vert,57.0
I'm Sorry,Lil Uzi Vert,74.0
Venetia,Lil Uzi Vert,62.0
Chrome Heart Tags,Lil Uzi Vert,54.0
Bust Me,Lil Uzi Vert,54.0
Secure The Bag,Lil Uzi Vert,54.0
Triggered,Jhene Aiko,62.0
SUGAR,BrockHampton,72.0
Senorita,Shawn Mendes & Camila Cabello,0.0
Bad Guy,Billie Eilish,85.0
Kinfolks,Sam Hunt,67.0
One Man Band,Old Dominion,79.0
Get Ugly,Lil Baby,52.0
How,Lil Baby,65.0
Pero Ya No,Bad Bunny,70.0
ON,BTS,78.0
Lil Top,YoungBoy Never Broke Again,66.0
Same Thing,Lil Baby,51.0
Make Me Want To,Jimmie Allen,61.0
Solia,Bad Bunny,76.0
No Time To Die,Billie Eilish,79.0
Trampoline,SHAED,65.0
Sucker,Jonas Brothers,83.0
I Don't Care,Ed Sheeran & Justin Bieber,79.0
Red Eye,YoungBoy Never Broke Again,58.0
Only Human,Jonas Brothers,74.0
Fine By Time,YoungBoy Never Broke Again,53.0
Bad Bad,YoungBoy Never Broke Again,60.0
Knocked Off,YoungBoy Never Broke Again,55.0
RIP Lil Phat,YoungBoy Never Broke Again,54.0
My Time,BTS,73.0
Long RD,YoungBoy Never Broke Again,53.0
Filter,BTS,74.0
Bat Man,YoungBoy Never Broke Again,50.0
Rare,Selena Gomez,65.0
Me And My Guitar,A Boogie Wit da Hoodie,73.0
Feel Me,Selena Gomez,64.0
Truth Hurts,Lizzo,77.0
Bandit,Juice WRLD & YoungBoy Never Broke Again,16.0
Thug Love,A Boogie Wit da Hoodie,55.0
Yikes,Nicki Minaj,67.0
Come Around Me,Justin Bieber,2.0
King Of My City,A Boogie Wit da Hoodie,54.0
Cinderella Story,A Boogie Wit da Hoodie,51.0
Habitual,Justin Bieber,61.0
All Around Me,Justin Bieber,60.0
Even Though I'm Leaving,Luke Combs,72.0
Heartache Medication,Jon Pardi,71.0
VIBEZ,DaBaby,69.0
Run,Joji,69.0
KEII,Anuel AA,69.0
No Idea,Don Toliver,81.0
No Judgement,Niall Horan,0.0
ORANGE SODA,Baby Keem,83.0
Only The Young,Taylor Swift,69.0
Anyone,Demi Lovato,2.0
Mahogany,Lil Wayne,54.0
Good News,Mac Miller,75.0
Mama Mia,Lil Wayne,47.0
Funeral,Lil Wayne,39.0
Camelot,NLE Choppa,74.0
Panini,Lil Nas X,73.0
Graveyard,Halsey,68.0
Blue World,Mac Miller,76.0
Darkness,Eminem,61.0
First Man,Camila Cabello,62.0
What If I Told You That I Love You,Ali Gatie,67.0
Circles,Mac Miller,71.0
Black Swan,BTS,73.0
 yeah, yeah,44.0
 yeah, yeah,44.0
Complicated,Mac Miller,64.0
Hand Me Downs,Mac Miller,68.0
Premonition (Intro),Eminem,54.0
I Can See,Mac Miller,61.0
In Too Deep,Eminem,57.0
Woods,Mac Miller,70.0
Everybody,Mac Miller,63.0
Marsh,Eminem,61.0
Surf,Mac Miller,71.0
Stepdad,Eminem,56.0
That's On Me,Mac Miller,62.0
Talk,Khalid,73.0
What If I Never Get Over You,Lady Antebellum,65.0
Lover,Taylor Swift,91.0
Playing Games,Summer Walker,78.0
Remember You Young,Thomas Rhett,61.0
Eleven,Khalid,69.0
Conversations In The Dark,John Legend,60.0
Look At Her Now.,Selena Gomez,0.0
Nice To Meet Ya,Niall Horan,64.0
All I Want,Olivia Rodrigo,80.0
Suge,DaBaby,72.0
20/20,Lil Tjay,64.0
Slow Dancing In The Dark,Joji,84.0
Yellow Hearts,Ant Saunders,66.0
Let Me Know (I Wonder Why Freestyle),Juice WRLD,81.0
Loco Contigo,"DJ Snake, J. Balvin & Tyga",77.0
Candy,Doja Cat,73.0
Jingle Bells,Frank Sinatra,50.0
Like It's Christmas,Jonas Brothers,0.0
Baby It's Cold Outside,Dean Martin,48.0
Happy Xmas (War Is Over),John Legend,24.0
Hate Me,Ellie Goulding & Juice WRLD,6.0
Lucid Dreams,Juice WRLD,86.0
Falling,Harry Styles,85.0
Lights Up,Harry Styles,76.0
Dirty Iyanna,YoungBoy Never Broke Again,49.0
Famous Hoes,NLE Choppa,68.0
Cherry,Harry Styles,75.0
Prayed For You,Matt Stell,64.0
She,Harry Styles,75.0
Legends,Juice WRLD,73.0
Robbery,Juice WRLD,82.0
Christmas Tree Farm,Taylor Swift,62.0
Empty,Juice WRLD,76.0
We Were,Keith Urban,54.0
Big Stepper,Roddy Ricch,55.0
How Do You Sleep?,Sam Smith,1.0
Time,NF,72.0
All The Good Girls Go To Hell,Billie Eilish,77.0
Who Needs Love,Trippie Redd,68.0
Follow God,Kanye West,78.0
F.N,Lil Tjay,79.0
Into The Unknown,Panic! At The Disco,67.0
La Cancion,J Balvin & Bad Bunny,0.0
One Thing Right,Marshmello & Kane Brown,34.0
Love Me More,Trippie Redd,63.0
Lalala,Y2K & bbno$,48.0
Tip Of My Tongue,Kenny Chesney,55.0
Good Vibes,Chris Janson,71.0
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",68.0
Lonely Child,YoungBoy Never Broke Again,65.0
Dancing With A Stranger,Sam Smith & Normani,11.0
Liar,Camila Cabello,67.0
Every Little Thing,Russell Dickerson,68.0
I Don't Know About You,Chris Lane,67.0
Up All Night,Khalid,64.0
Self Control,YoungBoy Never Broke Again,65.0
My Type,Saweetie,72.0
It All Comes Out In The Wash,Miranda Lambert,51.0
Hot Now,YoungBoy Never Broke Again,64.0
Valentino,24kGoldn,73.0
What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,45.0
Living,Dierks Bentley,63.0
Somebody,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",55.0
Immortal,21 Savage,74.0
You Need To Calm Down,Taylor Swift,84.0
Closed On Sunday,Kanye West,63.0
In My Room,Frank Ocean,79.0
Love You Too Late,Cole Swindell,61.0
For My Daughter,Kane Brown,57.0
Selah,Kanye West,63.0
On God,Kanye West,62.0
God Is,Kanye West,78.0
Jesus Is Lord,Kanye West,56.0
INTRO,DaBaby,57.0
Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",71.0
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,89.0
Wow.,Post Malone,84.0
The Git Up,Blanco Brown,71.0
Motivation,Normani,72.0
Rich As Hell,YoungBoy Never Broke Again,59.0
In Control,YoungBoy Never Broke Again,63.0
Carter Son,YoungBoy Never Broke Again,56.0
DHL,Frank Ocean,63.0
Time I'm On,YoungBoy Never Broke Again,56.0
Saint-Tropez,Post Malone,75.0
Hollywood's Bleeding,Post Malone,79.0
If I Can't Have You,Shawn Mendes,76.0
The London,"Young Thug, J. Cole & Travis Scott",70.0
Body,Summer Walker,71.0
Drunk Dialing...LODT,Summer Walker,60.0
Over It,Summer Walker,57.0
Southbound,Carrie Underwood,63.0
Potential,Summer Walker,59.0
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",0.0
Without Me,Halsey,84.0
OFF THE RIP,DaBaby,55.0
XXL,DaBaby,53.0
PROLLY HEARD,DaBaby,48.0
By My Lonely,Kevin Gates,59.0
There He Go,DaBaby,47.0
The Ones That Didn't Make It Back Home,Justin Moore,62.0
Adicto,"Tainy, Anuel AA & Ozuna",78.0
Did It Again,Lil Tecca,76.0
Beer Never Broke My Heart,Luke Combs,82.0
Speechless,Dan + Shay,73.0
Knockin' Boots,Luke Bryan,70.0
Behind Barz,Drake,68.0
A Thousand Bad Times,Post Malone,69.0
It's You,Ali Gatie,81.0
Slide Away,Miley Cyrus,70.0
Shameless,Camila Cabello,85.0
Queen Of Mean,Sarah Jeffery,67.0
Rearview Town,Jason Aldean,62.0
Mood Swings,A Boogie Wit da Hoodie,59.0
All To Myself,Dan + Shay,67.0
Allergic,Post Malone,66.0
Press,Cardi B,65.0
"1, 2 Many",Luke Combs & Brooks & Dunn,75.0
"Hey Look Ma, I Made It",Panic! At The Disco,70.0
Myself,Post Malone,66.0
I Know,Post Malone,68.0
Internet,Post Malone,62.0
Buy My Own Drinks,Runaway June,52.0
Easier,5 Seconds Of Summer,71.0
Go Loko,"YG, Tyga & Jon Z",4.0
Doin' Time,Lana Del Rey,84.0
7 Rings,Ariana Grande,86.0
Whiskey Glasses,Morgan Wallen,85.0
God's Country,Blake Shelton,72.0
Shotta Flow,NLE Choppa,74.0
Babushka Boi,A$AP Rocky,67.0
Cruel Summer,Taylor Swift,99.0
I Forgot That You Existed,Taylor Swift,78.0
Call You Mine,The Chainsmokers & Bebe Rexha,45.0
Out Of Luck,Lil Tecca,60.0
Shots,Lil Tecca,69.0
Juice,Lizzo,75.0
God Only Knows,for KING & COUNTRY,67.0
Love Me,Lil Tecca,78.0
The Archer,Taylor Swift,83.0
Paper Rings,Taylor Swift,87.0
Miss Americana & The Heartbreak Prince,Taylor Swift,85.0
I Think He Knows,Taylor Swift,80.0
Cornelia Street,Taylor Swift,82.0
London Boy,Taylor Swift,82.0
Death By A Thousand Cuts,Taylor Swift,81.0
Afterglow,Taylor Swift,83.0
False God,Taylor Swift,79.0
Daylight,Taylor Swift,85.0
Raised On Country,Chris Young,56.0
It's Nice To Have A Friend,Taylor Swift,74.0
Never Really Over,Katy Perry,72.0
EARFQUAKE,"Tyler, The Creator",82.0
Just How It Is,Young Thug,55.0
Light It Up,Young Thug,56.0
Lil Baby,Young Thug,69.0
Some Of It,Eric Church,61.0
Uno,Ambjaay,61.0
Daddy,Blueface & Rich The Kid,3.0
Happier,Marshmello & Bastille,0.0
Sweet But Psycho,Ava Max,82.0
Better,Khalid,78.0
Talk You Out Of It,Florida Georgia Line,64.0
Small Talk,Katy Perry,56.0
Snake Skin,Trippie Redd,55.0
Love Ain't,Eli Young Band,63.0
Sanguine Paradise,Lil Uzi Vert,72.0
Que Pretendes,J Balvin & Bad Bunny,7.0
Single Again,Big Sean,1.0
Worth It,YK Osiris,68.0
Shallow,Lady Gaga & Bradley Cooper,86.0
Trust Issues,Drake,81.0
The Motion,Drake,64.0
Dreams Money Can Buy,Drake,58.0
Club Paradise,Drake,58.0
Antisocial,Ed Sheeran & Travis Scott,65.0
Fear Inoculum,Tool,61.0
Days In The East,Drake,57.0
Before I Let Go,Beyonce,62.0
High Hopes,Panic! At The Disco,83.0
Sicko Mode,Travis Scott,87.0
Leave Me Alone,NF,66.0
The Search,NF,77.0
MEGATRON,Nicki Minaj,63.0
Cool,Jonas Brothers,66.0
Nightmare,Halsey,67.0
Rumor,Lee Brice,75.0
Act Up,City Girls,69.0
GIRL,Maren Morris,59.0
Middle Child,J. Cole,84.0
Pure Water,Mustard & Migos,5.0
Walk Me Home,P!nk,67.0
Look What God Gave Her,Thomas Rhett,74.0
BLOW,Ed Sheeran With Chris Stapleton & Bruno Mars,65.0
Like A Rodeo,Kane Brown,62.0
Spirit,Beyonce,53.0
Wake Up,Travis Scott,72.0
Eastside,"benny blanco, Halsey & Khalid",81.0
Look Back At It,A Boogie Wit da Hoodie,79.0
Good As You,Kane Brown,68.0
Mother's Daughter,Miley Cyrus,69.0
Ocean Eyes,Billie Eilish,72.0
Please Me,Cardi B & Bruno Mars,1.0
When I Grow Up,NF,76.0
Eyes On You,Chase Rice,70.0
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,78.0
Love Someone,Brett Eldredge,59.0
Big Ole Freak,Megan Thee Stallion,62.0
Omerta,Drake,59.0
When The Party's Over,Billie Eilish,85.0
Envy Me,Calboy,69.0
Miss Me More,Kelsea Ballerini,66.0
Sanctuary,Joji,76.0
Beautiful Crazy,Luke Combs,84.0
Close Friends,Lil Baby,75.0
Bury A Friend,Billie Eilish,76.0
Heaven,Avicii,68.0
Please Tell Me,Future,48.0
On My Way To You,Cody Johnson,66.0
Amor Genuino,Ozuna,60.0
XanaX Damage,Future,54.0
Government Official,Future,48.0
Murder On My Mind,YNW Melly,84.0
Under Enemy Arms,Trippie Redd,53.0
Night Shift,Jon Pardi,79.0
A Lot,21 Savage,83.0
Thotiana,Blueface,66.0
Earth,Lil Dicky,63.0
HP,Maluma,74.0
Paradise,Bazzi,74.0
I Think,"Tyler, The Creator",74.0
Running Out Of Time,"Tyler, The Creator",76.0
Igor's Theme,"Tyler, The Creator",69.0
New Magic Wand,"Tyler, The Creator",83.0
A Boy Is A Gun,"Tyler, The Creator",72.0
What's Good,"Tyler, The Creator",67.0
Puppet,"Tyler, The Creator",69.0
Here Tonight,Brett Young,61.0
Be Alright,Dean Lewis,80.0
Drip Too Hard,Lil Baby & Gunna,85.0
"Thank U, Next",Ariana Grande,83.0
Baby Shark,Pinkfong,80.0
Make It Sweet,Old Dominion,66.0
Shot Clock,Ella Mai,65.0
You Should See Me In A Crown,Billie Eilish,78.0
Wish You Were Gay,Billie Eilish,76.0
That's A Rack,Lil Uzi Vert,59.0
Die Young,Roddy Ricch,68.0
You Say,Lauren Daigle,77.0
Power Is Power,"SZA, The Weeknd & Travis Scott",69.0
Middle Child,PnB Rock & XXXTENTACION,4.0
Secreto,Anuel AA & Karol G,0.0
Faucet Failure,Ski Mask The Slump God,75.0
Youngblood,5 Seconds Of Summer,83.0
Light It Up,"Marshmello, Tyga & Chris Brown",58.0
Numb Numb Juice,ScHoolboy Q,65.0
Kill This Love,BLACKPINK,77.0
Better Now,Post Malone,84.0
Bad Liar,Imagine Dragons,82.0
Pure Cocaine,Lil Baby,83.0
This Is It,Scotty McCreery,65.0
My Strange Addiction,Billie Eilish,75.0
Let Me Down Slowly,Alec Benjamin + Alessia Cara,18.0
Xanny,Billie Eilish,74.0
One That Got Away,Michael Ray,55.0
Tequila,Dan + Shay,76.0
Money,Cardi B,74.0
Undrunk,FLETCHER,63.0
There Was This Girl,Riley Green,72.0
My Bad,Khalid,59.0
Outta My Head,Khalid With John Mayer,69.0
Bad Luck,Khalid,58.0
Inmortal,Aventura,68.0
I Love You,Billie Eilish,81.0
Ilomilo,Billie Eilish,74.0
Listen Before I Go,Billie Eilish,78.0
8,Billie Eilish,71.0
Lovely,Billie Eilish & Khalid,38.0
I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",5.0
Millionaire,Chris Stapleton,75.0
Girl Like You,Jason Aldean,65.0
I Like It,"Cardi B, Bad Bunny & J Balvin",10.0
Down To The Honkytonk,Jake Owen,68.0
Confessions Of A Dangerous Mind,Logic,57.0
Take It From Me,Jordan Davis,74.0
Splashin,Rich The Kid,62.0
I,Lil Skies,71.0
Hear Me Calling,Juice WRLD,70.0
Undecided,Chris Brown,63.0
Calling My Spirit,Kodak Black,69.0
Last Hurrah,Bebe Rexha,64.0
Love Wins,Carrie Underwood,49.0
Sally Walker,Iggy Azalea,56.0
Fast,Juice WRLD,72.0
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,1.0
Maze,Juice WRLD,72.0
What Makes You Country,Luke Bryan,62.0
Flaws And Sins,Juice WRLD,74.0
Always Remember Us This Way,Lady Gaga,84.0
Leave Me Alone,Flipp Dinero,71.0
Mo Bamba,Sheck Wes,80.0
Burn Out,Midland,66.0
Red Room,Offset,60.0
Armed And Dangerous,Juice WRLD,78.0
Needy,Ariana Grande,73.0
Love Someone,Lukas Graham,73.0
NASA,Ariana Grande,66.0
Outstanding,Gunna,53.0
Wit It,Gunna,55.0
One Call,Gunna,52.0
Imagine,Ariana Grande,69.0
Lick,Offset,58.0
Bad Idea,Ariana Grande,68.0
Speed It Up,Gunna,52.0
Bloodline,Ariana Grande,71.0
I Guess I Just Feel Like,John Mayer,69.0
Fake Smile,Ariana Grande,66.0
Ghostin,Ariana Grande,69.0
Sixteen,Thomas Rhett,67.0
In My Head,Ariana Grande,72.0
Yosemite,Travis Scott,78.0
Make Up,Ariana Grande,64.0
Good Girl,Dustin Lynch,65.0
Uproar,Lil Wayne,68.0
You,Jacquees,69.0
Ruin My Life,Zara Larsson,67.0
Talk To Me,Tory Lanez & Rich The Kid,59.0
Rainbow,Kacey Musgraves,69.0
Alone,Marshmello,73.0
Breathin,Ariana Grande,73.0
Trip,Ella Mai,76.0
Keanu Reeves,Logic,64.0
Crushed Up,Future,59.0
Best Shot,Jimmie Allen,65.0
Sauce!,XXXTENTACION,66.0
BAD!,XXXTENTACION,76.0
Blue Tacoma,Russell Dickerson,68.0
Natural,Imagine Dragons,83.0
Jumpin On A Jet,Future,53.0
Never Stop,Future,55.0
Consequences,Camila Cabello,66.0
Temptation,Future,51.0
Rocket Ship,Future,58.0
F&N,Future,56.0
Face My Fears,Hikaru Utada & Skrillex,36.0
Call The Coroner,Future,52.0
She Got The Best Of Me ,Luke Combs,82.0
Fine China,Future & Juice WRLD,73.0
Butterfly Doors,Lil Pump,52.0
Valuable Pain,YoungBoy Never Broke Again,65.0
idontwannabeyouanymore,Billie Eilish,82.0
Last Shot,Kip Moore,58.0
Monster,21 Savage,61.0
Drunk Me,Mitchell Tenpenny,67.0
Solo de Mi,Bad Bunny,72.0
whoa (mind in awe),XXXTENTACION,73.0
All My Friends,21 Savage,62.0
Cozy Little Christmas,Katy Perry,46.0
The Christmas Song,Lauren Daigle,20.0
Break Da Law,21 Savage,58.0
1.5,21 Savage,63.0
Out For The Night,21 Savage,62.0
Gun Smoke,21 Savage,58.0
ASMR,21 Savage,63.0
Testimony,Kodak Black,54.0
Broken,lovelytheband,70.0
Guardian Angel,XXXTENTACION,65.0
God Is A Woman,Ariana Grande,79.0
I Don't Let Go,XXXTENTACION,67.0
Train Food,XXXTENTACION,58.0
What Are You So Afraid Of,XXXTENTACION,66.0
Staring At The Sky,XXXTENTACION,58.0
Lie,NF,78.0
Difference (Interlude),XXXTENTACION,65.0
That's On Me,Yella Beezy,55.0
Intro,Meek Mill,55.0
Respect The Game,Meek Mill,59.0
Trauma,Meek Mill,49.0
Championships,Meek Mill,52.0
Almost Slipped,Meek Mill,46.0
Foot Fungus,Ski Mask The Slump God,69.0
Crush A Lot,Lil Baby,63.0
Oodles O' Noodles Babies,Meek Mill,48.0
Global,Lil Baby,56.0
Word On The Street,Lil Baby,58.0
In My Feelings,Drake,78.0
Lose It,Kane Brown,65.0
Nonstop,Drake,81.0
Topanga,Trippie Redd,69.0
Come Out And Play,Billie Eilish,69.0
Hangin' On,Chris Young,56.0
Rich,Maren Morris,64.0
I Love It,Kanye West & Lil Pump,74.0
Noticed,Lil Mosey,75.0
I Like Me Better,Lauv,84.0
Sad!,XXXTENTACION,83.0
Bohemian Rhapsody,Queen,75.0
Take One,Kodak Black,52.0
W O R K I N  M E,Quavo,51.0
Burn The House Down,AJR,70.0
Love Scars 3,Trippie Redd,65.0
Toxic Waste,Trippie Redd,53.0
Drew Barrymore,Bryce Vine,65.0
Back To You,Selena Gomez,76.0
Delicate,Taylor Swift,87.0
Last Memory,TakeOff,69.0
Promises,Calvin Harris & Sam Smith,23.0
Hotel Key,Old Dominion,70.0
Killshot,Eminem,73.0
Casper,TakeOff,72.0
The Middle,"Zedd, Maren Morris & Grey",82.0
Drunk Girl,Chris Janson,63.0
A Million Dreams,P!nk,68.0
Venom,Eminem,76.0
New Patek,Lil Uzi Vert,65.0
Break Up In The End,Cole Swindell,63.0
Kamikaze,Lil Mosey,66.0
No Tears Left To Cry,Ariana Grande,79.0
Astronauts,Future & Juice WRLD,60.0
Vertigo,Khalid,55.0
Make It Back,Juice WRLD,61.0
Kiss And Make Up,Dua Lipa & BLACKPINK,76.0
Africa,Weezer,60.0
Meant To Be,Bebe Rexha & Florida Georgia Line,18.0
Simple,Florida Georgia Line,74.0
Medicine,Queen Naija,67.0
Biggest Alley Oop,Quavo,54.0
Huncho Dreams,Quavo,42.0
"Sunrise, Sunburn, Sunset",Luke Bryan,68.0
"If I'm Lyin, I'm Flyin",Kodak Black,60.0
Business Is Business,Lil Baby & Gunna,60.0
Is That Alright?,Lady Gaga,64.0
Dedicate,Lil Wayne,59.0
Jumpsuit,twenty one pilots,68.0
Belly,Lil Baby & Gunna,55.0
My Blood,twenty one pilots,70.0
The Way I Am,Charlie Puth,65.0
Maybe It's Time,Bradley Cooper,59.0
Nico And The Niners,twenty one pilots,68.0
Deep End,Lil Baby,53.0
I Am,Lil Baby & Gunna,64.0
Open Letter,Lil Wayne,51.0
Problems,Lil Wayne,48.0
Hittas,Lil Wayne,49.0
Open Safe,Lil Wayne,50.0
Took His Time,Lil Wayne,51.0
Mess,Lil Wayne,54.0
Let It All Work Out,Lil Wayne,63.0
Used 2,Lil Wayne,51.0
Rap Devil,Machine Gun Kelly,61.0
Demon,Lil Wayne,50.0
Perfect Strangers,Lil Wayne,50.0
Head Above Water,Avril Lavigne,66.0
Perfect,Ed Sheeran,90.0
Nice For What,Drake,81.0
God's Plan,Drake,87.0
Barbie Dreams,Nicki Minaj,64.0
All Girls Are The Same,Juice WRLD,86.0
Fall,Eminem,65.0
Life Changes,Thomas Rhett,65.0
Hooked,Dylan Scott,62.0
Stargazing,Travis Scott,78.0
Lean Wit Me,Juice WRLD,81.0
Self Care,Mac Miller,80.0
The Ringer,Eminem,67.0
Apes**t,The Carters,40.0
Mercy,Brett Young,69.0
Cry Pretty,Carrie Underwood,50.0
Kamikaze,Eminem,64.0
Mine,Bazzi,76.0
Hurt Feelings,Mac Miller,72.0
Greatest,Eminem,62.0
Come Back To Earth,Mac Miller,75.0
Feels Like Summer,Childish Gambino,73.0
Narcos,Migos,71.0
Normal,Eminem,57.0
Stepping Stone,Eminem,57.0
Summertime Magic,Childish Gambino,66.0
Friends,Marshmello & Anne-Marie,80.0
Never Be The Same,Camila Cabello,74.0
One Kiss,Calvin Harris & Dua Lipa,88.0
Moonlight,XXXTENTACION,84.0
Get Along,Kenny Chesney,71.0
Unica,Ozuna,65.0
Changes,XXXTENTACION,80.0
Happy Now,Zedd & Elley Duhe,21.0
Level Up,Ciara,68.0
Taking A Walk,Trippie Redd,77.0
Mob Ties,Drake,72.0
This Is America,Childish Gambino,72.0
In My Blood,Shawn Mendes,75.0
Sweetener,Ariana Grande,67.0
Everytime,Ariana Grande,78.0
R.E.M,Ariana Grande,66.0
Kiss Somebody,Morgan Evans,65.0
Goodnight N Go,Ariana Grande,71.0
Growing Pains,Alessia Cara,52.0
Pete Davidson,Ariana Grande,61.0
Chun-Li,Nicki Minaj,73.0
Be Careful,Cardi B,70.0
Stop Trying To Be God,Travis Scott,72.0
R.I.P Screw,Travis Scott,71.0
No Bystanders,Travis Scott,76.0
Carousel,Travis Scott,71.0
Album Of The Year (Freestyle),J. Cole,61.0
5% Tint,Travis Scott,81.0
Have It All,Jason Mraz,66.0
Nevermind,Dennis Lloyd,79.0
NC-17,Travis Scott,69.0
Who? What!,Travis Scott,72.0
Skeletons,Travis Scott,77.0
Astrothunder,Travis Scott,78.0
Butterfly Effect,Travis Scott,83.0
Houstonfornication,Travis Scott,72.0
Coffee Bean,Travis Scott,73.0
I Was Jack (You Were Diane),Jake Owen,61.0
Whatever It Takes,Imagine Dragons,84.0
Sober,Demi Lovato,67.0
Sit Next To Me,Foster The People,73.0
One Number Away,Luke Combs,77.0
Call Out My Name,The Weeknd,88.0
All Mine,Kanye West,76.0
Karma,Queen Naija,59.0
X,Nicky Jam x J Balvin,77.0
I Might Need Security,Chance The Rapper,53.0
Emotionless,Drake,69.0
Can't Take A Joke,Drake,70.0
Elevate,Drake,63.0
Blue Tint,Drake,66.0
Zombie,Bad Wolves,70.0
8 Out Of 10,Drake,63.0
31 Days,Future,51.0
Wifi Lit,Future,49.0
Jocelyn Flores,XXXTENTACION,84.0
Sandra's Rose,Drake,66.0
Summer Games,Drake,62.0
Jaded,Drake,72.0
That's How You Feel,Drake,67.0
Survival,Drake,62.0
Cuddle My Wrist,Future,48.0
Racks Blue,Future,48.0
Finesse,Drake,77.0
Drug Addicts,Lil Pump,50.0
KOD,J. Cole,69.0
Peak,Drake,61.0
Is There More,Drake,58.0
Ratchet Happy Birthday,Drake,56.0
Final Fantasy,Drake,58.0
14-Mar,Drake,56.0
Esskeetit,Lil Pump,56.0
Everybody Dies In Their Nightmares,XXXTENTACION,84.0
Yikes,Kanye West,67.0
Downtown's Dead,Sam Hunt,51.0
Japan,Famous Dex,69.0
The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,78.0
I Lived It,Blake Shelton,54.0
Plug Walk,Rich The Kid,72.0
Heaven,Kane Brown,76.0
New Rules,Dua Lipa,83.0
Wait,Maroon 5,63.0
Dura,Daddy Yankee,0.0
Say Amen (Saturday Night),Panic! At The Disco,65.0
Hope,XXXTENTACION,86.0
Fake Love,BTS,78.0
Numb,XXXTENTACION,74.0
Powerglide,Rae Sremmurd & Juicy J,1.0
Overdose,YoungBoy Never Broke Again,56.0
"Woman, Amen",Dierks Bentley,58.0
Boss,The Carters,51.0
DDU-DU DDU-DU,BLACKPINK,76.0
IDGAF,Dua Lipa,81.0
Pray For Me,The Weeknd & Kendrick Lamar,72.0
Summer,The Carters,56.0
Reborn,KIDS SEE GHOSTS,70.0
Nice,The Carters,52.0
Friends,The Carters,46.0
Feel The Love,KIDS SEE GHOSTS,62.0
You Make It Easy,Jason Aldean,76.0
