ID,song,artist,track_length,track_popularity,valence,danceability,energy,loudness,tempo
2u7mxWSeoqTXndK5e08jMp,Nowadays (feat. Landon Cube),Lil Skies,203907,68,0.46,0.745,0.646,-6.987,79.993
57IRaiAB4hBZu3gnNVZC0v,No Smoke,YoungBoy Never Broke Again,160000,62,0.804,0.658,0.736,-6.097,143.966
0709StHzSeXpdj2zmqF2o2,Tempo,Chris Brown,218744,57,0.487,0.769,0.482,-7.205,120.959
74ZovzRxHBvCq5yIwe8boh,OKRA,"Tyler, The Creator",151026,63,0.441,0.589,0.57,-9.54,136.203
0mlAOSILGRys2IbvyOT5VJ,Échame La Culpa,Luis Fonsi,173800,75,0.649,0.733,0.897,-3.652,96.006
2A69wys3S9uiPSmn6UZWJn,Written in the Sand,Old Dominion,184080,70,0.76,0.725,0.438,-9.602,83.984
2SbzdGpOKlH3HIAGTWTbwU,La Modelo,Ozuna,255506,66,0.769,0.574,0.734,-2.697,98.023
2DlIwu1iDTILEMXA7MUotn,Beautiful Trauma,P!nk,250053,65,0.234,0.412,0.619,-6.39,95.943
6K2anECyrckidwf5wxS78Q,NBAYOUNGBOAT,Lil Yachty,139845,72,0.364,0.769,0.807,-2.966,82.422
3tZs3nVjySLbL320lP4mvs,Focus,H.E.R.,200133,66,0.09,0.414,0.314,-12.943,84.993
2DQ1ITjI0YoLFzuADN1ZBW,No Limit,G-Eazy,245386,72,0.405,0.838,0.771,-3.791,175.957
0tBbt8CrmxbjRP0pueQkyU,Wolves,Selena Gomez,197993,80,0.306,0.724,0.804,-4.614,124.987
4wFjTWCunQFKtukqrNijEt,MotorSport,Migos,303076,72,0.188,0.904,0.518,-5.32,137.996
4HbiCvH1R7mVOJ7KY7JQBD,GUMMO,6ix9ine,157643,63,0.635,0.66,0.775,-4.926,157.036
0dSIrRkA4PadGll16TgbnV,PICK IT UP (feat. A$AP Rocky),Famous Dex,191251,67,0.287,0.921,0.467,-8.443,135.995
4vaxvNDaLSoD36iZX515ug,Betrayed,Lil Xan,187173,70,0.241,0.821,0.434,-9.194,120.012
3e7Y6sfFlIdBMJhX7wpqVO,44 More,Logic,188600,67,0.219,0.824,0.584,-7.098,139.965
0FbSpY8RPxTRxi1Fpj9Dz9,Booty,Blac Youngsta,160037,53,0.412,0.938,0.549,-8.368,144.005
6V4KHt9xu4TPEnDFoBeacT,Rubbin off the Paint,YBN Nahmir,159915,67,0.56,0.734,0.751,-7.26,161.997
4apiNNK0jp9uqn3JDG9My1,Dark Knight Dummo,Trippie Redd,256161,72,0.254,0.28,0.821,-2.864,181.444
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,Khalid,202546,82,0.394,0.799,0.539,-6.351,136.948
6wmAHw1szh5RCKSRjiXhPe,How Long,Charlie Puth,200853,76,0.811,0.845,0.561,-5.253,109.974
5WoaF1B5XIEnWfmb5NZikf,Sky Walker (feat. Travis Scott),Miguel,259333,74,0.183,0.674,0.506,-10.532,145.965
7CkbRn6S0itJqcqn88AtSV,going down!,XXXTENTACION,115194,66,0.525,0.873,0.663,-4.086,135.499
0NqZ65jPelNB13gzsvH2Ma,At The Club,Jacquees,173053,65,0.372,0.795,0.668,-7.288,92.029
6ufrOaf4v6Qady6GiIpQ0s,Everybody Hates Me,The Chainsmokers,223466,59,0.515,0.475,0.752,-6.596,154.957
4dVpf9jZjcORqGTLUaeYj9,Plain Jane,A$AP Ferg,173600,76,0.52,0.797,0.844,-5.482,170.142
0yvPEnB032fojLfVluFjUv,Sorry Not Sorry,Demi Lovato,203760,77,0.885,0.706,0.643,-6.929,143.931
0jqBo5RYn008f4ZY8kPewW,Indica Badu,Logic,260320,63,0.97,0.742,0.72,-2.876,77.011
7u90MSvVyEjL0c8icaE7jl,Contra,Logic,217146,52,0.616,0.804,0.823,-5.837,126.007
3s3VVLE1kB7Xk2AoJKlGmr,Overnight,Logic,217560,51,0.889,0.861,0.745,-6.77,150.002
6tarvNiKnEjYMj1VZhlDqR,66,Lil Yachty,153474,61,0.251,0.667,0.723,-4.31,148.058
1GtVGc1UYin3zpMUdNSSpM,Midnight,Logic,241426,56,0.269,0.568,0.607,-7.438,95.056
5KVciTEfXvpcFHR3RFbtJy,Wassup,Logic,219480,49,0.321,0.777,0.57,-6.833,139.993
0D5CXSUx8GOCHSY8KWgi9h,Yuck,Logic,173693,49,0.71,0.619,0.798,-5.517,156.151
2PsZsnqSMXt4oKi0xHVvgF,BOOM!,Lil Yachty,229525,50,0.753,0.844,0.699,-5.794,132.955
4LmAnpjlhWTahvRkYR8xJa,X (with 2 Chainz & Saudi),Kendrick Lamar,267426,65,0.405,0.768,0.471,-8.406,131.023
4fZxGiES1FKbNqJPrI4L3s,BoomTrap Protocol,Logic,221360,50,0.347,0.747,0.532,-5.474,77.032
3W4JFzOQdo5J2Wgt9DFg24,Warm It Up,Logic,240093,51,0.433,0.827,0.643,-6.414,95.965
2Za1AlJNvksouPPWbXpR2X,Good Old Days (feat. Kesha),Macklemore,240506,73,0.268,0.712,0.51,-8.162,122.964
2F6JxWMP2ZfmVErc3ZTmqQ,The Champion - Bonus Track,Carrie Underwood,222506,60,0.36,0.529,0.87,-3.32,182.1
14PlDNjNh3pXyHXzkhX8n5,KEKE,6ix9ine,151914,63,0.469,0.599,0.857,-5.7,187.985
34I0nBvoE0ZXmqbKiJ5BWS,Stranger Things,Joyner Lucas,219733,62,0.481,0.867,0.663,-5.838,121.978
2tPcTFiQF9MbVUyjZ3zDhA,Paramedic!,Kendrick Lamar,219306,64,0.471,0.856,0.652,-5.324,97.017
5cepAtqnEQ6yVG6088zMMu,Corazón (feat. Nego do Borel),Maluma,184720,73,0.748,0.722,0.738,-6.073,198.075
5LxvwujISqiB8vpRYv887S,I Want You Back,The Jackson 5,176333,80,0.886,0.469,0.538,-13.559,196.605
3I4WFddKpe2PGZWFh7f10J,Yours,Russell Dickerson,216960,68,0.558,0.554,0.722,-6.005,134.058
3p6JF5nt0bZOSgZRONNZp0,RONDO,6ix9ine,138473,52,0.731,0.605,0.789,-4.833,189.866
5jZF1nvKORdaHNjNNMRbFl,You Broke Up with Me,Walker Hayes,196666,63,0.874,0.847,0.699,-8.286,120.002
0tYHqwTW4s6VuPWDSD7n7K,KOODA,6ix9ine,142582,60,0.201,0.885,0.641,-4.455,91.167
5jyyPsIGM2yqkZN9R3TmvN,The Ways (with Swae Lee),Kendrick Lamar,238893,62,0.589,0.727,0.72,-5.856,140.08
3OnOomd79OjqSYHchCQ6ht,Notice Me,Migos,233880,69,0.45,0.793,0.344,-9.757,166.105
4DTpngLjoHj5gFxEZFeD3J,Codeine Dreaming (feat. Lil Wayne),Kodak Black,264531,64,0.574,0.736,0.604,-7.357,155.007
2AY1UAimvTqjJC8vDJsOyy,Mayores,Becky G,203186,75,0.874,0.745,0.836,-4.336,96.993
5gW5dSy3vXJxgzma4rQuzH,Make Me Feel,Janelle Monáe,194230,66,0.697,0.859,0.413,-7.399,115.035
0QVISdPWRllAmoDBG3DEHU,Rock,Plies,174653,50,0.658,0.852,0.691,-5.175,61.115
7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,233712,89,0.931,0.825,0.652,-3.183,95.977
1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,Sam Smith,201000,86,0.476,0.681,0.372,-8.237,91.873
43ZyHQITOjhciSUUNPVRHc,Gucci Gang,Lil Pump,124055,65,0.699,0.936,0.523,-6.71,119.889
1XRgIKC5TPwo7nWGyKqgG0,I Get the Bag (feat. Migos),Gucci Mane,233087,73,0.425,0.89,0.633,-5.475,139.948
5Gu0PDLN4YJeW75PpBSg9p,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,174800,78,0.742,0.664,0.708,-4.154,103.07
5cXg9IQS34FzLVdHhp7hu7,Big Shot (with Travis Scott),Kendrick Lamar,221826,65,0.284,0.855,0.478,-9.116,130.018
6vlxmQGwmlyp07YjkugV6K,Legends,Kelsea Ballerini,244466,52,0.24,0.577,0.727,-5.848,112.041
66xn6tB8s3l8uhj02OGneE,For You (Fifty Shades Freed) (& Rita Ora),Various Artists,245453,63,0.2,0.541,0.787,-4.618,113.0
0iQ77tSa7ncj7zBPtVx6cU,One Foot,WALK THE MOON,261372,63,0.471,0.582,0.822,-4.861,100.025
1t34UsQ634a233qysq6D6L,Female,Keith Urban,195316,51,0.321,0.567,0.477,-8.781,85.019
40oKW22ZNNkEdZLJTScaQI,Roll in Peace (feat. XXXTENTACION),Kodak Black,213132,74,0.363,0.747,0.524,-6.807,140.053
5ZpjODX6OH1xZs3AOewTO6,Filthy,Justin Timberlake,293946,54,0.645,0.745,0.579,-5.771,97.002
5qN4HFkapdAOV94XPryVof,Black Panther,Kendrick Lamar,130613,54,0.48,0.618,0.582,-9.454,90.035
6Za3190Sbw39BBC77WSS1C,Criminal,NATTI NATASHA,232549,77,0.839,0.814,0.813,-3.023,79.997
65fpYBrI8o2cfrwf2US4gq,Rewrite The Stars,Various Artists,217440,74,0.284,0.684,0.619,-7.005,125.046
3T6MAweakkNrMYs8jZIWtg,Like I Loved You,Brett Young,207186,67,0.64,0.582,0.568,-6.051,76.025
6waqLPcT6ruMhmd36OhmFO,Losing Sleep,Chris Young,178253,59,0.634,0.584,0.621,-5.703,92.003
4KTU5aa5s547f1JF5DImhF,Man of the Woods,Justin Timberlake,243986,50,0.724,0.624,0.452,-8.206,199.775
4haJoBPbPj9QFKNpp9e8kx,Diplomatic Immunity,Drake,255866,55,0.549,0.654,0.839,-5.076,74.886
4BHzHISX21PYwGXiBEUQ70,BBO (Bad Bitches Only),Migos,251858,61,0.471,0.808,0.771,-5.719,161.94
58kZ9spgxmlEznXGu6FPdQ,Sick Boy,The Chainsmokers,193200,69,0.454,0.663,0.577,-7.518,89.996
3AsNVBJ7LHsltdu9490ZiS,A Girl Like You,Easton Corbin,217840,57,0.83,0.735,0.768,-4.481,104.991
6jT85s2dZ55HBqjXYi2rfI,Supplies,Justin Timberlake,225600,47,0.225,0.793,0.554,-6.624,119.993
0pqnGHJpmpxLKifKRmU6WP,Believer,Imagine Dragons,204346,90,0.666,0.776,0.78,-4.374,124.949
2eAZfqOm4EnOF9VvN50Tyc,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,221746,82,0.696,0.703,0.757,-3.612,82.008
7yt6eiZQCkVFEzwGp4Pbor,Supastars,Migos,293137,52,0.334,0.782,0.686,-4.383,75.948
2KokOIKdw4zZutDil85Ugh,White Sand,Migos,202834,54,0.402,0.827,0.591,-7.504,142.113
6RKkHI2fkmgZq7uQPPav8f,Gang Gang,Migos,181318,56,0.5,0.731,0.627,-9.76,90.03
43dOwOq0mB4i6j4SpcSkqC,Higher We Go - Intro,Migos,255849,48,0.184,0.825,0.547,-3.938,152.007
4Kw3CztmD15X1QGDnnHmLD,Auto Pilot,Migos,287992,47,0.254,0.928,0.721,-5.774,129.997
0G9rmRmQDFk9O2tzZLyRkc,Emoji A Chain,Migos,315185,48,0.407,0.894,0.324,-8.24,139.972
52ioLaTnO2J7BWY8UN2n9D,Round Here Buzz,Eric Church,214626,63,0.473,0.638,0.441,-9.064,76.078
35ffVv9x4mtzBh5rF1K9sP,CC,Migos,259340,47,0.822,0.85,0.731,-6.705,134.009
01380RE6UfsPSdiUIwrCoH,MIC Drop (Steve Aoki Remix) - Full Length Edition,BTS,307675,72,0.542,0.606,0.85,-3.952,170.01
2j5hsQvApottzvTn4pFJWF,What Lovers Do (feat. SZA),Maroon 5,199849,68,0.419,0.799,0.597,-5.131,110.001
7COfe3P7KgfwDwIRB8LIDw,Mi Gente,J Balvin,185040,77,0.288,0.548,0.704,-4.838,104.666
5eqK0tbzUPo2SoeZsov04s,Bank Account,21 Savage,220306,79,0.376,0.884,0.347,-8.227,75.016
5cF0dROlMOK5uNZtivgu50,Attention,Charlie Puth,208786,85,0.797,0.775,0.613,-4.586,100.066
5gx2E5aIXMRBellPZW1up5,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",Chris Brown,293434,64,0.617,0.82,0.696,-4.918,144.981
2yQZwi1P8AkkxxFhQ8rMEK,Greatest Love Story,LANCO,222573,71,0.621,0.669,0.617,-8.72,147.992
7hdw5gAGMyyn9z0XgfTv1j,NO NAME,NF,183826,65,0.292,0.718,0.795,-3.978,130.77
1z05AxrWVmafceje4RZytS,Ice Tray - LCDJ Remix,Various Artists,242272,1,0.533,0.659,0.849,-10.774,88.021
4ylWMuGbMXNDgDd8lErEle,The Greatest Show,Various Artists,302146,73,0.4,0.417,0.824,-7.36,157.92
0Gl5s8IhMmQE5YQwM8Qx1J,Never Enough,Various Artists,207786,75,0.227,0.277,0.394,-8.903,86.777
7CEJH5Ed7FBbXF6CqBQPlJ,My Dawg,Lil Baby,215423,61,0.515,0.943,0.544,-6.292,133.012
6gU9OKjOE7ghfEd55oRO57,The Weekend,SZA,272186,77,0.161,0.4,0.366,-9.405,73.313
7vGuf3Y35N4wmASOKLUVVU,Silence,Marshmello,180822,82,0.286,0.52,0.761,-3.093,141.971
4NiehSBQthimPzRsVeOgCT,My My My!,Troye Sivan,204726,67,0.482,0.701,0.458,-7.749,102.967
7FfpP3YZ6fOWMdxkIAtud9,Krippy Kush,Farruko,230520,66,0.411,0.708,0.56,-7.132,163.043
2yLa0QULdQr0qAIvVwN6B5,...Ready For It?,Taylor Swift,208186,85,0.417,0.613,0.764,-6.509,160.015
6habFhsOp2NvshLv26DqMb,Despacito,Luis Fonsi,229360,83,0.839,0.655,0.797,-4.787,177.928
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,206693,88,0.86,0.853,0.56,-4.961,134.066
09iyGiljLWRYXdRazFkdtJ,I Could Use a Love Song,Maren Morris,196421,67,0.473,0.638,0.634,-6.474,92.097
0Ult84lvFuqNvbyXwyRQ58,I Miss You (feat. Julia Michaels),Clean Bandit,205986,71,0.369,0.693,0.624,-7.482,105.002
39jXnbACjiaiTwwhsr5sY5,Too Much To Ask,Niall Horan,223043,70,0.201,0.443,0.533,-6.548,77.344
0OI7AFifLSoGzpb8bdBLLV,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,202804,73,0.216,0.653,0.718,-5.232,82.034
6bFsZCWWJaCyE9uly2NhAH,Money (feat. Juice WRLD & Nicki Minaj),Young Thug,266400,69,0.63,0.764,0.701,-4.706,149.979
0Qh38w01QRXK6KHIv0e3hb,What About Us,P!nk,269600,78,0.193,0.491,0.588,-6.177,113.608
1P17dC1amhFzptugyAO7Il,Look What You Made Me Do,Taylor Swift,211853,86,0.506,0.766,0.709,-6.471,128.07
5w3NgfV8v1nNZFLUBlGHIL,Light It Up,Luke Bryan,177305,65,0.738,0.608,0.928,-2.724,130.012
3e7sxremeOE3wTySiOhGiP,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,239000,80,0.0951,0.259,0.437,-6.589,180.042
1Faq8G2y56A8fRv7HsLq25,Wanted You (feat. Lil Uzi Vert),NAV,228386,64,0.623,0.797,0.731,-4.443,146.93
3wGXyJGsCf1myH5MooQIqE,The Race,Tay-K,140000,72,0.352,0.766,0.606,-6.064,160.223
4vwfOiyWxXeEdx4ejAJgdx,Eye 2 Eye,Huncho Jack,190678,57,0.163,0.818,0.65,-4.328,146.015
7J6bnDDitOwfelaJNixHhL,Modern Slavery,Huncho Jack,148559,60,0.495,0.765,0.733,-3.509,133.966
7ER7vcy7u2ajg5IV45WBFw,Thunder / Young Dumb & Broke (with Khalid) - Medley,Imagine Dragons,251283,59,0.3,0.439,0.681,-5.516,168.082
628Ueb4sRiXApObhcU9iPU,Black & Chinese,Huncho Jack,172016,61,0.33,0.668,0.844,-4.151,159.108
6urLjX35oXXRYtcH1b3dCh,Dubai Shit,Huncho Jack,228431,62,0.227,0.774,0.529,-4.479,138.072
5vuiHi3QYbwcm1OKJOYnrf,Huncho Jack,Huncho Jack,199227,56,0.0601,0.793,0.574,-3.509,136.982
7g7raxdQpiLZT7aOlib4S1,Motorcycle Patches,Huncho Jack,191409,62,0.436,0.868,0.657,-4.853,162.867
7foypmc7KZyU716Yv63BPe,Saint,Huncho Jack,140792,65,0.0798,0.866,0.648,-3.675,150.058
7CcoUAtUcYhUfBsmtn0ajO,Walk On Water (feat. Beyoncé),Eminem,303640,57,0.618,0.483,0.439,-10.212,81.986
7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,177000,86,0.421,0.908,0.621,-6.638,150.011
7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,Shawn Mendes,199440,88,0.969,0.866,0.813,-4.063,121.998
3wAI7MIQtTgwcRmwchPZBc,Go Legend (& Metro Boomin),Big Sean,268946,57,0.25,0.656,0.564,-8.925,150.014
1mMLMZYXkMueg65jRRWG1l,When It Rains It Pours,Luke Combs,240760,84,0.625,0.551,0.801,-5.069,128.027
30MM5jWpUmOxtTNd9Ey5LZ,Unforgettable,Thomas Rhett,157080,72,0.828,0.661,0.75,-5.497,130.077
7DuvVy7JfFgXwWlVzyyPys,Pull Up N Wreck (& Metro Boomin),Big Sean,227533,52,0.091,0.49,0.44,-7.76,173.095
0nhVrTiCGiGRCoZOJiWzm1,Danger (with Migos & Marshmello),Migos,214586,62,0.367,0.814,0.743,-2.968,107.996
6IvespQWGW4USXwexlVKDm,Untouchable,Eminem,370133,48,0.648,0.554,0.887,-3.367,172.233
5u6vkDnOyaf8LsteDAj2ub,Ghostface Killers (feat. Travis Scott),21 Savage,268933,72,0.242,0.782,0.435,-7.033,82.996
0pJPdSVti6cTM1Q6xYGmcf,Faking It (feat. Kehlani & Lil Yachty),Calvin Harris,240093,61,0.668,0.776,0.589,-4.543,120.034
3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Post Malone,220293,84,0.492,0.63,0.804,-4.183,123.146
16QN8cBubEq706vNtPpOME,Love So Soft,Kelly Clarkson,172426,58,0.758,0.808,0.581,-5.43,130.012
1WIZiOuNO3woKfdlSK2gNn,Transportin',Kodak Black,169344,75,0.257,0.804,0.66,-4.86,94.053
2iXuNzdMklGtLwaI6o345H,Ask Me How I Know,Tonight I'm Garth Brooks,213500,33,0.357,0.662,0.525,-7.277,72.441
0ERbK7qVqveCaBWIiYCrl3,Bella y Sensual,Romeo Santos,204700,75,0.749,0.635,0.713,-6.909,179.864
1uL78kFWxhz3umTMWJu8n5,Sauce It Up,Lil Uzi Vert,207038,67,0.131,0.813,0.528,-6.305,79.532
4knL4iPxPOZjQzTUlELGSY,Rake It Up (feat. Nicki Minaj),Yo Gotti,276333,67,0.53,0.91,0.444,-8.126,149.953
0jdny0dhgjUwoIp5GkqEaA,Praying,Kesha,230266,71,0.303,0.543,0.39,-7.202,73.415
4Ro98RCK90oHqqSZUnTFq5,Strip That Down,Liam Payne,204502,68,0.542,0.874,0.497,-5.484,106.023
6Se3x9ANMLv0dCDsjGmEjh,do re mi,blackbear,212027,74,0.17,0.745,0.593,-6.35,111.001
2cOUlop2ZakjOKe4WinesN,Slow Hands,Niall Horan,188174,78,0.848,0.735,0.425,-6.648,85.896
0s6OWiWGuiCcm1Muzch5A8,Fix a Drink,Chris Janson,188933,68,0.794,0.563,0.887,-5.013,158.05
4l62h4tiuUwn7eD6hxMlVQ,It's Everyday Bro,Jake Paul,217678,50,0.559,0.79,0.714,-7.86,150.033
5yuShbu70mtHXY0yLzCQLQ,Go Flex,Post Malone,179613,80,0.127,0.665,0.498,-8.185,81.967
1pFkLWesh2zpoFTs2g4SFt,Total Eclipse Of The Heart - The Voice Performance,Chloe Kohanski,181794,23,0.353,0.534,0.723,-5.221,133.954
70lnL3QaSOIIyMa2X9aVRL,Perro Fiel (feat. Nicky Jam),Shakira,195213,72,0.893,0.75,0.76,-4.836,183.817
1YlqTH4bqZHOlqj16Fznuh,Awful Things,Lil Peep,214426,69,0.181,0.366,0.797,-4.923,169.986
25oOaleife6E2MIKmFkPvg,Relationship (feat. Future),Young Thug,215306,70,0.298,0.842,0.597,-6.336,145.992
2wxfu24GQpEZQrjDJm5Ac1,Every Little Thing,Carly Pearce,180053,62,0.32,0.636,0.428,-6.512,139.919
0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),Macklemore,220454,78,0.356,0.731,0.794,-5.126,139.994
3ojTJaonfkL96iIWa47SU3,Questions,Chris Brown,129477,68,0.565,0.614,0.598,-6.335,105.803
19P6cJstaoQJHtHW3HOGcg,The Rest of Our Life,Tim McGraw,225360,57,0.333,0.617,0.468,-6.908,119.921
7zVCrzzEJU7u24sbJPXA5W,What Ifs (feat. Lauren Alaina),Kane Brown,188253,75,0.687,0.612,0.799,-4.603,125.976
7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,Lil Uzi Vert,182706,83,0.401,0.732,0.75,-6.366,155.096
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,The Chainsmokers,247160,88,0.446,0.617,0.635,-6.769,103.019
15EPc80XuFrb2LmOzGjuRg,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,176702,79,0.445,0.728,0.607,-8.417,129.938
1GwMQaZz6Au3QLDbjbMdme,Call It What You Want,Taylor Swift,203506,82,0.252,0.598,0.504,-9.874,163.954
0tdCy39PgWN8LFWu34ORn3,Rap Saved Me (feat. Quavo),21 Savage,257600,67,0.148,0.845,0.399,-7.509,143.049
1ZY1PqizIl78geGM4xWlEA,Gorgeous,Taylor Swift,209680,85,0.451,0.8,0.535,-6.684,92.027
31x4wWBghN7f5PiEZUmcAW,Smooth,Florida Georgia Line,170200,54,0.33,0.477,0.848,-5.419,161.014
7fOPVfABNLg3sxtgXBhBdp,The Plan,G-Eazy,250293,50,0.35,0.826,0.597,-7.807,118.044
7r6LNJT2LqpLpEyZQJPygt,Patek Water (feat. Offset),Future,189480,54,0.354,0.86,0.561,-5.757,152.984
45XhKYRRkyeqoW3teSOkCM,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,204664,70,0.619,0.613,0.681,-3.089,97.621
7FpBQ067pHB67deawpbbcY,Body Like A Back Road,Sam Hunt,162546,77,0.65,0.736,0.458,-7.437,98.977
7DsX5K72fewVGb47qj7Tbg,Pray,Sam Smith,221595,65,0.147,0.535,0.382,-9.465,87.801
6HR1z11h0ROUlWP4Kx8Z7G,Mad Stalkers,21 Savage,202666,62,0.136,0.9,0.365,-6.395,135.004
7LAhKXDNWwq3CmnFP3UIOP,Nightmare,21 Savage,147986,63,0.128,0.739,0.405,-10.897,157.09
152lZdxL1OR0ZMW6KquMif,Location,Khalid,219080,79,0.326,0.736,0.449,-11.462,80.126
0w3Q14i073jLoew1hgJkwD,Heartache On The Dance Floor,Jon Pardi,205200,78,0.618,0.596,0.834,-4.308,116.0
1B6TmCvKjC4dopBohVW51x,B.E.D.,Jacquees,236146,73,0.193,0.739,0.536,-6.501,122.022
66pxmg3Jhjm09tHoWR1wVR,All the Pretty Girls,Kenny Chesney,212893,67,0.719,0.612,0.848,-3.736,120.996
73WWkaWkIRSP3MYGZ14aY4,More Girls Like You,Kip Moore,154706,60,0.712,0.555,0.746,-5.522,75.01
6FwiZxKXipsyGw2CVZOzol,High End (feat. Future & Young Thug),Chris Brown,202213,52,0.0636,0.725,0.503,-5.646,153.047
0q75NwOoFiARAVp4EXU4Bs,Love Galore (feat. Travis Scott),SZA,275080,79,0.409,0.795,0.594,-6.2,135.002
06Gyf2pFDVmN5K8XAawG96,No Cap,Future,144142,54,0.379,0.8,0.523,-6.578,147.057
3lyeSiAIdLoZUHhV8psOTI,Feed Me Dope,Future,166693,54,0.565,0.853,0.688,-6.509,150.012
1KSqYYJFyfTecXFk9M0prc,Escápate Conmigo (feat. Ozuna),Wisin,232786,74,0.787,0.744,0.859,-3.166,91.977
1wWRtPIKD7ZNvtsrzLyTev,All da Smoke,Future,204960,52,0.115,0.893,0.583,-6.862,147.0
6H0AwSQ20mo62jGlPGB8S6,It's A Vibe,2 Chainz,210200,70,0.525,0.822,0.502,-7.38,73.003
3IJ6BBFLD2I2CH3hHFQj3O,4 da Gang,Future,187748,53,0.179,0.705,0.474,-7.534,146.244
7iNIg7XDEaYECfWD5dJ9Va,Friends (with BloodPop®),Justin Bieber,189466,71,0.631,0.743,0.735,-5.337,104.979
6IuVmxZtP3h5wvErFpDcVR,Bedroom Floor,Liam Payne,188233,56,0.217,0.625,0.684,-7.147,119.932
7MywASx2OFZngfoORjo1yy,31 DAYS,Future,240682,50,0.788,0.875,0.644,-6.554,139.086
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,211466,88,0.494,0.358,0.557,-7.398,85.043
5lNuqFVMca4vPupY10cH0J,No Promises (feat. Demi Lovato),Cheat Codes,222786,60,0.58,0.739,0.619,-6.669,112.961
2YMhrXQYKkm4kXLcXKKd5z,Small Town Boy,Dustin Lynch,205733,71,0.673,0.554,0.743,-6.016,72.997
2yuyaYAELoMG4ApV5wJsWR,Curve (feat. The Weeknd),Gucci Mane,161989,61,0.354,0.76,0.476,-8.103,147.01
5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,223413,78,0.872,0.893,0.745,-3.105,101.018
17DjWsC0G9YQtAiepG3c5v,Stunting Ain't Nuthin (feat. Slim Jxmmi & Young Dolph),Gucci Mane,316053,47,0.764,0.86,0.71,-5.705,122.993
3bzE57iNavJJxXL9GgBiOK,They Don't Know,Jason Aldean,195306,53,0.426,0.434,0.921,-2.248,171.945
3I7krC8kr0gFR7P6vInR1I,Do I Make You Wanna,Billy Currington,234306,68,0.521,0.553,0.747,-5.432,90.012
3dskm5fAe8OkBtM9E0VVWx,Almost Like Praying (feat. Artists for Puerto Rico),Lin-Manuel Miranda,200457,51,0.507,0.471,0.791,-3.373,188.36
6SwRhMLwNqEi6alNPVG00n,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,227360,79,0.419,0.658,0.535,-8.983,110.684
7zOoHxDt1duHL8czY7o7ab,Dear Hate (feat. Vince Gill),Maren Morris,220387,40,0.289,0.526,0.412,-9.292,79.732
2BJpuAoDeQ1QuPvnryfAWK,No Promises,A Boogie Wit da Hoodie,197666,55,0.242,0.759,0.646,-7.815,145.005
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,211466,88,0.494,0.358,0.557,-7.398,85.043
3uRLwBjI2TahxslcMTvpFs,DNA,BTS,223122,72,0.696,0.599,0.775,-4.018,129.817
0WtDGnWL2KrMCk0mI1Gpwz,Redbone,Childish Gambino,326933,85,0.598,0.745,0.353,-10.614,160.111
3yjpv3Rk2gkHhfhgBjiUKS,Hi Bich,Bhad Bhabie,105130,57,0.0715,0.928,0.355,-9.181,120.042
2vaMWMPMgsWX4fwJiKmdWm,Undefeated (feat. 21 Savage),A Boogie Wit da Hoodie,174012,51,0.631,0.717,0.753,-4.609,169.857
1AH60dMaEfNjzDoUIFwIQi,Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),A Boogie Wit da Hoodie,258158,58,0.138,0.611,0.478,-5.839,172.076
08wJ1B9yu9sPeoRa5fbpr3,It Ain't My Fault,Brothers Osborne,216800,68,0.756,0.735,0.831,-5.898,123.017
0OlS52TmtK2gPaEtdmr7DN,No Such Thing as a Broken Heart,Old Dominion,176893,66,0.945,0.651,0.782,-4.295,171.987
6yMxfx9wpiuhhdb8vHDVMu,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),Meek Mill,205373,56,0.317,0.519,0.57,-7.366,164.155
6uBhi9gBXWjanegOb2Phh0,Stay,Zedd,210090,78,0.544,0.69,0.622,-5.025,102.04
