,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
67,"[{'label': 'NEU', 'score': 0.9257571697235107}]","[{'label': 'NEU', 'score': 0.9373601078987122}]","[{'label': 'NEU', 'score': 0.6011567711830139}]","[{'label': 'NEU', 'score': 0.9543613195419312}]","[{'label': 'NEU', 'score': 0.943479597568512}]","[{'label': 'NEU', 'score': 0.9435938596725464}]","[{'label': 'NEU', 'score': 0.9510104060173035}]","[{'label': 'NEU', 'score': 0.9316743016242981}]","[{'label': 'NEU', 'score': 0.9402165412902832}]","[{'label': 'NEU', 'score': 0.9465972185134888}]","[{'label': 'NEU', 'score': 0.8709388971328735}]","[{'label': 'NEU', 'score': 0.9128910899162292}]","[{'label': 'NEU', 'score': 0.8728345036506653}]","[{'label': 'NEU', 'score': 0.9495280981063843}]","[{'label': 'NEU', 'score': 0.9422147870063782}]","[{'label': 'NEU', 'score': 0.9584420919418335}]","[{'label': 'NEU', 'score': 0.870897650718689}]","[{'label': 'NEU', 'score': 0.9146252274513245}]","[{'label': 'NEU', 'score': 0.9215924143791199}]","[{'label': 'NEU', 'score': 0.7339999675750732}]","[{'label': 'NEU', 'score': 0.9121317863464355}]","[{'label': 'NEU', 'score': 0.9555585980415344}]","[{'label': 'NEU', 'score': 0.9312171339988708}]","[{'label': 'NEU', 'score': 0.9562959671020508}]","[{'label': 'NEU', 'score': 0.9137053489685059}]",
68,"[{'label': 'NEU', 'score': 0.65477055311203}]","[{'label': 'NEU', 'score': 0.8986546993255615}]","[{'label': 'NEG', 'score': 0.9276959300041199}]","[{'label': 'NEG', 'score': 0.9164013862609863}]","[{'label': 'NEU', 'score': 0.8103954195976257}]","[{'label': 'NEU', 'score': 0.945052981376648}]","[{'label': 'NEG', 'score': 0.8835384249687195}]","[{'label': 'POS', 'score': 0.6332823038101196}]","[{'label': 'NEU', 'score': 0.9413498640060425}]","[{'label': 'NEU', 'score': 0.9461112022399902}]","[{'label': 'NEU', 'score': 0.9237784743309021}]","[{'label': 'NEU', 'score': 0.5436400771141052}]","[{'label': 'POS', 'score': 0.9681416153907776}]","[{'label': 'NEU', 'score': 0.7139362692832947}]","[{'label': 'NEU', 'score': 0.9355029463768005}]","[{'label': 'NEU', 'score': 0.9074444770812988}]","[{'label': 'NEU', 'score': 0.8294463157653809}]","[{'label': 'NEU', 'score': 0.9274734854698181}]","[{'label': 'NEU', 'score': 0.9257571697235107}]","[{'label': 'NEU', 'score': 0.8904983997344971}]","[{'label': 'POS', 'score': 0.621254026889801}]","[{'label': 'NEU', 'score': 0.9438625574111938}]","[{'label': 'NEU', 'score': 0.7948991656303406}]","[{'label': 'NEU', 'score': 0.7151535153388977}]","[{'label': 'NEU', 'score': 0.6314382553100586}]",
69,"[{'label': 'NEG', 'score': 0.8644683361053467}]","[{'label': 'NEU', 'score': 0.9294019341468811}]","[{'label': 'NEU', 'score': 0.8455071449279785}]","[{'label': 'POS', 'score': 0.7585394382476807}]","[{'label': 'NEU', 'score': 0.9389382004737854}]","[{'label': 'NEU', 'score': 0.9529522657394409}]","[{'label': 'NEU', 'score': 0.9470611214637756}]","[{'label': 'NEU', 'score': 0.9409786462783813}]","[{'label': 'NEU', 'score': 0.9541680216789246}]","[{'label': 'NEU', 'score': 0.5864809155464172}]","[{'label': 'NEU', 'score': 0.9261259436607361}]","[{'label': 'NEU', 'score': 0.5207332372665405}]","[{'label': 'NEU', 'score': 0.7151535153388977}]","[{'label': 'NEU', 'score': 0.9456667900085449}]","[{'label': 'NEU', 'score': 0.9364742636680603}]","[{'label': 'NEU', 'score': 0.9529301524162292}]","[{'label': 'NEU', 'score': 0.8291078209877014}]","[{'label': 'NEU', 'score': 0.8885429501533508}]","[{'label': 'NEU', 'score': 0.6314382553100586}]","[{'label': 'NEU', 'score': 0.8983285427093506}]","[{'label': 'NEU', 'score': 0.9384207725524902}]","[{'label': 'NEU', 'score': 0.9414991736412048}]","[{'label': 'NEU', 'score': 0.9389581680297852}]","[{'label': 'NEU', 'score': 0.9429609775543213}]","[{'label': 'NEU', 'score': 0.8665680289268494}]",
70,"[{'label': 'NEU', 'score': 0.9070510864257812}]","[{'label': 'NEU', 'score': 0.9119789600372314}]","[{'label': 'NEU', 'score': 0.9298005700111389}]","[{'label': 'NEU', 'score': 0.6756054162979126}]","[{'label': 'NEU', 'score': 0.86387038230896}]","[{'label': 'NEU', 'score': 0.9590369462966919}]","[{'label': 'NEU', 'score': 0.9184660911560059}]","[{'label': 'NEU', 'score': 0.8470324873924255}]","[{'label': 'NEU', 'score': 0.9313965439796448}]","[{'label': 'NEU', 'score': 0.951741099357605}]","[{'label': 'NEU', 'score': 0.9414991736412048}]","[{'label': 'NEU', 'score': 0.9389581680297852}]","[{'label': 'NEU', 'score': 0.9434626698493958}]","[{'label': 'NEU', 'score': 0.9297583699226379}]","[{'label': 'NEU', 'score': 0.8912169337272644}]","[{'label': 'NEU', 'score': 0.8572968244552612}]","[{'label': 'POS', 'score': 0.8624050617218018}]","[{'label': 'NEU', 'score': 0.8328165411949158}]","[{'label': 'NEU', 'score': 0.8852052688598633}]","[{'label': 'NEU', 'score': 0.9336033463478088}]","[{'label': 'NEU', 'score': 0.613268256187439}]","[{'label': 'NEU', 'score': 0.8522684574127197}]","[{'label': 'POS', 'score': 0.7295675873756409}]","[{'label': 'NEU', 'score': 0.9009740352630615}]","[{'label': 'POS', 'score': 0.5981806516647339}]",
71,"[{'label': 'POS', 'score': 0.9917261600494385}]","[{'label': 'NEU', 'score': 0.9056933522224426}]","[{'label': 'NEU', 'score': 0.8691878318786621}]","[{'label': 'POS', 'score': 0.9919918179512024}]","[{'label': 'NEU', 'score': 0.7533179521560669}]","[{'label': 'NEU', 'score': 0.8911853432655334}]","[{'label': 'NEG', 'score': 0.5440506339073181}]","[{'label': 'NEU', 'score': 0.9358824491500854}]","[{'label': 'NEU', 'score': 0.8582316637039185}]","[{'label': 'NEU', 'score': 0.9024252891540527}]","[{'label': 'NEU', 'score': 0.9449333548545837}]","[{'label': 'NEU', 'score': 0.8522684574127197}]","[{'label': 'NEU', 'score': 0.9067893028259277}]","[{'label': 'POS', 'score': 0.5981806516647339}]","[{'label': 'POS', 'score': 0.621254026889801}]","[{'label': 'NEU', 'score': 0.7409253120422363}]","[{'label': 'NEU', 'score': 0.8461896777153015}]","[{'label': 'NEU', 'score': 0.8926637172698975}]","[{'label': 'NEU', 'score': 0.6627866625785828}]","[{'label': 'NEU', 'score': 0.8626070618629456}]","[{'label': 'NEU', 'score': 0.8607344627380371}]","[{'label': 'NEU', 'score': 0.9164737462997437}]","[{'label': 'NEU', 'score': 0.9221405982971191}]","[{'label': 'NEU', 'score': 0.9394877552986145}]",,
72,"[{'label': 'NEU', 'score': 0.9322099685668945}]","[{'label': 'NEG', 'score': 0.8793526291847229}]","[{'label': 'NEU', 'score': 0.939433217048645}]","[{'label': 'NEU', 'score': 0.9423891305923462}]","[{'label': 'NEU', 'score': 0.9610167145729065}]","[{'label': 'NEU', 'score': 0.9524939060211182}]","[{'label': 'NEU', 'score': 0.9560228586196899}]","[{'label': 'NEU', 'score': 0.9403597712516785}]","[{'label': 'NEU', 'score': 0.9551905989646912}]","[{'label': 'NEU', 'score': 0.9318873882293701}]","[{'label': 'NEU', 'score': 0.9245150089263916}]","[{'label': 'NEG', 'score': 0.8969817161560059}]","[{'label': 'NEU', 'score': 0.9462901949882507}]","[{'label': 'NEU', 'score': 0.7360068559646606}]","[{'label': 'NEU', 'score': 0.9004977941513062}]","[{'label': 'NEU', 'score': 0.8518365025520325}]","[{'label': 'NEU', 'score': 0.9495640397071838}]","[{'label': 'NEU', 'score': 0.920401394367218}]","[{'label': 'NEU', 'score': 0.8898102641105652}]","[{'label': 'NEU', 'score': 0.9439119696617126}]","[{'label': 'NEU', 'score': 0.9607511162757874}]","[{'label': 'NEU', 'score': 0.9355029463768005}]","[{'label': 'NEU', 'score': 0.7237988114356995}]","[{'label': 'NEU', 'score': 0.9449333548545837}]","[{'label': 'NEU', 'score': 0.7355973124504089}]",
73,"[{'label': 'NEU', 'score': 0.936838686466217}]","[{'label': 'NEU', 'score': 0.930965781211853}]","[{'label': 'NEU', 'score': 0.9151013493537903}]","[{'label': 'NEG', 'score': 0.894993245601654}]","[{'label': 'NEU', 'score': 0.9353771209716797}]","[{'label': 'NEU', 'score': 0.9515811204910278}]","[{'label': 'NEU', 'score': 0.9369881749153137}]","[{'label': 'NEU', 'score': 0.8646710515022278}]","[{'label': 'NEU', 'score': 0.9492838978767395}]","[{'label': 'NEU', 'score': 0.5859211683273315}]","[{'label': 'NEU', 'score': 0.8997706174850464}]","[{'label': 'NEU', 'score': 0.9131568670272827}]","[{'label': 'NEU', 'score': 0.9009141325950623}]","[{'label': 'POS', 'score': 0.6134665608406067}]","[{'label': 'NEU', 'score': 0.9193447232246399}]","[{'label': 'NEU', 'score': 0.933599591255188}]","[{'label': 'NEU', 'score': 0.9409046173095703}]","[{'label': 'NEU', 'score': 0.9302583932876587}]","[{'label': 'NEU', 'score': 0.8583260774612427}]","[{'label': 'NEU', 'score': 0.9341115951538086}]","[{'label': 'NEU', 'score': 0.9247104525566101}]","[{'label': 'NEU', 'score': 0.9217620491981506}]","[{'label': 'NEU', 'score': 0.9208398461341858}]","[{'label': 'NEU', 'score': 0.8620497584342957}]","[{'label': 'NEU', 'score': 0.9042806029319763}]",
74,"[{'label': 'NEU', 'score': 0.9355260133743286}]","[{'label': 'NEU', 'score': 0.8307594656944275}]","[{'label': 'NEU', 'score': 0.9091286063194275}]","[{'label': 'NEU', 'score': 0.8550339341163635}]","[{'label': 'NEU', 'score': 0.9219784736633301}]","[{'label': 'NEU', 'score': 0.9320407509803772}]","[{'label': 'NEG', 'score': 0.9719775915145874}]","[{'label': 'NEU', 'score': 0.9645615816116333}]","[{'label': 'NEU', 'score': 0.90655916929245}]","[{'label': 'NEU', 'score': 0.9257508516311646}]","[{'label': 'NEU', 'score': 0.9209798574447632}]","[{'label': 'NEU', 'score': 0.9305117130279541}]","[{'label': 'NEU', 'score': 0.9495197534561157}]","[{'label': 'NEU', 'score': 0.915252149105072}]","[{'label': 'NEU', 'score': 0.9296526312828064}]","[{'label': 'NEU', 'score': 0.9241296648979187}]","[{'label': 'NEU', 'score': 0.9099937081336975}]","[{'label': 'NEU', 'score': 0.7409253120422363}]","[{'label': 'NEU', 'score': 0.8880017399787903}]","[{'label': 'NEU', 'score': 0.9532399773597717}]","[{'label': 'NEU', 'score': 0.8885429501533508}]","[{'label': 'NEU', 'score': 0.9131568670272827}]","[{'label': 'NEU', 'score': 0.8635450601577759}]","[{'label': 'NEU', 'score': 0.9697890281677246}]","[{'label': 'NEU', 'score': 0.9004800915718079}]",
75,"[{'label': 'NEU', 'score': 0.9042073488235474}]","[{'label': 'NEU', 'score': 0.9311109781265259}]","[{'label': 'NEU', 'score': 0.9337290525436401}]","[{'label': 'NEU', 'score': 0.8970980644226074}]","[{'label': 'NEU', 'score': 0.9459756016731262}]","[{'label': 'NEU', 'score': 0.9193414449691772}]","[{'label': 'NEU', 'score': 0.9407092332839966}]","[{'label': 'NEU', 'score': 0.9488697052001953}]","[{'label': 'NEU', 'score': 0.750187873840332}]","[{'label': 'NEU', 'score': 0.8168283104896545}]","[{'label': 'POS', 'score': 0.7295675873756409}]","[{'label': 'NEU', 'score': 0.9580295085906982}]","[{'label': 'NEU', 'score': 0.9551593661308289}]","[{'label': 'NEU', 'score': 0.9408301115036011}]","[{'label': 'NEU', 'score': 0.570945143699646}]","[{'label': 'NEU', 'score': 0.8306576609611511}]","[{'label': 'NEU', 'score': 0.9112657904624939}]","[{'label': 'NEU', 'score': 0.911647379398346}]","[{'label': 'NEU', 'score': 0.9610053300857544}]","[{'label': 'NEU', 'score': 0.8931787610054016}]","[{'label': 'NEU', 'score': 0.5807476043701172}]","[{'label': 'NEU', 'score': 0.9450798630714417}]","[{'label': 'POS', 'score': 0.698074460029602}]","[{'label': 'NEU', 'score': 0.9067893028259277}]","[{'label': 'NEU', 'score': 0.9241296648979187}]",
76,"[{'label': 'NEG', 'score': 0.8671134114265442}]","[{'label': 'NEU', 'score': 0.8623080849647522}]","[{'label': 'NEG', 'score': 0.49411579966545105}]","[{'label': 'NEG', 'score': 0.8577470779418945}]","[{'label': 'NEU', 'score': 0.8834820985794067}]","[{'label': 'POS', 'score': 0.9914044141769409}]","[{'label': 'NEU', 'score': 0.9474251866340637}]","[{'label': 'NEU', 'score': 0.9166409969329834}]","[{'label': 'NEU', 'score': 0.9220139384269714}]","[{'label': 'NEU', 'score': 0.8821407556533813}]","[{'label': 'NEU', 'score': 0.931242048740387}]","[{'label': 'NEU', 'score': 0.925531268119812}]","[{'label': 'NEU', 'score': 0.8990865349769592}]","[{'label': 'POS', 'score': 0.9896069169044495}]","[{'label': 'NEG', 'score': 0.521747887134552}]","[{'label': 'NEU', 'score': 0.8431852459907532}]","[{'label': 'NEU', 'score': 0.7007905840873718}]","[{'label': 'NEU', 'score': 0.9499068856239319}]","[{'label': 'NEU', 'score': 0.8380988240242004}]","[{'label': 'NEU', 'score': 0.9394177794456482}]","[{'label': 'NEU', 'score': 0.8477211594581604}]","[{'label': 'NEU', 'score': 0.9593824744224548}]","[{'label': 'NEU', 'score': 0.9499926567077637}]","[{'label': 'NEU', 'score': 0.9465882182121277}]","[{'label': 'NEU', 'score': 0.9246521592140198}]",
77,"[{'label': 'NEU', 'score': 0.9343997240066528}]","[{'label': 'NEU', 'score': 0.9519857168197632}]","[{'label': 'NEU', 'score': 0.9515626430511475}]","[{'label': 'NEU', 'score': 0.9159494042396545}]","[{'label': 'NEU', 'score': 0.946008026599884}]","[{'label': 'NEU', 'score': 0.9518266320228577}]","[{'label': 'NEU', 'score': 0.962899386882782}]","[{'label': 'NEU', 'score': 0.9459756016731262}]","[{'label': 'NEU', 'score': 0.9332898259162903}]","[{'label': 'NEU', 'score': 0.9364481568336487}]","[{'label': 'NEU', 'score': 0.9389683604240417}]","[{'label': 'NEU', 'score': 0.9632593989372253}]","[{'label': 'NEU', 'score': 0.769961416721344}]","[{'label': 'NEU', 'score': 0.9592954516410828}]","[{'label': 'NEU', 'score': 0.9482559561729431}]","[{'label': 'NEU', 'score': 0.7743600010871887}]","[{'label': 'NEU', 'score': 0.8766530752182007}]","[{'label': 'NEU', 'score': 0.9426944255828857}]","[{'label': 'POS', 'score': 0.7891517877578735}]","[{'label': 'NEU', 'score': 0.9399175643920898}]","[{'label': 'NEU', 'score': 0.9423215985298157}]","[{'label': 'NEU', 'score': 0.8779960870742798}]","[{'label': 'NEU', 'score': 0.9066905975341797}]","[{'label': 'NEU', 'score': 0.8294463157653809}]","[{'label': 'NEU', 'score': 0.925531268119812}]",
78,"[{'label': 'NEU', 'score': 0.939575731754303}]","[{'label': 'NEU', 'score': 0.9457780718803406}]","[{'label': 'NEU', 'score': 0.8818826675415039}]","[{'label': 'NEU', 'score': 0.7312381863594055}]","[{'label': 'NEU', 'score': 0.9491707682609558}]","[{'label': 'NEU', 'score': 0.9416326880455017}]","[{'label': 'NEU', 'score': 0.9501304030418396}]","[{'label': 'NEU', 'score': 0.8884535431861877}]","[{'label': 'NEU', 'score': 0.887864351272583}]","[{'label': 'NEU', 'score': 0.876803994178772}]","[{'label': 'NEU', 'score': 0.9400982856750488}]","[{'label': 'NEU', 'score': 0.9618030786514282}]","[{'label': 'NEU', 'score': 0.9404221773147583}]","[{'label': 'NEG', 'score': 0.8975576758384705}]","[{'label': 'NEU', 'score': 0.9497793316841125}]","[{'label': 'NEU', 'score': 0.8931188583374023}]","[{'label': 'NEU', 'score': 0.8088961839675903}]","[{'label': 'NEU', 'score': 0.5562622547149658}]","[{'label': 'NEU', 'score': 0.9086867570877075}]","[{'label': 'NEU', 'score': 0.9315235614776611}]","[{'label': 'NEU', 'score': 0.8647027611732483}]","[{'label': 'NEU', 'score': 0.9225972890853882}]","[{'label': 'NEU', 'score': 0.8635450601577759}]","[{'label': 'NEU', 'score': 0.9511551260948181}]","[{'label': 'NEU', 'score': 0.8801189064979553}]",
79,"[{'label': 'NEU', 'score': 0.9516301155090332}]","[{'label': 'NEU', 'score': 0.9583032131195068}]","[{'label': 'POS', 'score': 0.5599933862686157}]","[{'label': 'NEU', 'score': 0.9438214898109436}]","[{'label': 'NEU', 'score': 0.9339831471443176}]","[{'label': 'NEU', 'score': 0.9513243436813354}]","[{'label': 'NEU', 'score': 0.9474450349807739}]","[{'label': 'NEU', 'score': 0.9456230401992798}]","[{'label': 'NEU', 'score': 0.9506554007530212}]","[{'label': 'NEU', 'score': 0.861960768699646}]","[{'label': 'NEU', 'score': 0.9298926591873169}]","[{'label': 'NEU', 'score': 0.9354848861694336}]","[{'label': 'NEU', 'score': 0.907529354095459}]","[{'label': 'NEU', 'score': 0.9168283343315125}]","[{'label': 'NEU', 'score': 0.9268427491188049}]","[{'label': 'NEU', 'score': 0.9381323456764221}]","[{'label': 'NEU', 'score': 0.9502489566802979}]","[{'label': 'NEU', 'score': 0.9414700269699097}]","[{'label': 'NEU', 'score': 0.911841869354248}]","[{'label': 'NEU', 'score': 0.8820987939834595}]","[{'label': 'POS', 'score': 0.9924781322479248}]","[{'label': 'NEU', 'score': 0.9295920729637146}]","[{'label': 'NEG', 'score': 0.5805261135101318}]","[{'label': 'NEU', 'score': 0.9505227208137512}]","[{'label': 'NEU', 'score': 0.9551485180854797}]",
80,"[{'label': 'NEU', 'score': 0.9049164652824402}]","[{'label': 'NEU', 'score': 0.9414913654327393}]","[{'label': 'NEU', 'score': 0.902269184589386}]","[{'label': 'POS', 'score': 0.537029504776001}]","[{'label': 'NEU', 'score': 0.9566876888275146}]","[{'label': 'NEU', 'score': 0.9220540523529053}]","[{'label': 'NEU', 'score': 0.9418346881866455}]","[{'label': 'NEU', 'score': 0.9393007755279541}]","[{'label': 'NEU', 'score': 0.9415302276611328}]","[{'label': 'NEU', 'score': 0.8386465907096863}]","[{'label': 'POS', 'score': 0.6138550639152527}]","[{'label': 'NEU', 'score': 0.9341295957565308}]","[{'label': 'NEU', 'score': 0.8984298706054688}]","[{'label': 'NEU', 'score': 0.9288352131843567}]","[{'label': 'NEU', 'score': 0.8601412177085876}]","[{'label': 'NEU', 'score': 0.9182653427124023}]","[{'label': 'NEU', 'score': 0.9541582465171814}]","[{'label': 'NEU', 'score': 0.9370825290679932}]","[{'label': 'NEU', 'score': 0.924918532371521}]","[{'label': 'NEU', 'score': 0.7029379606246948}]","[{'label': 'NEU', 'score': 0.9646402597427368}]","[{'label': 'NEU', 'score': 0.6202945709228516}]","[{'label': 'NEU', 'score': 0.861960768699646}]","[{'label': 'NEU', 'score': 0.5847103595733643}]","[{'label': 'NEU', 'score': 0.8749983906745911}]",
81,"[{'label': 'NEU', 'score': 0.9101982116699219}]","[{'label': 'NEU', 'score': 0.9217994213104248}]","[{'label': 'NEU', 'score': 0.756765604019165}]","[{'label': 'NEU', 'score': 0.9505841135978699}]","[{'label': 'NEU', 'score': 0.9300853610038757}]","[{'label': 'NEU', 'score': 0.9154477119445801}]","[{'label': 'NEU', 'score': 0.9320385456085205}]","[{'label': 'NEU', 'score': 0.7409253120422363}]","[{'label': 'NEU', 'score': 0.8766530752182007}]","[{'label': 'NEG', 'score': 0.8752914071083069}]","[{'label': 'NEU', 'score': 0.9569964408874512}]","[{'label': 'NEU', 'score': 0.9507001042366028}]","[{'label': 'NEU', 'score': 0.9266961216926575}]","[{'label': 'NEU', 'score': 0.9358824491500854}]","[{'label': 'NEU', 'score': 0.930934727191925}]","[{'label': 'NEU', 'score': 0.9218844175338745}]","[{'label': 'NEU', 'score': 0.7593974471092224}]","[{'label': 'NEU', 'score': 0.9219499826431274}]","[{'label': 'NEU', 'score': 0.9562959671020508}]","[{'label': 'NEU', 'score': 0.7680377960205078}]","[{'label': 'NEU', 'score': 0.9309726357460022}]","[{'label': 'NEU', 'score': 0.9541582465171814}]","[{'label': 'NEU', 'score': 0.8634198904037476}]","[{'label': 'NEU', 'score': 0.9057527184486389}]",,
82,"[{'label': 'NEU', 'score': 0.9214507937431335}]","[{'label': 'NEU', 'score': 0.8547369241714478}]","[{'label': 'NEU', 'score': 0.9263768196105957}]","[{'label': 'NEU', 'score': 0.9228572249412537}]","[{'label': 'NEG', 'score': 0.7911842465400696}]","[{'label': 'NEU', 'score': 0.7635993361473083}]","[{'label': 'NEU', 'score': 0.9102252721786499}]","[{'label': 'NEU', 'score': 0.8997921347618103}]","[{'label': 'NEU', 'score': 0.5664538145065308}]","[{'label': 'NEU', 'score': 0.8960840106010437}]","[{'label': 'NEU', 'score': 0.9392359852790833}]","[{'label': 'NEU', 'score': 0.8766530752182007}]","[{'label': 'NEU', 'score': 0.8929891586303711}]","[{'label': 'NEU', 'score': 0.8054514527320862}]","[{'label': 'NEU', 'score': 0.9220409989356995}]","[{'label': 'NEU', 'score': 0.9151347279548645}]","[{'label': 'NEU', 'score': 0.9224588871002197}]","[{'label': 'NEU', 'score': 0.9647098183631897}]","[{'label': 'NEU', 'score': 0.9318876266479492}]","[{'label': 'NEU', 'score': 0.9546597003936768}]","[{'label': 'NEU', 'score': 0.918468177318573}]","[{'label': 'NEU', 'score': 0.7153567671775818}]",,,,
83,"[{'label': 'NEU', 'score': 0.9424011707305908}]","[{'label': 'NEU', 'score': 0.8991891741752625}]","[{'label': 'NEU', 'score': 0.8648887872695923}]","[{'label': 'NEU', 'score': 0.9331281185150146}]","[{'label': 'NEU', 'score': 0.9561842083930969}]","[{'label': 'NEU', 'score': 0.9053013920783997}]","[{'label': 'NEG', 'score': 0.9648365378379822}]","[{'label': 'NEU', 'score': 0.9326675534248352}]","[{'label': 'NEU', 'score': 0.6651137471199036}]","[{'label': 'NEU', 'score': 0.6288222074508667}]","[{'label': 'NEU', 'score': 0.8679810166358948}]","[{'label': 'NEU', 'score': 0.6808719635009766}]","[{'label': 'NEU', 'score': 0.93625408411026}]","[{'label': 'NEU', 'score': 0.9568088054656982}]","[{'label': 'NEU', 'score': 0.9432478547096252}]","[{'label': 'NEU', 'score': 0.8247416615486145}]","[{'label': 'NEU', 'score': 0.9178774952888489}]","[{'label': 'NEU', 'score': 0.9067893028259277}]","[{'label': 'NEU', 'score': 0.9383566379547119}]","[{'label': 'NEU', 'score': 0.9392359852790833}]","[{'label': 'NEU', 'score': 0.8983285427093506}]","[{'label': 'NEU', 'score': 0.8088961839675903}]",,,,
84,"[{'label': 'NEU', 'score': 0.9422513842582703}]","[{'label': 'NEU', 'score': 0.9268332123756409}]","[{'label': 'NEU', 'score': 0.9410765767097473}]","[{'label': 'NEU', 'score': 0.6660898327827454}]","[{'label': 'NEU', 'score': 0.9247109889984131}]","[{'label': 'NEU', 'score': 0.9343181252479553}]","[{'label': 'NEU', 'score': 0.7239845991134644}]","[{'label': 'NEU', 'score': 0.8229175209999084}]","[{'label': 'NEU', 'score': 0.9498139023780823}]","[{'label': 'NEU', 'score': 0.9424221515655518}]","[{'label': 'NEU', 'score': 0.9256478548049927}]","[{'label': 'NEU', 'score': 0.904564380645752}]","[{'label': 'NEU', 'score': 0.9053672552108765}]","[{'label': 'NEU', 'score': 0.9570422172546387}]","[{'label': 'NEU', 'score': 0.9420561790466309}]","[{'label': 'NEU', 'score': 0.8702395558357239}]","[{'label': 'NEU', 'score': 0.7409253120422363}]","[{'label': 'NEU', 'score': 0.92137610912323}]","[{'label': 'NEU', 'score': 0.8777848482131958}]","[{'label': 'NEU', 'score': 0.5967006683349609}]","[{'label': 'NEU', 'score': 0.8823124766349792}]","[{'label': 'NEU', 'score': 0.8711199164390564}]","[{'label': 'POS', 'score': 0.8903955817222595}]","[{'label': 'NEU', 'score': 0.946122944355011}]","[{'label': 'NEU', 'score': 0.8917430639266968}]",
85,"[{'label': 'NEU', 'score': 0.8985133767127991}]","[{'label': 'NEU', 'score': 0.9337290525436401}]","[{'label': 'NEU', 'score': 0.7352417707443237}]","[{'label': 'NEU', 'score': 0.9532919526100159}]","[{'label': 'NEU', 'score': 0.8974938988685608}]","[{'label': 'NEU', 'score': 0.9466383457183838}]","[{'label': 'NEU', 'score': 0.8997921347618103}]","[{'label': 'NEU', 'score': 0.9424330592155457}]","[{'label': 'NEU', 'score': 0.9251590967178345}]","[{'label': 'NEU', 'score': 0.9642176628112793}]","[{'label': 'NEU', 'score': 0.9121227860450745}]","[{'label': 'NEU', 'score': 0.9438796043395996}]","[{'label': 'NEU', 'score': 0.9423227310180664}]","[{'label': 'NEU', 'score': 0.9422513842582703}]","[{'label': 'NEU', 'score': 0.7660054564476013}]","[{'label': 'NEU', 'score': 0.9446592330932617}]","[{'label': 'NEU', 'score': 0.8289445638656616}]","[{'label': 'NEU', 'score': 0.9578499794006348}]","[{'label': 'NEU', 'score': 0.8777848482131958}]","[{'label': 'NEU', 'score': 0.8719562292098999}]","[{'label': 'NEU', 'score': 0.8823124766349792}]","[{'label': 'POS', 'score': 0.9362004399299622}]","[{'label': 'NEU', 'score': 0.9392359852790833}]","[{'label': 'NEU', 'score': 0.8954613208770752}]","[{'label': 'NEU', 'score': 0.864091694355011}]",
86,"[{'label': 'NEU', 'score': 0.9434626698493958}]","[{'label': 'NEU', 'score': 0.9009673595428467}]","[{'label': 'NEU', 'score': 0.49898943305015564}]","[{'label': 'NEU', 'score': 0.960987389087677}]","[{'label': 'NEG', 'score': 0.7218253016471863}]","[{'label': 'NEU', 'score': 0.9178511500358582}]","[{'label': 'NEU', 'score': 0.9444870352745056}]","[{'label': 'NEU', 'score': 0.922042191028595}]","[{'label': 'NEU', 'score': 0.9095694422721863}]","[{'label': 'NEU', 'score': 0.9544751048088074}]","[{'label': 'NEU', 'score': 0.707237184047699}]","[{'label': 'NEU', 'score': 0.868434488773346}]","[{'label': 'NEU', 'score': 0.9284757971763611}]","[{'label': 'NEU', 'score': 0.9103842973709106}]","[{'label': 'NEU', 'score': 0.9284688234329224}]","[{'label': 'POS', 'score': 0.6246518492698669}]","[{'label': 'NEU', 'score': 0.9237254858016968}]","[{'label': 'NEU', 'score': 0.5121142864227295}]","[{'label': 'NEU', 'score': 0.8915277123451233}]","[{'label': 'NEU', 'score': 0.7409253120422363}]","[{'label': 'NEU', 'score': 0.9424011707305908}]","[{'label': 'NEU', 'score': 0.9142804145812988}]","[{'label': 'NEU', 'score': 0.9532919526100159}]","[{'label': 'NEG', 'score': 0.5805261135101318}]","[{'label': 'NEU', 'score': 0.793930172920227}]",
