song,artist,counter
Humble.,Kendrick Lamar,"{'hol': 60, 'bitch': 32, 'sit': 25, 'lil': 25, 'humble': 16, 'ayy': 13, 'nigga': 4, 'like': 4, 'funk': 4, 'man': 4, 'way': 3, 'get': 3, 'still': 3, 'right': 3, 'fuck': 3, 'yeah': 2, 'life': 2, 'taste': 2, 'let': 2, 'pm': 2, 'quit': 2, 'stroke': 2, 'sandman': 2, 'show': 2, 'somethin': 2, 'natural': 2, 'talk': 2, 'nobody': 1, 'pray': 1, 'day': 1, 'remember': 1, 'syrup': 1, 'sandwich': 1, 'crime': 1, 'allowance': 1, 'finesse': 1, 'counterfeit': 1, 'countin': 1, 'parmesan': 1, 'accountant': 1, 'fact': 1, 'downin': 1, 'uss': 1, 'boo': 1, 'bae': 1, 'kool': 1, 'aid': 1, 'analyst': 1, 'girl': 1, 'buy': 1, 'ass': 1, 'world': 1, 'paystub': 1, 'ooh': 1, 'pussy': 1, 'good': 1, 'blood': 1, 'petty': 1, 'extras': 1, 'pull': 1, 'block': 1, 'break': 1, 'playin': 1, 'tetri': 1, 'piss': 1, 'per': 1, 'diem': 1, 'gotta': 1, 'hate': 1, 'em': 1, 'bm': 1, 'ride': 1, 'mercedes': 1, 'season': 1, 'great': 1, 'leave': 1, 'go': 1, 'viral': 1, 'put': 1, 'baby': 1, 'spiral': 1, 'soprano': 1, 'c': 1, 'keep': 1, 'high': 1, 'note': 1, 'level': 1, 'know': 1, 'thinkin': 1, 'frontin': 1, 'stage': 1, 'dick': 1, 'make': 1, 'play': 1, 'whole': 1, 'fuckin': 1, 'sick': 1, 'tire': 1, 'photoshop': 1, 'afro': 1, 'richard': 1, 'pryor': 1, 'as': 1, 'stretch': 1, 'mark': 1, 'take': 1, 'mama': 1, 'couch': 1, 'polo': 1, 'sock': 1, 'shit': 1, 'crazy': 1, 'amaze': 1, 'blow': 1, 'cool': 1, 'ac': 1, 'obama': 1, 'page': 1, 'fabricate': 1, 'fakin': 1, 'stay': 1, 'modest': 1, 'bout': 1, 'elaborate': 1, 'grey': 1, 'poupon': 1, 'evian': 1, 'ted': 1, 'watch': 1, 'soul': 1, 'speak': 1, 'med': 1, 'kill': 1, 'alcohol': 1, 'realest': 1}"
There's Nothing Holdin' Me Back,Shawn Mendes,"{'holdin': 11, 'back': 11, 'nothin': 10, 'take': 9, 'know': 8, 'baby': 8, 'alright': 8, 'go': 4, 'oh': 4, 'would': 4, 'cause': 3, 'yeah': 3, 'shake': 3, 'love': 3, 'crazy': 3, 'inhibition': 3, 'place': 3, 'tear': 3, 'reputation': 3, 'manipulate': 3, 'decision': 3, 'wanna': 2, 'pull': 2, 'enough': 2, 'keep': 2, 'guessin': 2, 'maybe': 2, 'stop': 2, 'start': 2, 'confessin': 2, 'confess': 2, 'really': 2, 'lose': 2, 'mind': 2, 'way': 2, 'far': 2, 'side': 2, 'stumble': 2, 'dark': 2, 'follow': 1, 'think': 1, 'let': 1, 'control': 1, 'everytime': 1, 'get': 1, 'close': 1, 'mmmm': 1, 'say': 1, 'never': 1, 'afraid': 1, 'picture': 1, 'everybody': 1, 'naked': 1, 'like': 1, 'wait': 1, 'hesitation': 1, 'woah': 1, 'whoa': 1, 'nothing': 1, 'feel': 1, 'free': 1}"
Go Legend,Big Sean & Metro Boomin Featuring Travis Scott,"{'go': 65, 'legend': 60, 'yeah': 52, 'woah': 19, 'straight': 9, 'best': 9, 'friend': 9, 'eleven': 9, 'alright': 6, 'shit': 6, 'like': 5, 'get': 5, 'god': 5, 'life': 4, 'microphone': 4, 'bitch': 4, 'fuck': 4, 'hard': 4, 'mmm': 4, 'lit': 3, 'codeine': 3, 'house': 3, 'make': 3, 'oh': 3, 'gon': 2, 'know': 2, 'thing': 2, 'show': 2, 'em': 2, 'never': 2, 'run': 2, 'mouth': 2, 'real': 2, 'feel': 2, 'keep': 2, 'still': 2, 'sock': 2, 'op': 2, 'okay': 2, 'boy': 2, 'young': 1, 'metro': 1, 'trust': 1, 'shoot': 1, 'hear': 1, 'alarm': 1, 'ringin': 1, 'goin': 1, 'comin': 1, 'knowin': 1, 'look': 1, 'drill': 1, 'feeling': 1, 'blueprint': 1, 'ceiling': 1, 'see': 1, 'create': 1, 'energy': 1, 'stealin': 1, 'detroit': 1, 'sean': 1, 'bro': 1, 'john': 1, 'sunshine': 1, 'rainin': 1, 'blessing': 1, 'skrrt': 1, 'maybach': 1, 'dress': 1, 'fresher': 1, 'reverend': 1, 'cockblocked': 1, 'yo': 1, 'inner': 1, 'circle': 1, 'thinkin': 1, 'box': 1, 'dawg': 1, 'tion': 1, 'might': 1, 'wake': 1, 'concussion': 1, 'way': 1, 'piece': 1, 'together': 1, 'man': 1, 'puzzlin': 1, 'dawgs': 1, 'nowadays': 1, 'husky': 1, 'witness': 1, 'lil': 1, 'judge': 1, 'mean': 1, 'michael': 1, 'jackson': 1, 'hol': 1, 'prince': 1, 'action': 1, 'original': 1, 'reenactment': 1, 'peace': 1, 'sign': 1, 'flash': 1, 'live': 1, 'picture': 1, 'perfect': 1, 'lie': 1, 'bout': 1, 'caption': 1, 'swear': 1, 'inferior': 1, 'judgin': 1, 'outside': 1, 'exterior': 1, 'seein': 1, 'interior': 1, 'let': 1, 'break': 1, 'instead': 1, 'broke': 1, 'barrier': 1, 'praise': 1, 'allah': 1, 'perog': 1, 'bobby': 1, 'bruh': 1, 'massage': 1, 'nautia': 1, 'castle': 1, 'mario': 1, 'give': 1, 'heart': 1, 'soul': 1, 'boys': 1, 'cardio': 1, 'soldier': 1, 'rock': 1, 'army': 1, 'clothes': 1, 'head': 1, 'time': 1, 'marty': 1, 'though': 1, 'watchin': 1, 'rick': 1, 'morty': 1, 'smoke': 1, 'band': 1, 'floor': 1, 'come': 1, 'dirt': 1, 'grow': 1, 'remember': 1, 'got': 1, 'repossess': 1, 'damn': 1, 'u': 1, 'workin': 1, 'possess': 1, 'goddamn': 1}"
When It Rains It Pours,Luke Combs,"{'oh': 5, 'rain': 5, 'three': 4, 'pours': 4, 'time': 3, 'buck': 3, 'two': 3, 'number': 3, 'five': 3, 'day': 3, 'gotta': 3, 'see': 3, 'ex': 3, 'future': 3, 'mother': 3, 'in': 3, 'law': 3, 'anymore': 3, 'lord': 3, 'go': 2, 'come': 2, 'hundred': 2, 'scratch': 2, 'off': 2, 'ticket': 2, 'buy': 2, 'pack': 2, 'tank': 2, 'gas': 2, 'swore': 2, 'waste': 2, 'wrong': 2, 'caller': 2, 'radio': 2, 'station': 2, 'four': 2, 'night': 2, 'beach': 2, 'vacation': 2, 'deep': 2, 'sea': 2, 'se': 2, 'orita': 2, 'fish': 2, 'panama': 2, 'think': 2, 'get': 2, 'leave': 2, 'sunday': 1, 'morning': 1, 'man': 1, 'wake': 1, 'fightin': 1, 'mad': 1, 'bitchin': 1, 'moanin': 1, 'bout': 1, 'tuesday': 1, 'could': 1, 'say': 1, 'girl': 1, 'good': 1, 'thursday': 1, 'around': 1, 'alone': 1, 'drive': 1, 'clear': 1, 'mind': 1, 'end': 1, 'shell': 1, 'i': 1, 'sure': 1, 'real': 1, 'quick': 1, 'apologize': 1, 'heard': 1, 'newfound': 1, 'luck': 1, 'fm': 1, 'dial': 1, 'crazy': 1, 'lately': 1, 'seem': 1, 'wave': 1, 'gonna': 1, 'death': 1, 'save': 1, 'grace': 1, 'logical': 1, 'reason': 1, 'last': 1, 'spot': 1, 'hooter': 1, 'park': 1, 'lot': 1, 'waitress': 1, 'check': 1, 'heart': 1, 'pick': 1, 'first': 1, 'ring': 1, 'give': 1, 'call': 1, 'spent': 1, 'moose': 1, 'club': 1, 'raffle': 1, 'use': 1, 'wheeler': 1, 'free': 1, 'pass': 1, 'buddy': 1, 'play': 1, 'round': 1, 'golf': 1, 'pour': 1, 'well': 1, 'one': 1, 'hell': 1, 'redneck': 1, 'roll': 1, 'week': 1, 'start': 1, 'walk': 1}"
Unforgettable,Thomas Rhett,"{'like': 8, 'right': 5, 'night': 5, 'bet': 4, 'mango': 4, 'rita': 4, 'drinkin': 4, 'probably': 4, 'girl': 4, 'unforgettable': 4, 'oh': 3, 'coldplay': 3, 'song': 3, 'singin': 3, 'thinkin': 3, 'crazy': 3, 'remember': 3, 'every': 3, 'detail': 3, 'still': 3, 'say': 2, 'yeah': 2, 'minute': 2, 'guy': 2, 'blue': 2, 'jean': 2, 'shoe': 2, 'smell': 2, 'perfume': 2, 'th': 1, 'october': 1, 't': 1, 'shirt': 1, 'shoulder': 1, 'drunk': 1, 'sober': 1, 'talkin': 1, 'try': 1, 'cut': 1, 'take': 1, 'hand': 1, 'pretend': 1, 'tried': 1, 'guess': 1, 'middle': 1, 'name': 1, 'play': 1, 'game': 1, 'dancin': 1, 'buzzin': 1, 'takin': 1, 'shot': 1, 'nothin': 1, 'runnin': 1, 'man': 1, 'love': 1, 'laugh': 1, 'loud': 1, 'brush': 1, 'away': 1, 'blonde': 1, 'hair': 1, 'kiss': 1, 'nowhere': 1, 'show': 1, 'spot': 1, 'everything': 1, 'go': 1, 'tell': 1, 'gonna': 1, 'marry': 1, 'think': 1, 'true': 1, 'baby': 1, 'taste': 1, 'feel': 1, 'last': 1, 'weekend': 1, 'jump': 1, 'deep': 1, 'end': 1}"
Pull Up N Wreck,Big Sean & Metro Boomin Featuring 21 Savage,"{'pull': 27, 'wreck': 25, 'nigga': 23, 'know': 13, 'side': 12, 'like': 11, 'yeah': 10, 'take': 7, 'love': 7, 'southside': 6, 'get': 6, 'lil': 6, 'east': 6, 'bang': 6, 'west': 6, 'thing': 6, 'disrespect': 6, 'wanna': 4, 'metro': 3, 'gon': 3, 'shoot': 3, 'time': 3, 'new': 3, 'fuck': 3, 'dog': 3, 'young': 2, 'trust': 2, 'need': 2, 'see': 2, 'john': 2, 'never': 2, 'cool': 2, 'whoa': 2, 'dress': 2, 'bless': 2, 'stress': 2, 'takin': 2, 'straight': 2, 'put': 2, 'tec': 2, 'fact': 2, 'one': 2, 'red': 2, 'leg': 2, 'white': 2, 'bitch': 2, 'gang': 2, 'change': 2, 'run': 2, 'life': 2, 'brr': 2, 'type': 2, 'look': 2, 'goin': 2, 'back': 2, 'home': 2, 'loop': 2, 'spark': 1, 'hit': 1, 'dark': 1, 'woah': 1, 'tear': 1, 'as': 1, 'apart': 1, 'swim': 1, 'shark': 1, 'car': 1, 'tony': 1, 'starks': 1, 'cause': 1, 'smart': 1, 'skrrt': 1, 'doin': 1, 'park': 1, 'yard': 1, 'sideways': 1, 'motherfuck': 1, 'camera': 1, 'family': 1, 'go': 1, 'uncle': 1, 'atlanta': 1, 'probably': 1, 'fantasize': 1, 'old': 1, 'girl': 1, 'hand': 1, 'mine': 1, 'grippin': 1, 'titty': 1, 'ass': 1, 'thigh': 1, 'oh': 1, 'honestly': 1, 'lie': 1, 'cartier': 1, 'eye': 1, 'analyze': 1, 'okay': 1, 'rockin': 1, 'retro': 1, 'ho': 1, 'code': 1, 'manifesto': 1, 'professor': 1, 'professional': 1, 'couple': 1, 'hole': 1, 'neck': 1, 'god': 1, 'dis': 1, 'song': 1, 'shoestring': 1, 'round': 1, 'mulsanne': 1, 'vette': 1, 'brand': 1, 'carbine': 1, 'five': 1, 'tryna': 1, 'want': 1, 'head': 1, 'six': 1, 'zone': 1, 'meat': 1, 'codeine': 1, 'ice': 1, 'tea': 1, 'make': 1, 'wifey': 1, 'nasty': 1, 'diamond': 1, 'drippin': 1, 'bite': 1, 'break': 1, 'fight': 1, 'ha': 1, 'fox': 1, 'fightin': 1, 'glock': 1, 'knock': 1, 'tyson': 1, 'still': 1, 'stay': 1, 'hundred': 1, 'huh': 1, 'towards': 1, 'ball': 1, 'stan': 1, 'van': 1, 'gundy': 1, 'hang': 1, 'ye': 1, 'good': 1, 'company': 1, 'sky': 1, 'carolina': 1, 'blue': 1, 'true': 1, 'false': 1, 'move': 1, 'could': 1, 'paralyze': 1, 'understand': 1, 'overanalyzin': 1, 'panoramic': 1, 'view': 1, 'pannin': 1, 'grow': 1, 'playin': 1, 'goldeneye': 1, 'damn': 1, 'use': 1, 'stickin': 1, 'mission': 1, 'shot': 1, 'high': 1, 'disconnect': 1, 'lot': 1, 'sometimes': 1, 'separate': 1, 'connect': 1, 'dot': 1, 'way': 1, 'drink': 1, 'tap': 1, 'water': 1, 'tapped': 1, 'phone': 1, 'dior': 1, 'suit': 1, 'troop': 1, 'money': 1, 'come': 1, 'around': 1, 'kiss': 1, 'bottom': 1, 'boot': 1, 'talkin': 1, 'fn': 1, 'rollies': 1, 'pateks': 1, 'hear': 1, 'snitch': 1, 'police': 1, 'text': 1}"
Danger,Migos & Marshmello,"{'cold': 32, 'case': 18, 'get': 8, 'take': 8, 'danger': 8, 'believer': 8, 'come': 7, 'cause': 7, 'bop': 6, 'run': 6, 'bag': 5, 'know': 5, 'dark': 4, 'eye': 4, 'play': 4, 'gang': 4, 'wave': 4, 'right': 4, 'ride': 4, 'fit': 4, 'stranger': 4, 'evil': 4, 'empowerment': 4, 'people': 4, 'prove': 4, 'leader': 4, 'money': 4, 'visa': 4, 'forgive': 4, 'life': 4, 'illegal': 4, 'side': 3, 'wit': 3, 'lookin': 3, 'tell': 3, 'tryna': 2, 'demon': 2, 'beast': 2, 'opponent': 2, 'hey': 2, 'woo': 2, 'say': 2, 'want': 2, 'smoke': 2, 'wanna': 2, 'dumb': 2, 'city': 2, 'whole': 2, 'body': 2, 'keep': 2, 'mind': 2, 'til': 2, 'road': 2, 'rage': 2, 'skeleton': 2, 'leave': 2, 'wrist': 2, 'soul': 2, 'place': 2, 'knee': 2, 'thank': 2, 'god': 2, 'pain': 2, 'rope': 2, 'like': 2, 'gon': 2, 'choke': 2, 'criticize': 2, 'truth': 2, 'lie': 2, 'outta': 1, 'turn': 1, 'eat': 1, 'artery': 1, 'decease': 1, 'properly': 1, 'unleash': 1, 'shit': 1, 'foot': 1, 'gas': 1, 'hear': 1, 'motor': 1, 'skrrt': 1, 'switchin': 1, 'thought': 1, 'bipolar': 1, 'stare': 1, 'cobra': 1, 'ss': 1, 'committee': 1, 'profit': 1, 'nigga': 1, 'scare': 1, 'nobody': 1, 'boo': 1, 'searchin': 1, 'prize': 1, 'mission': 1, 'bad': 1, 'guy': 1, 'head': 1, 'real': 1, 'wise': 1, 'look': 1, 'wide': 1, 'think': 1, 'traumatized': 1, 'joke': 1, 'hang': 1, 'em': 1, 'nawfside': 1, 'good': 1, 'freeze': 1, 'talk': 1, 'behind': 1, 'back': 1, 'shot': 1, 'backfire': 1, 'brrt': 1, 'try': 1, 'never': 1, 'could': 1, 'survive': 1, 'see': 1, 'fear': 1, 'forrest': 1, 'hide': 1, 'disguise': 1, 'squad': 1, 'huncho': 1}"
Untouchable,Eminem,"{'like': 21, 'black': 19, 'boy': 19, 'white': 15, 'u': 11, 'cause': 10, 'cop': 9, 'see': 7, 'get': 7, 'fuck': 6, 'em': 6, 'life': 5, 'time': 5, 'tell': 5, 'pull': 4, 'back': 4, 'keep': 4, 'rockstar': 4, 'man': 4, 'good': 4, 'feel': 4, 'act': 4, 'make': 4, 'officer': 3, 'gonna': 3, 'side': 3, 'wonder': 3, 'know': 3, 'one': 3, 'head': 3, 'tryna': 3, 'live': 3, 'come': 3, 'care': 3, 'nobody': 3, 'shit': 3, 'die': 3, 'call': 3, 'beat': 3, 'treat': 3, 'strap': 3, 'stop': 3, 'face': 3, 'hand': 2, 'shoot': 2, 'pant': 2, 'ever': 2, 'go': 2, 'lie': 2, 'roll': 2, 'another': 2, 'charge': 2, 'right': 2, 'doin': 2, 'matter': 2, 'find': 2, 'momma': 2, 'talkin': 2, 'car': 2, 'listen': 2, 'sieve': 2, 'untouchable': 2, 'world': 2, 'end': 2, 'even': 2, 'big': 2, 'do': 2, 'kick': 2, 'crime': 2, 'street': 2, 'police': 2, 'piece': 2, 'fact': 2, 'seem': 2, 'escape': 2, 'say': 2, 'hire': 2, 'high': 2, 'madder': 2, 'neighborhood': 2, 'racist': 2, 'america': 2, 'every': 2, 'take': 2, 'raise': 2, 'kill': 2, 'cap': 2, 'people': 2, 'rodney': 2, 'promise': 1, 'loot': 1, 'may': 1, 'never': 1, 'understand': 1, 'use': 1, 'grasp': 1, 'sight': 1, 'window': 1, 'profile': 1, 'probably': 1, 'comin': 1, 'dope': 1, 'house': 1, 'could': 1, 'let': 1, 'slide': 1, 'tail': 1, 'light': 1, 'blew': 1, 'hidin': 1, 'heidi': 1, 'klum': 1, 'drug': 1, 'homie': 1, 'inside': 1, 'case': 1, 'chase': 1, 'might': 1, 'ensue': 1, 'tried': 1, 'true': 1, 'pistol': 1, 'draw': 1, 'delight': 1, 'unload': 1, 'walk': 1, 'lay': 1, 'taser': 1, 'tellin': 1, 'many': 1, 'ruin': 1, 'red': 1, 'blue': 1, 'new': 1, 'split': 1, 'two': 1, 'indict': 1, 'culture': 1, 'government': 1, 'attitude': 1, 'result': 1, 'balderdash': 1, 'chip': 1, 'shoulder': 1, 'soda': 1, 'bout': 1, 'throw': 1, 'as': 1, 'van': 1, 'cuffed': 1, 'plan': 1, 'intention': 1, 'card': 1, 'close': 1, 'chest': 1, 'show': 1, 'put': 1, 'mind': 1, 'ease': 1, 'shot': 1, 'thyroid': 1, 'comply': 1, 'fightin': 1, 'war': 1, 'swine': 1, 'clean': 1, 'minority': 1, 'pigsty': 1, 'eyesore': 1, 'talk': 1, 'trash': 1, 'stuck': 1, 'warp': 1, 'mixed': 1, 'reaction': 1, 'backspin': 1, 'drift': 1, 'sixty': 1, 'skin': 1, 'risky': 1, 'happen': 1, 'throughout': 1, 'history': 1, 'african': 1, 'american': 1, 'admit': 1, 'embarrassin': 1, 'average': 1, 'lifespan': 1, 'twice': 1, 'span': 1, 'sometimes': 1, 'price': 1, 'scanner': 1, 'check': 1, 'circumstance': 1, 'rather': 1, 'hear': 1, 'n': 1, 'word': 1, 'antwoord': 1, 'ninja': 1, 'well': 1, 'disguise': 1, 'banter': 1, 'financially': 1, 'answer': 1, 'apply': 1, 'mcdonald': 1, 'franchise': 1, 'standard': 1, 'dallas': 1, 'overshadow': 1, 'battle': 1, 'fight': 1, 'violence': 1, 'eye': 1, 'movement': 1, 'stalemate': 1, 'arrive': 1, 'compromise': 1, 'ops': 1, 'crap': 1, 'block': 1, 'backyard': 1, 'crack': 1, 'spot': 1, 'attack': 1, 'dog': 1, 'always': 1, 'pissed': 1, 'traffic': 1, 'bad': 1, 'sendin': 1, 'acclimate': 1, 'way': 1, 'fuckin': 1, 'video': 1, 'rapper': 1, 'wave': 1, 'gun': 1, 'afraid': 1, 'racism': 1, 'fear': 1, 'give': 1, 'subconscious': 1, 'wait': 1, 'segregate': 1, 'designate': 1, 'area': 1, 'separate': 1, 'section': 1, 'eight': 1, 'tear': 1, 'attention': 1, 'pay': 1, 'education': 1, 'suck': 1, 'day': 1, 'freddie': 1, 'gray': 1, 'levy': 1, 'break': 1, 'fuzz': 1, 'dryer': 1, 'lint': 1, 'want': 1, 'safe': 1, 'environment': 1, 'kid': 1, 'siren': 1, 'scientist': 1, 'violent': 1, 'nature': 1, 'poverty': 1, 'rate': 1, 'low': 1, 'class': 1, 'razor': 1, 'wire': 1, 'fence': 1, 'trap': 1, 'racial': 1, 'bias': 1, 'plague': 1, 'society': 1, 'anxiety': 1, 'level': 1, 'devil': 1, 'lion': 1, 'tiger': 1, 'bear': 1, 'oh': 1, 'billy': 1, 'clubs': 1, 'gat': 1, 'really': 1, 'love': 1, 'think': 1, 'guilty': 1, 'peel': 1, 'silly': 1, 'stuff': 1, 'hat': 1, 'single': 1, 'mother': 1, 'strugglin': 1, 'substance': 1, 'abuse': 1, 'nothin': 1, 'lose': 1, 'shoe': 1, 'republican': 1, 'view': 1, 'bootstrap': 1, 'boot': 1, 'narrator': 1, 'gotta': 1, 'read': 1, 'comic': 1, 'character': 1, 'derringer': 1, 'steve': 1, 'rogers': 1, 'oversee': 1, 'king': 1, 'unconscious': 1, 'need': 1, 'crooked': 1, 'peace': 1, 'offering': 1, 'marchin': 1, 'til': 1, 'reach': 1, 'congress': 1, 'tryin': 1, 'irrational': 1, 'stance': 1, 'try': 1, 'slander': 1, 'flag': 1, 'somebody': 1, 'sacrificial': 1, 'lamb': 1, 'kaepernick': 1, 'tantrum': 1, 'stand': 1, 'national': 1, 'anthem': 1, 'praise': 1, 'traitor': 1, 'dangerfield': 1, 'home': 1, 'brave': 1, 'still': 1, 'ville': 1, 'whole': 1, 'nation': 1, 'plantation': 1, 'field': 1, 'country': 1, 'claim': 1, 'foundation': 1, 'base': 1, 'united': 1, 'state': 1, 'ideals': 1, 'native': 1, 'singin': 1, 'star': 1, 'spangle': 1, 'spiel': 1, 'cloth': 1, 'represent': 1, 'land': 1, 'free': 1, 'slave': 1, 'build': 1}"
Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott","{'yeah': 26, 'gang': 15, 'hey': 14, 'get': 13, 'nigga': 12, 'pew': 12, 'thot': 9, 'patek': 9, 'killer': 9, 'automatic': 8, 'shoot': 8, 'maggot': 8, 'static': 8, 'news': 8, 'boy': 6, 'trunk': 5, 'addy': 5, 'top': 5, 'food': 5, 'whole': 5, 'man': 5, 'bitch': 5, 'auto': 4, 'pump': 4, 'love': 4, 'arm': 4, 'pussy': 4, 'run': 4, 'charm': 4, 'ghostface': 4, 'wu': 4, 'tang': 4, 'drug': 4, 'dealer': 4, 'mulsanne': 4, 'chain': 4, 'trappin': 4, 'cocaine': 4, 'shooter': 4, 'name': 4, 'play': 4, 'toll': 4, 'game': 4, 'kick': 4, 'door': 4, 'break': 4, 'pop': 4, 'uh': 3, 'need': 3, 'woo': 3, 'go': 3, 'stripe': 3, 'goin': 3, 'make': 3, 'hang': 3, 'way': 3, 'want': 2, 'pav': 2, 'shit': 2, 'purchase': 2, 'cut': 2, 'tame': 2, 'cause': 2, 'sell': 2, 'italy': 2, 'tryna': 2, 'dope': 2, 'as': 2, 'niggas': 2, 'shrimp': 2, 'today': 2, 'ride': 2, 'straight': 2, 'see': 2, 'life': 2, 'metro': 1, 'boomin': 1, 'put': 1, 'set': 1, 'addict': 1, 'mattress': 1, 'baddie': 1, 'smash': 1, 'diamond': 1, 'glassy': 1, 'glass': 1, 'flash': 1, 'michael': 1, 'jackson': 1, 'fashion': 1, 'dabbin': 1, 'purpose': 1, 'slurpin': 1, 'woah': 1, 'aw': 1, 'pocket': 1, 'hurt': 1, 'servant': 1, 'lot': 1, 'young': 1, 'lease': 1, 'give': 1, 'money': 1, 'service': 1, 'wherever': 1, 'cannot': 1, 'ho': 1, 'fame': 1, 'sure': 1, 'think': 1, 'rich': 1, 'hundred': 1, 'over': 1, 'overload': 1, 'look': 1, 'like': 1, 'soul': 1, 'pour': 1, 'four': 1, 'liter': 1, 'adidas': 1, 'foreign': 1, 'mamacita': 1, 'know': 1, 'beat': 1, 'mama': 1, 'defeat': 1, 'gun': 1, 'immediate': 1, 'brrt': 1, 'burn': 1, 'coupe': 1, 'pitiful': 1, 'kim': 1, 'jong': 1, 'big': 1, 'bomb': 1, 'wonder': 1, 'bread': 1, 'lick': 1, 'crumb': 1, 'audemars': 1, 'piguet': 1, 'flood': 1, 'wrist': 1, 'numb': 1, 'bling': 1, 'grab': 1, 'hitstick': 1, 'blitz': 1, 'somethin': 1, 'coke': 1, 'rapper': 1, 'po': 1, 'everybody': 1, 'sound': 1, 'alike': 1, 'dick': 1, 'rider': 1, 'fox': 1, 'turn': 1, 'candlelight': 1, 'mobster': 1, 'pasta': 1, 'jamaican': 1, 'dada': 1, 'round': 1, 'shottas': 1, 'mad': 1, 'max': 1, 'planet': 1, 'ape': 1, 'around': 1, 'gorilla': 1, 'god': 1, 'ak': 1, 'sk': 1, 'hk': 1, 'broad': 1, 'day': 1, 'fuckboy': 1, 'horseplay': 1, 'chore': 1, 'wanna': 1, 'take': 1, 'coroner': 1, 'drop': 1, 'heavens': 1, 'wild': 1, 'front': 1, 'gotta': 1, 'slide': 1, 'suicides': 1, 'keep': 1, 'alive': 1, 'jump': 1, 'public': 1, 'house': 1, 'come': 1, 'outside': 1, 'private': 1, 'status': 1, 'land': 1, 'jet': 1, 'magic': 1, 'light': 1, 'traffic': 1, 'poppin': 1, 'seal': 1, 'bean': 1, 'balance': 1, 'seein': 1, 'bloody': 1, 'asses': 1, 'graphic': 1, 'watch': 1, 'finger': 1, 'cactus': 1, 'dangerous': 1, 'u': 1, 'speak': 1, 'language': 1, 'alright': 1, 'couch': 1, 'tom': 1, 'cruise': 1, 'snort': 1, 'mountain': 1, 'rackades': 1, 'outfit': 1, 'bounce': 1, 'resurrect': 1, 'cpr': 1, 'pipe': 1, 'please': 1, 'energy': 1, 'night': 1, 'lit': 1, 'nike': 1, 'three': 1, 'live': 1}"
Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,"{'well': 13, 'baby': 13, 'little': 12, 'bit': 12, 'fake': 12, 'say': 10, 'go': 9, 'know': 9, 'hold': 9, 'still': 8, 'like': 7, 'oh': 7, 'check': 6, 'let': 6, 'lil': 5, 'boat': 5, 'okay': 4, 'yeah': 4, 'get': 3, 'ya': 3, 'guess': 3, 'cry': 3, 'time': 3, 'ooh': 3, 'kill': 3, 'everybody': 2, 'liar': 2, 'saw': 2, 'fade': 2, 'miss': 2, 'fuck': 2, 'cause': 2, 'love': 2, 'girl': 2, 'make': 2, 'yah': 2, 'hee': 2, 'hoo': 2, 'lani': 2, 'pray': 1, 'god': 1, 'feel': 1, 'deaf': 1, 'lean': 1, 'nothing': 1, 'leave': 1, 'hey': 1, 'want': 1, 'call': 1, 'tell': 1, 'sorry': 1, 'old': 1, 'fucking': 1, 'story': 1, 'sing': 1, 'nowadays': 1, 'bitch': 1, 'else': 1, 'need': 1, 'shoulder': 1, 'good': 1, 'ay': 1, 'move': 1, 'chore': 1, 'adore': 1, 'unrequited': 1, 'lover': 1, 'hell': 1, 'gon': 1, 'act': 1, 'deep': 1, 'mind': 1, 'true': 1, 'try': 1, 'search': 1, 'world': 1, 'find': 1, 'look': 1, 'close': 1, 'do': 1, 'million': 1, 'dollar': 1, 'alone': 1, 'come': 1, 'home': 1, 'back': 1, 'member': 1, 'park': 1, 'house': 1, 'laugh': 1, 'avenue': 1, 'whoa': 1, 'front': 1, 'stone': 1, 'cold': 1, 'diva': 1, 'counsel': 1, 'mom': 1, 'heartbreak': 1, 'teacher': 1, 'remember': 1, 'put': 1, 'pepperonis': 1, 'face': 1, 'creature': 1, 'think': 1, 'every': 1, 'single': 1, 'eat': 1, 'pizza': 1, 'shit': 1, 'hard': 1, 'bruh': 1, 'could': 1, 'high': 1}"
