song,artist,counter
Kill Jay Z,JAY-Z,"{'owe': 2, 'lose': 2, 'soft': 1, 'heal': 1, 'reveal': 1, 'drugged': 1, 'insane': 1, 'imagine': 1}"
Caught Their Eyes,JAY-Z Featuring Frank Ocean,"{'seem': 4, 'wide': 2, 'admit': 2, 'big': 2, 'speak': 1, 'survive': 1, 'surprised': 1, 'complete': 1, 'invisible': 1, 'shut': 1, 'fishy': 1, 'pure': 1, 'become': 1, 'long': 1}"
Moonlight,JAY-Z,"{'stuck': 3, 'lose': 2, 'got': 2, 'choose': 2, 'glorify': 1, 'please': 1, 'confuse': 1, 'write': 1, 'tight': 1}"
Marcy Me,JAY-Z,"{'live': 1, 'alive': 1, 'assume': 1, 'pregnant': 1, 'speak': 1, 'new': 1, 'fertile': 1, 'big': 1}"
Get Low,Zedd & Liam Payne,"{'loud': 2, 'sexy': 2, 'enjoy': 2, 'beautiful': 2, 'drowning': 1, 'lose': 1, 'stuck': 1, 'believe': 1, 'hard': 1, 'explode': 1, 'new': 1}"
Famous,21 Savage,"{'hard': 2, 'bitched': 2, 'foreign': 1, 'remember': 1, 'smarter': 1, 'cheap': 1, 'grinded': 1, 'live': 1, 'hear': 1, 'sure': 1, 'happy': 1, 'distract': 1, 'ask': 1, 'understand': 1, 'grow': 1, 'slow': 1, 'disclose': 1}"
T-Shirt,Migos,"{'woo': 4, 'alive': 1, 'all': 1, 'drank': 1, 'heard': 1, 'ask': 1, 'quit': 1, 'new': 1}"
Tunnel Vision,Kodak Black,"{'listen': 9, 'fornicate': 1, 'follow': 1, 'cooperate': 1, 'sober': 1, 'foreign': 1}"
Sign Of The Times,Harry Styles,"{'learn': 7, 'near': 2, 'remember': 1, 'told': 1}"
Who Dat Boy,"Tyler, The Creator","{'fresh': 2, 'swear': 1, 'striped': 1, 'broken': 1, 'ran': 1, 'big': 1, 'skipped': 1, 'forget': 1, 'knew': 1, 'disappear': 1, 'expensive': 1, 'worried': 1, 'got': 1}"
Portland,Drake Featuring Quavo & Travis Scott,"{'live': 4, 'bring': 2, 'sad': 2, 'hesitate': 1, 'brighter': 1, 'hard': 1, 'invent': 1, 'listen': 1, 'spent': 1, 'spend': 1, 'loose': 1, 'bulletproof': 1, 'send': 1, 'tidal': 1, 'sit': 1, 'different': 1}"
Losin Control,Russ,"{'lose': 6, 'ooh': 6, 'ignore': 1, 'broken': 1, 'new': 1, 'redefines': 1, 'gotten': 1, 'understands': 1, 'ups': 1}"
Extra Luv,Future Featuring YG,"{'ooh': 40, 'loved': 9, 'iced': 3, 'eat': 1}"
How Not To,Dan + Shay,"{'late': 2, 'strong': 2, 'understand': 1, 'breathe': 1, 'hear': 1, 'forget': 1}"
Don't Quit,DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih,"{'quit': 15, 'new': 4, 'ooh': 3, 'demonstrate': 1, 'spent': 1, 'connect': 1, 'select': 1, 'soft': 1, 'sit': 1}"
To The Max,DJ Khaled Featuring Drake,"{'ooh': 1, 'continue': 1, 'hear': 1, 'sudden': 1, 'relate': 1, 'speak': 1}"
If I Told You,Darius Rucker,"{'told': 4, 'lose': 1, 'pray': 1, 'hear': 1, 'please': 1, 'ooh': 1}"
On Everything,"DJ Khaled Featuring Travis Scott, Rick Ross & Big Sean","{'pray': 1, 'impeach': 1, 'false': 1, 'hungry': 1, 'realize': 1, 'tempt': 1, 'seize': 1}"
Cold,Maroon 5 Featuring Future,"{'understand': 13, 'breathe': 5, 'distant': 2, 'different': 2, 'ask': 1, 'spent': 1, 'hear': 1}"
Good Drank,2 Chainz x Gucci Mane x Quavo,"{'forget': 2, 'hard': 2, 'drank': 2, 'big': 2, 'hot': 2, 'easy': 1, 'sit': 1, 'late': 1, 'sing': 1, 'live': 1, 'appreciate': 1}"
Shining,DJ Khaled Featuring Beyonce & JAY Z,"{'slow': 13, 'happy': 4, 'lose': 1, 'dirty': 1, 'harden': 1, 'ran': 1, 'send': 1, 'long': 1, 'backward': 1, 'thank': 1}"
Scars To Your Beautiful,Alessia Cara,"{'beautiful': 18, 'unnoticed': 1, 'craves': 1, 'prays': 1, 'sculpt': 1, 'starve': 1, 'eat': 1, 'long': 1, 'understand': 1}"
Look At Me!,XXXTENTACION,"{'bring': 1, 'curly': 1}"
First Day Out,Kodak Black,"{'live': 7, 'new': 2, 'big': 2, 'remember': 2, 'prevail': 1, 'finagle': 1, 'hard': 1}"
My Old Man,Zac Brown Band,"{'learn': 2, 'remember': 1, 'grow': 1, 'defiant': 1, 'callous': 1, 'understand': 1, 'proud': 1}"
Nobody Else But You,Trey Songz,"{'ooh': 23, 'hard': 4, 'lose': 2, 'choose': 2, 'ups': 2, 'pray': 1, 'happen': 1, 'bring': 1}"
Real Hitta,Plies Featuring Kodak Black,"{'certify': 1, 'got': 1, 'pamper': 1, 'tried': 1, 'busy': 1, 'pray': 1, 'thank': 1, 'big': 1, 'undefeated': 1, 'hard': 1, 'lose': 1, 'sorry': 1}"
Swang,Rae Sremmurd,"{'drank': 6, 'woo': 4, 'big': 3, 'nasty': 1, 'chose': 1, 'new': 1}"
Black,Dierks Bentley,"{'swear': 3, 'long': 3, 'bright': 1}"
Hometown Girl,Josh Turner,"{'ooh': 2, 'grow': 1, 'grows': 1, 'new': 1, 'forget': 1}"
Gyalchester,Drake,"{'woo': 7, 'bury': 3, 'big': 3, 'new': 2, 'stuck': 1, 'alike': 1, 'attach': 1, 'relax': 1, 'unpack': 1, 'bring': 1, 'hot': 1, 'outgrow': 1}"
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,"{'ooh': 3, 'grow': 2, 'warm': 2, 'sing': 1, 'hear': 1, 'hard': 1, 'prepared': 1, 'disappear': 1}"
Peek A Boo,Lil Yachty Featuring Migos,"{'ooh': 6, 'new': 2, 'woo': 1, 'ugly': 1, 'send': 1, 'sure': 1, 'eat': 1, 'punished': 1, 'foreign': 1, 'marry': 1, 'hot': 1, 'madden': 1, 'invented': 1, 'expensive': 1}"
Met Gala,Gucci Mane Featuring Offset,"{'woo': 6, 'ooh': 6, 'ups': 6, 'iced': 3, 'big': 2, 'lose': 1, 'write': 1, 'different': 1, 'blew': 1, 'flew': 1, 'rob': 1, 'popular': 1, 'stuffed': 1}"
Scared To Be Lonely,Martin Garrix & Dua Lipa,"{'ooh': 5, 'lose': 4, 'magnify': 2, 'undefined': 1, 'forgot': 1}"
Human,Rag'n'Bone Man,"{'ooh': 6, 'solve': 2, 'ask': 2, 'foolish': 1, 'prove': 1, 'deceive': 1, 'believe': 1, 'beg': 1}"
Paris,The Chainsmokers,"{'wasted': 1, 'proud': 1, 'breathe': 1}"
Somethin Tells Me,Bryson Tiller,"{'strange': 1, 'busy': 1, 'explain': 1, 'slow': 1}"
Self-Made,Bryson Tiller,"{'spent': 3, 'woo': 1, 'spend': 1, 'earn': 1, 'become': 1, 'deserve': 1, 'bought': 1, 'hear': 1, 'hot': 1}"
Don't Get Too High,Bryson Tiller,"{'spend': 4, 'sober': 3, 'woke': 2, 'stuck': 1, 'bring': 1, 'seem': 1, 'disappear': 1}"
Run Me Dry,Bryson Tiller,"{'bring': 4, 'spend': 2, 'dirty': 1, 'undressed': 1, 'big': 1, 'near': 1, 'obsessed': 1, 'lose': 1}"
There For You,Martin Garrix x Troye Sivan,"{'loud': 3, 'hear': 2, 'woke': 1, 'lose': 1, 'honest': 1}"
No Longer Friends,Bryson Tiller,"{'spend': 1, 'speak': 1, 'relax': 1, 'lose': 1, 'sexual': 1, 'sewn': 1, 'grow': 1, 'grown': 1, 'busy': 1}"
Deja Vu,Lauren Duski,"{'broken': 3, 'rid': 1, 'taught': 1, 'remind': 1, 'lose': 1, 'gotten': 1, 'believe': 1, 'meant': 1}"
Money On You,Chris Blue,"{'got': 2, 'lose': 2, 'exclude': 1, 'dangerous': 1, 'hard': 1}"
Chained To The Rhythm,Katy Perry Featuring Skip Marley,"{'comfortable': 6, 'wasted': 5, 'trapped': 1, 'live': 1, 'numb': 1, 'connect': 1, 'inspire': 1, 'many': 1, 'woke': 1, 'woo': 1}"
At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,"{'swear': 3, 'angry': 3, 'deserve': 3, 'write': 2, 'numb': 1, 'please': 1, 'bleed': 1, 'quit': 1, 'speak': 1, 'fought': 1, 'remain': 1, 'live': 1, 'scared': 1}"
The Dance,Lauren Duski,{}
Boy,Lee Brice,"{'bulletproof': 2, 'grow': 2, 'wide': 1, 'stubborn': 1, 'built': 1, 'lose': 1}"
Either Way,Chris Stapleton,"{'quit': 3, 'long': 2, 'hard': 1}"
Any Ol' Barstool,Jason Aldean,"{'ask': 10, 'long': 7, 'sure': 6, 'new': 3, 'drown': 3, 'heard': 2, 'threw': 1, 'slammed': 1, 'hard': 1}"
Love On The Brain,Rihanna,"{'woo': 2, 'quit': 2, 'got': 1, 'ooh': 1}"
Both,Gucci Mane Featuring Drake,"{'many': 1, 'boosted': 1, 'all': 1, 'bandies': 1, 'crooked': 1, 'stuck': 1, 'grow': 1, 'smoked': 1, 'write': 1, 'broke': 1, 'live': 1, 'able': 1}"
I Feel It Coming,The Weeknd Featuring Daft Punk,{}
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,"{'live': 6, 'happen': 3, 'sit': 2, 'wide': 2, 'sad': 2, 'stuck': 1, 'lose': 1}"
Bounce Back,Big Sean,"{'broke': 3, 'owe': 2, 'thank': 2, 'grow': 2, 'lose': 2, 'edit': 1, 'heard': 1, 'new': 1, 'righteous': 1, 'enlighten': 1, 'hear': 1, 'bless': 1, 'except': 1, 'knew': 1, 'many': 1, 'commit': 1}"
The Weekend,Brantley Gilbert,"{'live': 13, 'pour': 3, 'scared': 3, 'bake': 3}"
Prblms,6LACK,"{'explain': 4, 'remember': 4, 'tried': 4, 'new': 4, 'lose': 4, 'drank': 2, 'eat': 1}"
Yeah Boy,Kelsea Ballerini,"{'spend': 4, 'hard': 3, 'tight': 3, 'captured': 1, 'listen': 1}"
Good Life,G-Eazy & Kehlani,"{'sit': 2, 'explain': 1, 'pour': 1, 'distressed': 1, 'pray': 1, 'swear': 1, 'owe': 1, 'destine': 1}"
Cake,Flo Rida & 99 Percent,{'spend': 2}
Ghost In This House,Lauren Duski,"{'live': 2, 'sit': 1}"
Everybody,Logic,"{'bleed': 4, 'seem': 3, 'sit': 2, 'live': 2, 'erase': 2, 'ashamed': 2, 'complete': 1, 'long': 1, 'certify': 1, 'accept': 1}"
The Night We Met,Lord Huron,"{'ooh': 12, 'suppose': 3, 'repaid': 1, 'follow': 1, 'haunted': 1}"
Galway Girl,Ed Sheeran,"{'sing': 3, 'swear': 2, 'ask': 1, 'rid': 1, 'stood': 1, 'hear': 1, 'outstay': 1, 'write': 1}"
Moves,Big Sean,"{'legal': 2, 'expected': 1, 'connect': 1, 'redirect': 1, 'enter': 1, 'hot': 1, 'owe': 1, 'harder': 1}"
First Time,Kygo & Ellie Goulding,"{'sober': 2, 'inhale': 1, 'own': 1, 'admire': 1}"
Party,Chris Brown Featuring Usher & Gucci Mane,"{'sorry': 6, 'ooh': 6, 'woo': 3, 'eat': 2, 'new': 1, 'deserve': 1, 'bring': 1, 'dirty': 1}"
Yah.,Kendrick Lamar,"{'new': 2, 'many': 1, 'diagnose': 1, 'follow': 1, 'parked': 1, 'late': 1, 'resist': 1}"
Sweet Creature,Harry Styles,"{'bring': 7, 'hard': 3, 'argue': 3, 'stubborn': 3, 'belong': 1, 'speak': 1}"
Selfish,Future Featuring Rihanna,"{'selfish': 13, 'ooh': 4, 'breathe': 2, 'broken': 1, 'dirty': 1, 'popular': 1}"
Call On Me,Starley,"{'accept': 1, 'weary': 1}"
You're Welcome,Dwayne Johnson,"{'happen': 2, 'except': 2, 'strange': 1, 'breathe': 1, 'bring': 1, 'pray': 1, 'explain': 1, 'bury': 1, 'thank': 1}"
Mercy,Shawn Mendes,"{'please': 10, 'beg': 6, 'easy': 3, 'consume': 2, 'prepare': 2, 'near': 1, 'testify': 1, 'ask': 1, 'honest': 1, 'ooh': 1}"
Lust For Life,Lana Del Rey Featuring The Weeknd,"{'alive': 24, 'hot': 1, 'late': 1, 'hesitate': 1}"
Feel.,Kendrick Lamar,"{'false': 2, 'offend': 1, 'overrate': 1, 'scrutinize': 1, 'involve': 1, 'learn': 1, 'manipulate': 1, 'breathe': 1, 'heartless': 1, 'lose': 1, 'prosper': 1, 'toxic': 1, 'sure': 1, 'late': 1, 'pray': 1}"
Pride.,Kendrick Lamar,"{'taught': 2, 'humble': 2, 'insecure': 2, 'choose': 2, 'new': 1, 'worldly': 1, 'lessen': 1, 'dissect': 1, 'understand': 1, 'numb': 1, 'live': 1, 'insensitive': 1, 'remember': 1, 'laid': 1, 'seem': 1, 'belong': 1, 'listen': 1, 'become': 1, 'lose': 1, 'overcome': 1, 'broken': 1, 'alive': 1}"
Lust.,Kendrick Lamar,"{'new': 4, 'hot': 3, 'overheat': 3, 'ask': 3, 'ooh': 3, 'expect': 2, 'madden': 1, 'early': 1, 'loose': 1, 'lose': 1, 'bury': 1, 'marry': 1, 'cheap': 1, 'stale': 1, 'sad': 1, 'agree': 1, 'revert': 1, 'heighten': 1}"
Still Got Time,Zayn Featuring PARTYNEXTDOOR,{'bored': 3}
Green Light,Lorde,"{'different': 2, 'big': 2, 'frighten': 2, 'danced': 2, 'hear': 2, 'new': 2, 'sings': 1}"
How Far I'll Go,Auli'i Cravalho,"{'long': 2, 'seem': 2, 'remember': 1, 'hard': 1, 'happy': 1, 'strong': 1, 'satisfied': 1, 'sings': 1, 'different': 1}"
Hard Times,Paramore,"{'hard': 21, 'survive': 8, 'live': 4, 'alive': 1}"
Fear.,Kendrick Lamar,"{'chasten': 4, 'hear': 3, 'punish': 3, 'hungry': 2, 'follow': 2, 'suffer': 2, 'live': 2, 'big': 2, 'disperse': 2, 'understand': 1, 'smite': 1, 'bleed': 1, 'broken': 1, 'eat': 1, 'loud': 1, 'dirty': 1, 'bought': 1, 'caught': 1, 'thin': 1, 'anonymous': 1, 'accuse': 1, 'defuse': 1, 'grow': 1, 'accustomed': 1, 'accumulate': 1, 'magnify': 1, 'many': 1, 'spend': 1, 'reflect': 1, 'reveal': 1, 'involve': 1, 'happen': 1, 'happens': 1, 'chose': 1, 'chastise': 1, 'united': 1, 'pray': 1, 'bless': 1}"
No Frauds,"Nicki Minaj, Drake & Lil Wayne","{'ask': 2, 'involve': 2, 'generous': 1, 'heard': 1, 'operating': 1, 'seem': 1, 'solve': 1, 'please': 1, 'blunt': 1, 'tight': 1}"
God.,Kendrick Lamar,"{'write': 1, 'ignite': 1, 'sorry': 1, 'ask': 1, 'ignore': 1, 'afford': 1}"
Deja Vu,J. Cole,"{'big': 16, 'listen': 3, 'soft': 2, 'provide': 1, 'seem': 1, 'alive': 1, 'recognize': 1, 'spoken': 1, 'interfere': 1, 'introduced': 1, 'believe': 1, 'happen': 1, 'caught': 1, 'strange': 1, 'swear': 1, 'heard': 1, 'discreet': 1, 'lose': 1}"
Blood.,Kendrick Lamar,"{'lose': 3, 'decide': 2, 'seem': 2, 'live': 1, 'frustrated': 1, 'hard': 1, 'lend': 1, 'replied': 1, 'please': 1}"
Dirt On My Boots,Jon Pardi,"{'hard': 2, 'hotter': 1, 'shut': 1, 'quit': 1, 'dirty': 1, 'ask': 1}"
Duckworth.,Kendrick Lamar,"{'tog': 5, 'many': 2, 'hard': 2, 'rob': 2, 'live': 2, 'remember': 1, 'happens': 1, 'remind': 1, 'pray': 1, 'listen': 1, 'respected': 1, 'easier': 1, 'dangerous': 1, 'clocked': 1, 'big': 1, 'prove': 1, 'killed': 1, 'rang': 1, 'curly': 1, 'stuck': 1, 'intelligent': 1, 'aware': 1, 'survive': 1, 'random': 1, 'grow': 1, 'teem': 1, 'emit': 1}"
Fast,Luke Bryan,"{'sure': 3, 'slow': 3, 'long': 3, 'big': 1}"
Black SpiderMan,Logic Featuring Damian Lemar Hudson,"{'ashamed': 3, 'belong': 2, 'beautiful': 2, 'proud': 2, 'choose': 1, 'sing': 1, 'listen': 1, 'scared': 1, 'misunderstood': 1, 'uneducated': 1, 'relate': 1, 'drown': 1, 'perceive': 1, 'believe': 1, 'attract': 1, 'live': 1}"
Fake Love,Drake,"{'long': 6, 'caught': 1, 'hear': 1, 'speak': 1}"
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,"{'happy': 4, 'strange': 2, 'bring': 2, 'hear': 2, 'wasted': 1, 'remind': 1, 'new': 1, 'believe': 1, 'please': 1, 'woo': 1}"
Play That Song,Train,"{'long': 10, 'ooh': 10, 'please': 2, 'earn': 1, 'heard': 1, 'hesitate': 1}"
Free Smoke,Drake,"{'new': 2, 'hidden': 2, 'please': 2, 'happen': 2, 'speak': 1, 'slow': 1, 'sanitize': 1, 'asleep': 1, 'different': 1, 'rhetorical': 1, 'brought': 1, 'listen': 1}"
Road Less Traveled,Lauren Alaina,"{'traveled': 12, 'afraid': 9, 'ooh': 8, 'follow': 3, 'define': 1, 'decide': 1, 'beautiful': 1, 'different': 1, 'analyze': 1, 'criticize': 1, 'hear': 1}"
The One,The Chainsmokers,"{'sorry': 3, 'caught': 1, 'arrive': 1, 'delete': 1, 'send': 1}"
Draco,Future,"{'new': 5, 'live': 2, 'different': 1, 'off': 1, 'dirty': 1, 'woo': 1, 'hear': 1, 'misbehaving': 1, 'quit': 1, 'retired': 1, 'certify': 1, 'strong': 1, 'learn': 1}"
Blem,Drake,"{'big': 3, 'bring': 1, 'many': 1, 'live': 1}"
Think A Little Less,Michael Ray,"{'hotter': 1, 'ask': 1, 'warm': 1, 'long': 1}"
Teenage Fever,Drake,"{'knew': 4, 'hard': 1, 'new': 1, 'awake': 1, 'please': 1, 'forgive': 1}"
Bar At The End Of The World,Kenny Chesney,"{'write': 3, 'hear': 2, 'follow': 1, 'burnt': 1, 'many': 1, 'beautiful': 1, 'disappear': 1, 'happen': 1}"
How Far I'll Go,Alessia Cara,"{'long': 2, 'seem': 2, 'remember': 1, 'hard': 1, 'happy': 1, 'strong': 1, 'satisfied': 1, 'sings': 1, 'different': 1}"
Million Reasons,Lady Gaga,"{'pray': 3, 'seem': 3, 'hard': 2, 'quit': 1, 'breathe': 1, 'aware': 1, 'believe': 1}"
Water Under The Bridge,Adele,"{'bring': 1, 'seem': 1, 'live': 1, 'ask': 1}"
Bad Things,Machine Gun Kelly x Camila Cabello,"{'explain': 9, 'complicated': 4, 'complicate': 4, 'knew': 1, 'breathe': 1, 'numb': 1, 'suffocate': 1, 'numbs': 1, 'strange': 1, 'insane': 1, 'listen': 1, 'live': 1}"
Speak To A Girl,Tim McGraw & Faith Hill,"{'speak': 11, 'spend': 1, 'near': 1, 'hear': 1, 'amaze': 1}"
Tin Man,Miranda Lambert,"{'spend': 1, 'thank': 1, 'hard': 1}"
The Heart Part 4,Kendrick Lamar,"{'big': 6, 'many': 4, 'sit': 2, 'devote': 1, 'justify': 1, 'determine': 1, 'classify': 1, 'satisfied': 1, 'sanctify': 1, 'vandalized': 1, 'transcend': 1, 'richer': 1, 'pours': 1, 'shut': 1, 'alive': 1, 'paranormal': 1, 'fresh': 1, 'sincere': 1, 'hear': 1, 'lose': 1, 'sad': 1, 'portray': 1, 'learned': 1, 'celebrate': 1, 'vouch': 1, 'live': 1, 'loud': 1, 'solidify': 1, 'ask': 1, 'identify': 1}"
Sacrifices,Drake Featuring 2 Chainz & Young Thug,"{'convince': 6, 'many': 3, 'big': 2, 'got': 2, 'ooh': 2, 'woo': 2, 'new': 2, 'chevy': 2, 'write': 1, 'online': 1, 'lose': 1, 'sorry': 1, 'late': 1, 'careful': 1, 'laced': 1, 'enter': 1, 'stayed': 1, 'introduce': 1, 'believe': 1, 'drench': 1, 'hard': 1, 'ran': 1, 'eat': 1, 'hear': 1}"
Conscience,Kodak Black Featuring Future,"{'swear': 2, 'new': 2, 'sorry': 2, 'insane': 1, 'big': 1, 'eat': 1, 'scarred': 1, 'harden': 1, 'pray': 1, 'pregnant': 1, 'hot': 1, 'remember': 1, 'lose': 1, 'ran': 1, 'bring': 1}"
Heatstroke,"Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande","{'tired': 3, 'inspire': 2, 'please': 1, 'slow': 1, 'hear': 1, 'athletic': 1, 'deport': 1, 'new': 1, 'inspired': 1}"
Get It Together,Drake Featuring Jorja Smith & Black Coffee,"{'many': 1, 'decide': 1, 'dramatic': 1, 'excite': 1, 'late': 1, 'deserve': 1}"
No Long Talk,Drake Featuring Giggs,"{'stuck': 2, 'long': 1, 'hear': 1, 'ran': 1, 'hot': 1, 'oversee': 1, 'err': 1, 'ooh': 1, 'healthy': 1, 'sexy': 1, 'big': 1}"
KMT,Drake Featuring Giggs,"{'long': 3, 'dirty': 2, 'brought': 1, 'taller': 1, 'heard': 1, 'new': 1, 'big': 1, 'hard': 1}"
4422,Drake Featuring Sampha,{'outer': 1}
Jorja Interlude,Drake,"{'sure': 1, 'tired': 1, 'believe': 1, 'swear': 1, 'speak': 1}"
Madiba Riddim,Drake,"{'pure': 2, 'many': 2, 'hear': 2, 'easy': 2, 'anoint': 1, 'protected': 1, 'frozen': 1, 'broken': 1, 'soft': 1}"
Ice Melts,Drake Featuring Young Thug,{'realer': 2}
Do Not Disturb,Drake,"{'sure': 2, 'angry': 1, 'destruct': 1, 'lose': 1, 'generous': 1, 'remember': 1, 'knew': 1, 'describe': 1, 'asks': 1, 'assure': 1, 'truest': 1, 'faster': 1, 'believe': 1, 'hear': 1, 'execute': 1, 'swear': 1, 'closed': 1, 'learn': 1, 'humble': 1}"
Glow,Drake Featuring Kanye West,"{'bless': 2, 'pour': 1, 'certify': 1, 'new': 1, 'avoid': 1, 'harder': 1, 'able': 1, 'believe': 1, 'hear': 1, 'live': 1}"
Can't Have Everything,Drake,"{'hear': 2, 'fresh': 1, 'caught': 1, 'understand': 1, 'evolve': 1, 'used': 1, 'swear': 1, 'involve': 1, 'prove': 1, 'unfinished': 1, 'remember': 1, 'big': 1, 'concerned': 1, 'appreciate': 1, 'believe': 1, 'continue': 1, 'alienate': 1, 'confident': 1, 'desired': 1, 'accomplish': 1}"
Party Monster,The Weeknd,"{'understand': 8, 'thank': 8, 'ooh': 7, 'woke': 6, 'drank': 4, 'new': 2, 'knew': 1, 'realest': 1}"
Nothings Into Somethings,Drake,"{'hear': 1, 'slow': 1, 'relax': 1, 'big': 1, 'engage': 1, 'heard': 1, 'ask': 1}"
Let Me Love You,DJ Snake Featuring Justin Bieber,"{'beautiful': 2, 'believe': 1, 'asleep': 1, 'awaken': 1}"
Lose You,Drake,"{'lose': 8, 'write': 4, 'believe': 2, 'hard': 2, 'different': 2, 'late': 2, 'laid': 1, 'live': 1, 'strong': 1, 'spun': 1, 'please': 1, 'hot': 1, 'fresh': 1, 'forget': 1, 'ambitious': 1, 'honest': 1, 'revitalize': 1, 'grateful': 1, 'tasteful': 1, 'deserve': 1, 'establish': 1, 'manage': 1, 'worsens': 1, 'respectable': 1, 'sudden': 1, 'many': 1, 'receive': 1, 'mindful': 1, 'overcome': 1, 'sober': 1, 'speak': 1, 'calculate': 1, 'motivational': 1, 'sure': 1, 'big': 1}"
Since Way Back,Drake Featuring PARTYNEXTDOOR,"{'hot': 6, 'remember': 2, 'beautiful': 2, 'listen': 2, 'beg': 1, 'testify': 1, 'difficult': 1, 'thank': 1, 'prove': 1, 'textual': 1, 'sexual': 1, 'switched': 1, 'meditate': 1, 'hesitate': 1}"
Make Me (Cry),Noah Cyrus Featuring Labrinth,"{'hear': 4, 'busy': 1, 'easy': 1, 'hard': 1}"
Skepta Interlude,Drake,"{'direct': 1, 'execute': 1, 'send': 1, 'online': 1, 'stuck': 1, 'touched': 1, 'listen': 1, 'forget': 1, 'remember': 1}"
Kill A Word,Eric Church Featuring Rhiannon Giddens,"{'unsay': 2, 'bare': 1, 'hear': 1, 'sever': 1, 'bleed': 1, 'wicked': 1}"
Trap Trap Trap,Rick Ross Featuring Young Thug & Wale,"{'woo': 3, 'live': 2, 'allow': 1, 'ask': 1, 'rob': 1, 'send': 1, 'loaded': 1, 'richer': 1, 'many': 1, 'different': 1, 'humble': 1, 'dim': 1, 'baptize': 1}"
Black Beatles,Rae Sremmurd Featuring Gucci Mane,"{'lose': 8, 'new': 2, 'confiscate': 1, 'send': 1, 'receive': 1, 'explain': 1, 'bring': 1, 'sedate': 1, 'relate': 1}"
Heathens,twenty one pilots,"{'please': 7, 'slow': 6, 'ask': 6, 'sit': 6, 'sudden': 4, 'forget': 2, 'knew': 1, 'warn': 1, 'listen': 1}"
Caroline,Amine,"{'caroline': 6, 'shut': 4, 'hot': 4, 'ooh': 4, 'listen': 3, 'hear': 3, 'eat': 2, 'honest': 1, 'woo': 1}"
Regret In Your Tears,Nicki Minaj,"{'wanted': 5, 'replace': 4, 'erase': 4, 'tried': 4, 'long': 2, 'stuck': 1, 'loud': 1, 'heard': 1, 'bring': 1, 'big': 1, 'lose': 1, 'please': 1}"
Better Man,Little Big Town,"{'forget': 1, 'careless': 1, 'hear': 1, 'become': 1}"
Changed It,Nicki Minaj & Lil Wayne,"{'big': 2, 'eat': 1, 'extend': 1, 'different': 1, 'harmonize': 1, 'ooh': 1, 'expand': 1}"
Chanel,Frank Ocean,"{'new': 4, 'big': 2, 'amaze': 2, 'online': 2, 'dirty': 1, 'burnt': 1, 'cosign': 1, 'stale': 1}"
Liability,Lorde,"{'understand': 2, 'disappear': 2, 'big': 1, 'hard': 1, 'please': 1, 'slow': 1, 'enjoy': 1, 'excite': 1, 'eat': 1, 'alive': 1}"
I Got You,Bebe Rexha,"{'got': 6, 'lose': 3, 'guarded': 1}"
Dive,Ed Sheeran,"{'live': 3, 'believe': 3, 'strong': 1, 'long': 1, 'apologize': 1, 'hard': 1, 'hear': 1, 'awake': 1}"
Sober Saturday Night,Chris Young Featuring Vince Gill,"{'strong': 3, 'sober': 3, 'strung': 2, 'sit': 2}"
Today,Brad Paisley,"{'bring': 4, 'sit': 1, 'alive': 1, 'sure': 1, 'beautiful': 1}"
Selfish,PnB Rock,"{'swear': 28, 'selfish': 14, 'stuck': 1, 'ask': 1}"
Happier,Ed Sheeran,"{'happy': 7, 'new': 2, 'wide': 1, 'remind': 1, 'happier': 1, 'deserve': 1}"
Comin Out Strong,Future Featuring The Weeknd,"{'strong': 15, 'pour': 2, 'honest': 2, 'hard': 1, 'alive': 1, 'invent': 1, 'invented': 1, 'different': 1}"
All Time Low,Jon Bellion,"{'broken': 6, 'masturbate': 1}"
Side To Side,Ariana Grande Featuring Nicki Minaj,"{'hear': 3, 'got': 2, 'long': 2, 'new': 2, 'fresh': 2, 'ooh': 1}"
New Man,Ed Sheeran,"{'new': 9, 'heard': 2, 'spent': 1, 'hear': 1, 'own': 1, 'tribal': 1, 'happy': 1, 'remind': 1, 'sit': 1, 'please': 1, 'remember': 1}"
Supermarket Flowers,Ed Sheeran,"{'ooh': 4, 'sing': 2, 'threw': 1, 'pour': 1, 'fluffed': 1, 'stacked': 1, 'live': 1, 'become': 1}"
What Do I Know?,Ed Sheeran,"{'write': 3, 'involve': 1, 'remember': 1, 'sing': 1}"
How Would You Feel (Paean),Ed Sheeran,"{'spend': 4, 'sit': 3, 'told': 3, 'ask': 2, 'replace': 1, 'parked': 1}"
Eraser,Ed Sheeran,"{'become': 2, 'aware': 2, 'happy': 2, 'new': 2, 'lose': 1, 'learn': 1, 'sing': 1, 'forget': 1, 'kept': 1, 'bless': 1, 'alive': 1, 'tempts': 1, 'destroy': 1, 'pictured': 1, 'please': 1, 'preach': 1, 'beg': 1, 'disappointed': 1, 'beaten': 1, 'grow': 1, 'proud': 1, 'allow': 1, 'befall': 1}"
