,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
61,"[{'label': 'joy', 'score': 0.6395487785339355}]","[{'label': 'joy', 'score': 0.7715381979942322}]","[{'label': 'joy', 'score': 0.7870526909828186}]","[{'label': 'joy', 'score': 0.8639245629310608}]","[{'label': 'joy', 'score': 0.9027763605117798}]","[{'label': 'anger', 'score': 0.4485633671283722}]","[{'label': 'joy', 'score': 0.8651199340820312}]","[{'label': 'anger', 'score': 0.6299607157707214}]","[{'label': 'joy', 'score': 0.47315481305122375}]","[{'label': 'joy', 'score': 0.5582034587860107}]","[{'label': 'sadness', 'score': 0.5314410924911499}]","[{'label': 'joy', 'score': 0.7178309559822083}]","[{'label': 'fear', 'score': 0.42266979813575745}]","[{'label': 'joy', 'score': 0.5074595212936401}]","[{'label': 'joy', 'score': 0.3957124948501587}]","[{'label': 'fear', 'score': 0.43148085474967957}]","[{'label': 'joy', 'score': 0.8514113426208496}]","[{'label': 'joy', 'score': 0.5689759850502014}]","[{'label': 'anger', 'score': 0.6738523244857788}]","[{'label': 'fear', 'score': 0.38895145058631897}]","[{'label': 'joy', 'score': 0.994462788105011}]","[{'label': 'anger', 'score': 0.5893760919570923}]","[{'label': 'joy', 'score': 0.5085890889167786}]","[{'label': 'joy', 'score': 0.8090245127677917}]","[{'label': 'anger', 'score': 0.378275066614151}]",
62,"[{'label': 'anger', 'score': 0.4228981137275696}]","[{'label': 'anger', 'score': 0.6003366112709045}]","[{'label': 'anger', 'score': 0.41112133860588074}]","[{'label': 'anger', 'score': 0.4244213104248047}]","[{'label': 'joy', 'score': 0.326990008354187}]","[{'label': 'anger', 'score': 0.6469831466674805}]","[{'label': 'joy', 'score': 0.6970180869102478}]","[{'label': 'anger', 'score': 0.5239924788475037}]","[{'label': 'anger', 'score': 0.6350801587104797}]","[{'label': 'fear', 'score': 0.8250505924224854}]","[{'label': 'joy', 'score': 0.5611177086830139}]","[{'label': 'anger', 'score': 0.34793317317962646}]","[{'label': 'joy', 'score': 0.8514113426208496}]","[{'label': 'anger', 'score': 0.7158946394920349}]","[{'label': 'joy', 'score': 0.6129800081253052}]","[{'label': 'joy', 'score': 0.6483880281448364}]","[{'label': 'joy', 'score': 0.5074595212936401}]","[{'label': 'anger', 'score': 0.7726122140884399}]","[{'label': 'joy', 'score': 0.33337873220443726}]","[{'label': 'joy', 'score': 0.46478429436683655}]","[{'label': 'joy', 'score': 0.8005135655403137}]","[{'label': 'joy', 'score': 0.47718480229377747}]","[{'label': 'joy', 'score': 0.9114879965782166}]","[{'label': 'anger', 'score': 0.7138602137565613}]","[{'label': 'anger', 'score': 0.7650529146194458}]",
63,"[{'label': 'joy', 'score': 0.5170508027076721}]","[{'label': 'sadness', 'score': 0.8453416228294373}]","[{'label': 'fear', 'score': 0.8997224569320679}]","[{'label': 'joy', 'score': 0.38596516847610474}]","[{'label': 'joy', 'score': 0.6478878855705261}]","[{'label': 'joy', 'score': 0.752935528755188}]","[{'label': 'joy', 'score': 0.3519168794155121}]","[{'label': 'joy', 'score': 0.739808976650238}]","[{'label': 'sadness', 'score': 0.5993630886077881}]","[{'label': 'joy', 'score': 0.5059841275215149}]","[{'label': 'anger', 'score': 0.35484275221824646}]","[{'label': 'anger', 'score': 0.5863444805145264}]","[{'label': 'anger', 'score': 0.8096354007720947}]","[{'label': 'anger', 'score': 0.5619720220565796}]","[{'label': 'joy', 'score': 0.45046380162239075}]","[{'label': 'joy', 'score': 0.46804600954055786}]","[{'label': 'fear', 'score': 0.7320016026496887}]","[{'label': 'love', 'score': 0.9171563982963562}]","[{'label': 'anger', 'score': 0.37410134077072144}]","[{'label': 'joy', 'score': 0.7513483166694641}]","[{'label': 'joy', 'score': 0.40614718198776245}]","[{'label': 'anger', 'score': 0.6902567744255066}]","[{'label': 'anger', 'score': 0.6350801587104797}]","[{'label': 'joy', 'score': 0.7433741092681885}]","[{'label': 'anger', 'score': 0.5788237452507019}]","[{'label': 'joy', 'score': 0.47718480229377747}]"
64,"[{'label': 'anger', 'score': 0.847247302532196}]","[{'label': 'anger', 'score': 0.40393581986427307}]","[{'label': 'joy', 'score': 0.6770022511482239}]","[{'label': 'anger', 'score': 0.7863759398460388}]","[{'label': 'anger', 'score': 0.6896082162857056}]","[{'label': 'joy', 'score': 0.538620114326477}]","[{'label': 'joy', 'score': 0.7619116902351379}]","[{'label': 'fear', 'score': 0.5350093245506287}]","[{'label': 'anger', 'score': 0.5733997821807861}]","[{'label': 'joy', 'score': 0.3833126723766327}]","[{'label': 'fear', 'score': 0.44883617758750916}]","[{'label': 'fear', 'score': 0.5573699474334717}]","[{'label': 'anger', 'score': 0.5419551134109497}]","[{'label': 'anger', 'score': 0.3209095597267151}]","[{'label': 'joy', 'score': 0.36844345927238464}]","[{'label': 'anger', 'score': 0.45159396529197693}]","[{'label': 'anger', 'score': 0.6106079816818237}]","[{'label': 'anger', 'score': 0.46110740303993225}]","[{'label': 'joy', 'score': 0.4973507523536682}]","[{'label': 'anger', 'score': 0.96758633852005}]","[{'label': 'anger', 'score': 0.5050455927848816}]","[{'label': 'joy', 'score': 0.4257088005542755}]","[{'label': 'joy', 'score': 0.5733756422996521}]","[{'label': 'anger', 'score': 0.4774453043937683}]","[{'label': 'anger', 'score': 0.35550692677497864}]",
65,"[{'label': 'joy', 'score': 0.9978306889533997}]","[{'label': 'joy', 'score': 0.8144873380661011}]","[{'label': 'joy', 'score': 0.8775339722633362}]","[{'label': 'fear', 'score': 0.41029462218284607}]","[{'label': 'joy', 'score': 0.5408719778060913}]","[{'label': 'anger', 'score': 0.6173927187919617}]","[{'label': 'joy', 'score': 0.5127385854721069}]","[{'label': 'joy', 'score': 0.7354221940040588}]","[{'label': 'anger', 'score': 0.7115650773048401}]","[{'label': 'joy', 'score': 0.925962507724762}]","[{'label': 'joy', 'score': 0.4973507523536682}]","[{'label': 'anger', 'score': 0.4996941089630127}]","[{'label': 'joy', 'score': 0.5561753511428833}]","[{'label': 'anger', 'score': 0.531596302986145}]","[{'label': 'joy', 'score': 0.4221366047859192}]","[{'label': 'anger', 'score': 0.5591713190078735}]","[{'label': 'joy', 'score': 0.766907811164856}]","[{'label': 'joy', 'score': 0.9095361232757568}]","[{'label': 'joy', 'score': 0.9642369747161865}]","[{'label': 'anger', 'score': 0.35579735040664673}]","[{'label': 'anger', 'score': 0.6245827674865723}]","[{'label': 'joy', 'score': 0.5819824934005737}]","[{'label': 'anger', 'score': 0.5419551134109497}]","[{'label': 'anger', 'score': 0.5800274610519409}]","[{'label': 'joy', 'score': 0.8006793856620789}]",
66,"[{'label': 'anger', 'score': 0.6448671221733093}]","[{'label': 'joy', 'score': 0.7581260204315186}]","[{'label': 'anger', 'score': 0.5353311896324158}]","[{'label': 'anger', 'score': 0.6674522161483765}]","[{'label': 'joy', 'score': 0.7994791865348816}]","[{'label': 'joy', 'score': 0.6146537661552429}]","[{'label': 'anger', 'score': 0.5990282297134399}]","[{'label': 'anger', 'score': 0.4001964330673218}]","[{'label': 'joy', 'score': 0.669039785861969}]","[{'label': 'joy', 'score': 0.46422314643859863}]","[{'label': 'anger', 'score': 0.8382559418678284}]","[{'label': 'anger', 'score': 0.4879555106163025}]","[{'label': 'joy', 'score': 0.5991162061691284}]","[{'label': 'fear', 'score': 0.9562988877296448}]","[{'label': 'joy', 'score': 0.5249592065811157}]","[{'label': 'joy', 'score': 0.326990008354187}]","[{'label': 'anger', 'score': 0.5535290837287903}]","[{'label': 'joy', 'score': 0.9642369747161865}]","[{'label': 'joy', 'score': 0.9699752926826477}]","[{'label': 'anger', 'score': 0.5408917665481567}]","[{'label': 'anger', 'score': 0.6576218008995056}]","[{'label': 'anger', 'score': 0.3386457562446594}]","[{'label': 'anger', 'score': 0.5648590326309204}]","[{'label': 'anger', 'score': 0.7880746722221375}]","[{'label': 'fear', 'score': 0.6106957793235779}]",
67,"[{'label': 'anger', 'score': 0.6344924569129944}]","[{'label': 'anger', 'score': 0.6575046181678772}]","[{'label': 'joy', 'score': 0.8814911842346191}]","[{'label': 'fear', 'score': 0.389862060546875}]","[{'label': 'anger', 'score': 0.5448511838912964}]","[{'label': 'anger', 'score': 0.5434901714324951}]","[{'label': 'anger', 'score': 0.6751227974891663}]","[{'label': 'anger', 'score': 0.6991821527481079}]","[{'label': 'anger', 'score': 0.7332289218902588}]","[{'label': 'joy', 'score': 0.5656788349151611}]","[{'label': 'sadness', 'score': 0.8246626853942871}]","[{'label': 'anger', 'score': 0.44728416204452515}]","[{'label': 'joy', 'score': 0.3314498960971832}]","[{'label': 'anger', 'score': 0.46157124638557434}]","[{'label': 'joy', 'score': 0.6386644840240479}]","[{'label': 'joy', 'score': 0.612535297870636}]","[{'label': 'joy', 'score': 0.7251726388931274}]","[{'label': 'anger', 'score': 0.9209591746330261}]","[{'label': 'anger', 'score': 0.6276103258132935}]","[{'label': 'joy', 'score': 0.7152706384658813}]","[{'label': 'anger', 'score': 0.9397071599960327}]","[{'label': 'joy', 'score': 0.5164139866828918}]","[{'label': 'anger', 'score': 0.4373534917831421}]","[{'label': 'anger', 'score': 0.6826490759849548}]","[{'label': 'joy', 'score': 0.3683381676673889}]",
68,"[{'label': 'joy', 'score': 0.6654588580131531}]","[{'label': 'anger', 'score': 0.501842737197876}]","[{'label': 'fear', 'score': 0.7455487251281738}]","[{'label': 'fear', 'score': 0.7348610162734985}]","[{'label': 'joy', 'score': 0.84056156873703}]","[{'label': 'joy', 'score': 0.3855060935020447}]","[{'label': 'anger', 'score': 0.6031089425086975}]","[{'label': 'joy', 'score': 0.7764810919761658}]","[{'label': 'anger', 'score': 0.7682431936264038}]","[{'label': 'anger', 'score': 0.7757048010826111}]","[{'label': 'joy', 'score': 0.685259222984314}]","[{'label': 'joy', 'score': 0.6526327133178711}]","[{'label': 'joy', 'score': 0.9989351630210876}]","[{'label': 'anger', 'score': 0.8038546442985535}]","[{'label': 'anger', 'score': 0.4492839574813843}]","[{'label': 'anger', 'score': 0.3760596215724945}]","[{'label': 'joy', 'score': 0.7774589657783508}]","[{'label': 'fear', 'score': 0.8939218521118164}]","[{'label': 'anger', 'score': 0.6344924569129944}]","[{'label': 'joy', 'score': 0.4868831932544708}]","[{'label': 'anger', 'score': 0.7357610464096069}]","[{'label': 'joy', 'score': 0.48862481117248535}]","[{'label': 'anger', 'score': 0.5374793410301208}]","[{'label': 'anger', 'score': 0.46913665533065796}]","[{'label': 'joy', 'score': 0.4793170392513275}]",
69,"[{'label': 'anger', 'score': 0.6019123196601868}]","[{'label': 'anger', 'score': 0.5821900963783264}]","[{'label': 'anger', 'score': 0.4285719394683838}]","[{'label': 'joy', 'score': 0.6740257143974304}]","[{'label': 'joy', 'score': 0.4522928297519684}]","[{'label': 'anger', 'score': 0.7137206196784973}]","[{'label': 'anger', 'score': 0.5567749738693237}]","[{'label': 'fear', 'score': 0.3805103898048401}]","[{'label': 'sadness', 'score': 0.7791316509246826}]","[{'label': 'anger', 'score': 0.5394875407218933}]","[{'label': 'joy', 'score': 0.5046985745429993}]","[{'label': 'anger', 'score': 0.427540123462677}]","[{'label': 'anger', 'score': 0.46913665533065796}]","[{'label': 'fear', 'score': 0.45887744426727295}]","[{'label': 'anger', 'score': 0.5909343361854553}]","[{'label': 'joy', 'score': 0.36318281292915344}]","[{'label': 'anger', 'score': 0.3227658271789551}]","[{'label': 'joy', 'score': 0.9030604362487793}]","[{'label': 'joy', 'score': 0.4793170392513275}]","[{'label': 'anger', 'score': 0.531589150428772}]","[{'label': 'joy', 'score': 0.4221366047859192}]","[{'label': 'anger', 'score': 0.4553207457065582}]","[{'label': 'joy', 'score': 0.5666542649269104}]","[{'label': 'anger', 'score': 0.40618380904197693}]","[{'label': 'anger', 'score': 0.4398263692855835}]",
70,"[{'label': 'anger', 'score': 0.560725748538971}]","[{'label': 'fear', 'score': 0.5888607501983643}]","[{'label': 'joy', 'score': 0.8404332399368286}]","[{'label': 'anger', 'score': 0.5291237235069275}]","[{'label': 'joy', 'score': 0.41215458512306213}]","[{'label': 'joy', 'score': 0.4663715362548828}]","[{'label': 'anger', 'score': 0.6875656247138977}]","[{'label': 'fear', 'score': 0.604701817035675}]","[{'label': 'anger', 'score': 0.6714701652526855}]","[{'label': 'joy', 'score': 0.5112154483795166}]","[{'label': 'anger', 'score': 0.4553207457065582}]","[{'label': 'joy', 'score': 0.5666542649269104}]","[{'label': 'anger', 'score': 0.8378859758377075}]","[{'label': 'joy', 'score': 0.5671859979629517}]","[{'label': 'fear', 'score': 0.8539360761642456}]","[{'label': 'joy', 'score': 0.4494176506996155}]","[{'label': 'joy', 'score': 0.8951367139816284}]","[{'label': 'fear', 'score': 0.9161803722381592}]","[{'label': 'joy', 'score': 0.3712320029735565}]","[{'label': 'anger', 'score': 0.5851995348930359}]","[{'label': 'joy', 'score': 0.8209578990936279}]","[{'label': 'joy', 'score': 0.7179211378097534}]","[{'label': 'joy', 'score': 0.994462788105011}]","[{'label': 'joy', 'score': 0.6976524591445923}]","[{'label': 'joy', 'score': 0.5583239793777466}]",
71,"[{'label': 'joy', 'score': 0.9982373714447021}]","[{'label': 'anger', 'score': 0.35678040981292725}]","[{'label': 'joy', 'score': 0.8599685430526733}]","[{'label': 'joy', 'score': 0.9972169399261475}]","[{'label': 'joy', 'score': 0.7870526909828186}]","[{'label': 'anger', 'score': 0.9963204860687256}]","[{'label': 'anger', 'score': 0.8345257043838501}]","[{'label': 'anger', 'score': 0.4781847298145294}]","[{'label': 'anger', 'score': 0.6987125277519226}]","[{'label': 'anger', 'score': 0.7403219938278198}]","[{'label': 'anger', 'score': 0.3607575595378876}]","[{'label': 'joy', 'score': 0.7179211378097534}]","[{'label': 'anger', 'score': 0.5648590326309204}]","[{'label': 'joy', 'score': 0.5583239793777466}]","[{'label': 'anger', 'score': 0.7357610464096069}]","[{'label': 'joy', 'score': 0.326990008354187}]","[{'label': 'joy', 'score': 0.5085890889167786}]","[{'label': 'joy', 'score': 0.55147385597229}]","[{'label': 'joy', 'score': 0.9191579818725586}]","[{'label': 'joy', 'score': 0.4383374750614166}]","[{'label': 'anger', 'score': 0.332383394241333}]","[{'label': 'anger', 'score': 0.7941001653671265}]","[{'label': 'anger', 'score': 0.4060914218425751}]","[{'label': 'anger', 'score': 0.693752110004425}]",,
72,"[{'label': 'love', 'score': 0.5905433893203735}]","[{'label': 'fear', 'score': 0.8856501579284668}]","[{'label': 'joy', 'score': 0.4643193185329437}]","[{'label': 'anger', 'score': 0.4247801601886749}]","[{'label': 'anger', 'score': 0.4916810095310211}]","[{'label': 'anger', 'score': 0.9070248007774353}]","[{'label': 'joy', 'score': 0.32522186636924744}]","[{'label': 'joy', 'score': 0.5783460140228271}]","[{'label': 'joy', 'score': 0.32094576954841614}]","[{'label': 'anger', 'score': 0.38385188579559326}]","[{'label': 'joy', 'score': 0.6569996476173401}]","[{'label': 'fear', 'score': 0.7320016026496887}]","[{'label': 'anger', 'score': 0.5115945935249329}]","[{'label': 'joy', 'score': 0.719310462474823}]","[{'label': 'joy', 'score': 0.5283304452896118}]","[{'label': 'joy', 'score': 0.6887492537498474}]","[{'label': 'joy', 'score': 0.5731793642044067}]","[{'label': 'joy', 'score': 0.7268238067626953}]","[{'label': 'anger', 'score': 0.5064417123794556}]","[{'label': 'anger', 'score': 0.7932026386260986}]","[{'label': 'anger', 'score': 0.6677668690681458}]","[{'label': 'anger', 'score': 0.4492839574813843}]","[{'label': 'joy', 'score': 0.674481213092804}]","[{'label': 'anger', 'score': 0.3607575595378876}]","[{'label': 'anger', 'score': 0.35079771280288696}]",
73,"[{'label': 'joy', 'score': 0.35267847776412964}]","[{'label': 'joy', 'score': 0.7368601560592651}]","[{'label': 'joy', 'score': 0.5561753511428833}]","[{'label': 'fear', 'score': 0.8320295810699463}]","[{'label': 'fear', 'score': 0.8356336951255798}]","[{'label': 'anger', 'score': 0.801336407661438}]","[{'label': 'anger', 'score': 0.7075740098953247}]","[{'label': 'anger', 'score': 0.4652724862098694}]","[{'label': 'anger', 'score': 0.715385913848877}]","[{'label': 'joy', 'score': 0.6385124921798706}]","[{'label': 'joy', 'score': 0.5304943919181824}]","[{'label': 'joy', 'score': 0.6388662457466125}]","[{'label': 'joy', 'score': 0.541191816329956}]","[{'label': 'joy', 'score': 0.8005135655403137}]","[{'label': 'joy', 'score': 0.8265546560287476}]","[{'label': 'anger', 'score': 0.6161885857582092}]","[{'label': 'joy', 'score': 0.43307873606681824}]","[{'label': 'anger', 'score': 0.6229674220085144}]","[{'label': 'anger', 'score': 0.36510488390922546}]","[{'label': 'joy', 'score': 0.6464198231697083}]","[{'label': 'anger', 'score': 0.6655808091163635}]","[{'label': 'anger', 'score': 0.49459171295166016}]","[{'label': 'joy', 'score': 0.9909312725067139}]","[{'label': 'anger', 'score': 0.8269685506820679}]","[{'label': 'anger', 'score': 0.41167452931404114}]",
74,"[{'label': 'fear', 'score': 0.43871912360191345}]","[{'label': 'anger', 'score': 0.5291544198989868}]","[{'label': 'anger', 'score': 0.4562924802303314}]","[{'label': 'fear', 'score': 0.7682846784591675}]","[{'label': 'joy', 'score': 0.5605060458183289}]","[{'label': 'anger', 'score': 0.5350318551063538}]","[{'label': 'anger', 'score': 0.9858046174049377}]","[{'label': 'joy', 'score': 0.9795472025871277}]","[{'label': 'anger', 'score': 0.39312273263931274}]","[{'label': 'anger', 'score': 0.43373340368270874}]","[{'label': 'anger', 'score': 0.8544358015060425}]","[{'label': 'joy', 'score': 0.6979734897613525}]","[{'label': 'anger', 'score': 0.9003416895866394}]","[{'label': 'anger', 'score': 0.5248709917068481}]","[{'label': 'fear', 'score': 0.4259241223335266}]","[{'label': 'anger', 'score': 0.5214819312095642}]","[{'label': 'sadness', 'score': 0.3982042670249939}]","[{'label': 'joy', 'score': 0.326990008354187}]","[{'label': 'joy', 'score': 0.6520906090736389}]","[{'label': 'joy', 'score': 0.5882510542869568}]","[{'label': 'joy', 'score': 0.9030604362487793}]","[{'label': 'joy', 'score': 0.6388662457466125}]","[{'label': 'anger', 'score': 0.8732990622520447}]","[{'label': 'anger', 'score': 0.9467712044715881}]","[{'label': 'anger', 'score': 0.8893399834632874}]",
75,"[{'label': 'anger', 'score': 0.5487655997276306}]","[{'label': 'joy', 'score': 0.46392127871513367}]","[{'label': 'joy', 'score': 0.9007843136787415}]","[{'label': 'anger', 'score': 0.6389303803443909}]","[{'label': 'anger', 'score': 0.38765308260917664}]","[{'label': 'anger', 'score': 0.8373534679412842}]","[{'label': 'anger', 'score': 0.6179095506668091}]","[{'label': 'fear', 'score': 0.4951437711715698}]","[{'label': 'anger', 'score': 0.40603870153427124}]","[{'label': 'fear', 'score': 0.6979656219482422}]","[{'label': 'joy', 'score': 0.994462788105011}]","[{'label': 'joy', 'score': 0.4531621038913727}]","[{'label': 'joy', 'score': 0.28074774146080017}]","[{'label': 'joy', 'score': 0.45867130160331726}]","[{'label': 'anger', 'score': 0.6613249182701111}]","[{'label': 'joy', 'score': 0.6379927396774292}]","[{'label': 'anger', 'score': 0.8334954977035522}]","[{'label': 'joy', 'score': 0.48701566457748413}]","[{'label': 'anger', 'score': 0.4399808347225189}]","[{'label': 'joy', 'score': 0.39243289828300476}]","[{'label': 'anger', 'score': 0.6030642986297607}]","[{'label': 'anger', 'score': 0.5114946365356445}]","[{'label': 'joy', 'score': 0.9002653956413269}]","[{'label': 'anger', 'score': 0.5648590326309204}]","[{'label': 'anger', 'score': 0.5214819312095642}]",
76,"[{'label': 'sadness', 'score': 0.9227021336555481}]","[{'label': 'anger', 'score': 0.4663502275943756}]","[{'label': 'anger', 'score': 0.5539308190345764}]","[{'label': 'anger', 'score': 0.5438058376312256}]","[{'label': 'joy', 'score': 0.39846304059028625}]","[{'label': 'joy', 'score': 0.9980736970901489}]","[{'label': 'joy', 'score': 0.7695404291152954}]","[{'label': 'anger', 'score': 0.7535517811775208}]","[{'label': 'anger', 'score': 0.6978116035461426}]","[{'label': 'joy', 'score': 0.48063135147094727}]","[{'label': 'anger', 'score': 0.7826822400093079}]","[{'label': 'joy', 'score': 0.5129245519638062}]","[{'label': 'joy', 'score': 0.6261070966720581}]","[{'label': 'joy', 'score': 0.9982215762138367}]","[{'label': 'sadness', 'score': 0.4498181939125061}]","[{'label': 'anger', 'score': 0.43034225702285767}]","[{'label': 'joy', 'score': 0.9821003079414368}]","[{'label': 'anger', 'score': 0.568522572517395}]","[{'label': 'anger', 'score': 0.4685544967651367}]","[{'label': 'anger', 'score': 0.7485825419425964}]","[{'label': 'anger', 'score': 0.4061652421951294}]","[{'label': 'anger', 'score': 0.7012163996696472}]","[{'label': 'anger', 'score': 0.4011993408203125}]","[{'label': 'anger', 'score': 0.547735869884491}]","[{'label': 'anger', 'score': 0.3671482801437378}]",
77,"[{'label': 'anger', 'score': 0.9072266817092896}]","[{'label': 'anger', 'score': 0.8405848145484924}]","[{'label': 'anger', 'score': 0.5160793662071228}]","[{'label': 'joy', 'score': 0.46168771386146545}]","[{'label': 'anger', 'score': 0.7494030594825745}]","[{'label': 'anger', 'score': 0.7818125486373901}]","[{'label': 'joy', 'score': 0.38483962416648865}]","[{'label': 'anger', 'score': 0.38765308260917664}]","[{'label': 'joy', 'score': 0.6846550703048706}]","[{'label': 'joy', 'score': 0.3147311508655548}]","[{'label': 'anger', 'score': 0.6955523490905762}]","[{'label': 'anger', 'score': 0.6580373644828796}]","[{'label': 'joy', 'score': 0.6022332906723022}]","[{'label': 'joy', 'score': 0.5054416656494141}]","[{'label': 'joy', 'score': 0.3768751323223114}]","[{'label': 'fear', 'score': 0.4303572177886963}]","[{'label': 'joy', 'score': 0.8526754379272461}]","[{'label': 'joy', 'score': 0.3482395112514496}]","[{'label': 'joy', 'score': 0.380359411239624}]","[{'label': 'anger', 'score': 0.5908491611480713}]","[{'label': 'joy', 'score': 0.4184127748012543}]","[{'label': 'joy', 'score': 0.6390695571899414}]","[{'label': 'anger', 'score': 0.4435814619064331}]","[{'label': 'joy', 'score': 0.7774589657783508}]","[{'label': 'joy', 'score': 0.5129245519638062}]",
78,"[{'label': 'anger', 'score': 0.7953354120254517}]","[{'label': 'anger', 'score': 0.8326086401939392}]","[{'label': 'anger', 'score': 0.5845842361450195}]","[{'label': 'joy', 'score': 0.46700435876846313}]","[{'label': 'fear', 'score': 0.6326836943626404}]","[{'label': 'anger', 'score': 0.7572735548019409}]","[{'label': 'anger', 'score': 0.8541169762611389}]","[{'label': 'anger', 'score': 0.5028933882713318}]","[{'label': 'joy', 'score': 0.7605681419372559}]","[{'label': 'anger', 'score': 0.4194210171699524}]","[{'label': 'anger', 'score': 0.49598464369773865}]","[{'label': 'joy', 'score': 0.38502228260040283}]","[{'label': 'anger', 'score': 0.7988405823707581}]","[{'label': 'fear', 'score': 0.7919172644615173}]","[{'label': 'anger', 'score': 0.8048132658004761}]","[{'label': 'joy', 'score': 0.4156557023525238}]","[{'label': 'joy', 'score': 0.573536217212677}]","[{'label': 'anger', 'score': 0.41965624690055847}]","[{'label': 'anger', 'score': 0.84218829870224}]","[{'label': 'anger', 'score': 0.5341669321060181}]","[{'label': 'joy', 'score': 0.6182710528373718}]","[{'label': 'anger', 'score': 0.4893847107887268}]","[{'label': 'anger', 'score': 0.8732990622520447}]","[{'label': 'joy', 'score': 0.3815646767616272}]","[{'label': 'joy', 'score': 0.38058382272720337}]",
79,"[{'label': 'fear', 'score': 0.7341169118881226}]","[{'label': 'anger', 'score': 0.3422284424304962}]","[{'label': 'anger', 'score': 0.8379012942314148}]","[{'label': 'anger', 'score': 0.7713512778282166}]","[{'label': 'fear', 'score': 0.7854745984077454}]","[{'label': 'anger', 'score': 0.32766881585121155}]","[{'label': 'anger', 'score': 0.6983949542045593}]","[{'label': 'anger', 'score': 0.41407328844070435}]","[{'label': 'fear', 'score': 0.8154394030570984}]","[{'label': 'anger', 'score': 0.8090190291404724}]","[{'label': 'fear', 'score': 0.5048360824584961}]","[{'label': 'joy', 'score': 0.533593475818634}]","[{'label': 'anger', 'score': 0.320279061794281}]","[{'label': 'anger', 'score': 0.692052960395813}]","[{'label': 'anger', 'score': 0.5660075545310974}]","[{'label': 'anger', 'score': 0.42345860600471497}]","[{'label': 'anger', 'score': 0.7686945199966431}]","[{'label': 'anger', 'score': 0.40872663259506226}]","[{'label': 'anger', 'score': 0.8731310367584229}]","[{'label': 'joy', 'score': 0.8100204467773438}]","[{'label': 'joy', 'score': 0.9985396862030029}]","[{'label': 'anger', 'score': 0.4785757064819336}]","[{'label': 'anger', 'score': 0.8737688064575195}]","[{'label': 'anger', 'score': 0.8037676811218262}]","[{'label': 'joy', 'score': 0.5180058479309082}]",
80,"[{'label': 'joy', 'score': 0.45165562629699707}]","[{'label': 'anger', 'score': 0.8199133276939392}]","[{'label': 'joy', 'score': 0.6387868523597717}]","[{'label': 'joy', 'score': 0.8382896184921265}]","[{'label': 'joy', 'score': 0.9902196526527405}]","[{'label': 'anger', 'score': 0.7557340860366821}]","[{'label': 'joy', 'score': 0.5980020761489868}]","[{'label': 'anger', 'score': 0.7828599810600281}]","[{'label': 'anger', 'score': 0.824920117855072}]","[{'label': 'anger', 'score': 0.481447696685791}]","[{'label': 'anger', 'score': 0.3217795193195343}]","[{'label': 'anger', 'score': 0.4310397207736969}]","[{'label': 'anger', 'score': 0.8824325203895569}]","[{'label': 'joy', 'score': 0.4594708979129791}]","[{'label': 'joy', 'score': 0.4151180386543274}]","[{'label': 'anger', 'score': 0.5824704170227051}]","[{'label': 'anger', 'score': 0.662708580493927}]","[{'label': 'joy', 'score': 0.42382195591926575}]","[{'label': 'fear', 'score': 0.3405133783817291}]","[{'label': 'joy', 'score': 0.7188946604728699}]","[{'label': 'fear', 'score': 0.5366860032081604}]","[{'label': 'joy', 'score': 0.7699674367904663}]","[{'label': 'anger', 'score': 0.8090190291404724}]","[{'label': 'anger', 'score': 0.5272830128669739}]","[{'label': 'anger', 'score': 0.3386457562446594}]",
81,"[{'label': 'anger', 'score': 0.5420909523963928}]","[{'label': 'anger', 'score': 0.49073177576065063}]","[{'label': 'fear', 'score': 0.9142455458641052}]","[{'label': 'anger', 'score': 0.6354316473007202}]","[{'label': 'anger', 'score': 0.6699097156524658}]","[{'label': 'joy', 'score': 0.39523884654045105}]","[{'label': 'joy', 'score': 0.4959389567375183}]","[{'label': 'joy', 'score': 0.326990008354187}]","[{'label': 'joy', 'score': 0.8526754379272461}]","[{'label': 'anger', 'score': 0.9719983339309692}]","[{'label': 'joy', 'score': 0.7217977643013}]","[{'label': 'joy', 'score': 0.7923557162284851}]","[{'label': 'anger', 'score': 0.7510936856269836}]","[{'label': 'anger', 'score': 0.4781847298145294}]","[{'label': 'anger', 'score': 0.6397801637649536}]","[{'label': 'anger', 'score': 0.4170616567134857}]","[{'label': 'anger', 'score': 0.5999984741210938}]","[{'label': 'joy', 'score': 0.38069257140159607}]","[{'label': 'anger', 'score': 0.6826490759849548}]","[{'label': 'joy', 'score': 0.9095361232757568}]","[{'label': 'joy', 'score': 0.5451845526695251}]","[{'label': 'anger', 'score': 0.662708580493927}]","[{'label': 'joy', 'score': 0.8578835725784302}]","[{'label': 'anger', 'score': 0.47273048758506775}]",,
