song,artist,counter,Vader,TextBlob,VaderBoost,TextBlobBoost,VaderPolarity,TextBlobPolarity,VaderBoostPolarity,TextBlobBoostPolarity,,FullTextBlobPolarity,FullVaderPolarity
Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean","{'afraid': 10, 'memorize': 2, 'long': 2, 'slow': 1, 'mental': 1, 'owe': 1, 'mixed': 1, 'meant': 1, 'prepare': 1, 'upload': 1}","{'pos': 0, 'neg': 0, 'neu': 21}","{'pos': 0, 'neg': 11, 'neu': 10}","{'pos': 0, 'neg': 0, 'neu': 10.6}","{'pos': 0, 'neg': 12.8, 'neu': 8.4}",1,0.478672986,1,0.399061033,,0.98223012,1.013947001
Stunting Ain't Nuthin,Gucci Mane Featuring Slim Jxmmi & Young Dolph,"{'woo': 6, 'please': 4, 'slay': 4, 'foreign': 4, 'new': 2, 'bring': 2, 'sad': 1, 'big': 1, 'swagged': 1, 'remember': 1, 'follow': 1, 'remind': 1, 'hard': 1, 'weak': 1, 'hear': 1, 'send': 1, 'strong': 1, 'medicate': 1, 'selfish': 1, 'brought': 1}","{'pos': 11, 'neg': 4, 'neu': 21}","{'pos': 3, 'neg': 8, 'neu': 25}","{'pos': 8.2, 'neg': 1.0, 'neu': 12.9}","{'pos': 3.6, 'neg': 9.6, 'neu': 20.4}",1.278884462,0.848942598,1.514285714,0.800664452,,0.974607205,0.984901862
They Don't Know,Jason Aldean,"{'slow': 5, 'live': 4, 'grow': 3, 'spend': 1, 'pray': 1}","{'pos': 1, 'neg': 0, 'neu': 13}","{'pos': 4, 'neg': 5, 'neu': 5}","{'pos': 0.8, 'neg': 0, 'neu': 10.4}","{'pos': 3.2, 'neg': 4.0, 'neu': 4.0}",1.076335878,0.900990099,1.076190476,0.901234568,,0.991742362,1.049958368
Do I Make You Wanna,Billy Currington,"{'slow': 5, 'offs': 1, 'beautiful': 1, 'cheap': 1}","{'pos': 1, 'neg': 0, 'neu': 7}","{'pos': 2, 'neg': 5, 'neu': 1}","{'pos': 0.2, 'neg': 0, 'neu': 5.0}","{'pos': 2.4, 'neg': 4.0, 'neu': 0.8}",1.14084507,0.508196721,1.039215686,0.673469388,,0.995969367,1.098248612
Loyalty.,Kendrick Lamar Featuring Rihanna,"{'loyal': 5, 'fired': 3, 'hard': 3, 'ask': 2, 'ooh': 1, 'meditate': 1, 'establish': 1, 'long': 1, 'lose': 1, 'slow': 1, 'loud': 1, 'big': 1, 'unconditional': 1, 'humble': 1}","{'pos': 5, 'neg': 7, 'neu': 11}","{'pos': 5, 'neg': 5, 'neu': 13}","{'pos': 1.2, 'neg': 3.9, 'neu': 7.1}","{'pos': 6.0, 'neg': 5.2, 'neu': 11.6}",0.889502762,1,0.756756757,1.047337278,,1.052610279,1.136086344
Dear Hate,Maren Morris Featuring Vince Gill,"{'ooh': 9, 'conquer': 4, 'afraid': 1, 'drown': 1, 'sure': 1, 'pulled': 1, 'ran': 1, 'hear': 1}","{'pos': 1, 'neg': 1, 'neu': 17}","{'pos': 1, 'neg': 1, 'neu': 17}","{'pos': 0.2, 'neg': 0.8, 'neu': 13.0}","{'pos': 1.2, 'neg': 1.2, 'neu': 13.6}",1,1,0.956834532,1,,0.975020816,1.036330609
No Promises,A Boogie Wit da Hoodie,"{'swear': 2, 'perform': 1, 'woke': 1, 'touched': 1, 'comfortable': 1, 'new': 1, 'eat': 1, 'bring': 1, 'sad': 1, 'colder': 1, 'long': 1, 'sing': 1, 'truthful': 1}","{'pos': 2, 'neg': 1, 'neu': 11}","{'pos': 3, 'neg': 1, 'neu': 10}","{'pos': 0.5, 'neg': 0.2, 'neu': 7.7}","{'pos': 3.6, 'neg': 1.2, 'neu': 8.4}",1.082644628,1.18018018,1.0375,1.24742268,,0.962278386,1.023520188
Say A',A Boogie Wit da Hoodie,"{'suppose': 6, 'pray': 4, 'heard': 3, 'big': 3, 'pulled': 1, 'deserve': 1, 'late': 1, 'remember': 1, 'believe': 1, 'dirty': 1, 'earn': 1}","{'pos': 4, 'neg': 1, 'neu': 18}","{'pos': 0, 'neg': 2, 'neu': 21}","{'pos': 3.2, 'neg': 0.8, 'neu': 12.2}","{'pos': 0, 'neg': 2.0, 'neu': 18.0}",1.157068063,0.913419913,1.183206107,0.900497512,,0.981372245,1.036654449
Redbone,Childish Gambino,"{'ooh': 5, 'woke': 4, 'long': 2, 'late': 2, 'hard': 1, 'believe': 1}","{'pos': 0, 'neg': 1, 'neu': 14}","{'pos': 0, 'neg': 3, 'neu': 12}","{'pos': 0, 'neg': 0.2, 'neu': 10.1}","{'pos': 0, 'neg': 3.6, 'neu': 9.6}",0.933774834,0.801324503,0.980769231,0.729323308,,0.99301188,0.978276611
Hi Bich,Bhad Bhabie,"{'please': 4, 'pour': 2, 'reload': 2, 'hot': 2, 'ask': 1, 'grown': 1, 'thank': 1}","{'pos': 5, 'neg': 0, 'neu': 8}","{'pos': 2, 'neg': 0, 'neu': 11}","{'pos': 4.0, 'neg': 0, 'neu': 5.3}","{'pos': 2.4, 'neg': 0, 'neu': 8.8}",1.617283951,1.18018018,1.740740741,1.269662921,,1.020675396,0.901589705
Undefeated,A Boogie Wit da Hoodie Featuring 21 Savage,"{'undefeated': 10, 'long': 2, 'understand': 1, 'iced': 1, 'on': 1, 'rid': 1, 'new': 1, 'whipped': 1, 'send': 1}","{'pos': 0, 'neg': 0, 'neu': 19}","{'pos': 1, 'neg': 0, 'neu': 18}","{'pos': 0, 'neg': 0, 'neu': 8.5}","{'pos': 1.2, 'neg': 0, 'neu': 18.8}",1,1.055248619,1,1.063492063,,1.043271311,1.149407522
Beast Mode,A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again,"{'hard': 9, 'spent': 5, 'follow': 1, 'comfortable': 1, 'swear': 1, 'forget': 1, 'afford': 1, 'realer': 1, 'richer': 1, 'new': 1}","{'pos': 2, 'neg': 10, 'neu': 10}","{'pos': 2, 'neg': 9, 'neu': 11}","{'pos': 0.5, 'neg': 3.0, 'neu': 6.9}","{'pos': 2.4, 'neg': 10.8, 'neu': 9.6}",0.60199005,0.651741294,0.75,0.590243902,,0.957826842,0.961759082
It Ain't My Fault,Brothers Osborne,"{'testify': 2, 'guilty': 2, 'long': 1, 'happen': 1}","{'pos': 0, 'neg': 2, 'neu': 4}","{'pos': 0, 'neg': 2, 'neu': 4}","{'pos': 0, 'neg': 0.5, 'neu': 3.2}","{'pos': 0, 'neg': 2.4, 'neu': 3.2}",0.672131148,0.672131148,0.868421053,0.578947368,,0.959049959,0.686706181
No Such Thing As A Broken Heart,Old Dominion,"{'broken': 8, 'hard': 3, 'knew': 1, 'sure': 1}","{'pos': 1, 'neg': 11, 'neu': 1}","{'pos': 1, 'neg': 11, 'neu': 1}","{'pos': 0.2, 'neg': 7.1, 'neu': 0.8}","{'pos': 1.2, 'neg': 10.0, 'neu': 0.8}",0.173553719,0.173553719,0.1375,0.19266055,,1.096711799,1.136892539
Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,"{'long': 5, 'ooh': 3, 'provide': 3, 'listen': 3, 'woo': 2, 'new': 1, 'loyal': 1, 'slippery': 1, 'please': 1, 'eat': 1, 'got': 1, 'slow': 1, 'sure': 1, 'believe': 1}","{'pos': 5, 'neg': 0, 'neu': 20}","{'pos': 3, 'neg': 1, 'neu': 21}","{'pos': 2.9, 'neg': 0, 'neu': 14.9}","{'pos': 3.6, 'neg': 0.8, 'neu': 17.2}",1.248756219,1.090497738,1.193333333,1.154696133,,1.024260068,1.108191654
Stay,Zedd & Alessia Cara,"{'grow': 2, 'live': 2, 'got': 1, 'admit': 1, 'spend': 1}","{'pos': 1, 'neg': 0, 'neu': 6}","{'pos': 2, 'neg': 0, 'neu': 5}","{'pos': 0.8, 'neg': 0, 'neu': 4.8}","{'pos': 1.6, 'neg': 0, 'neu': 4.0}",1.163934426,1.392156863,1.163265306,1.390243902,,1.02676182,1.055504163
